concept_id,concept_code,concept_name,codeset,med_group
1593649,1876672,"immunoglobulin G, human 100 MG/ML Injection [Gammaplex]",c19meds,IVIG
45777064,1549690,"{1 (1.25 ML hyaluronidase, human recombinant 160 UNT/ML Injection) / 1 (25 ML immunoglobulin G, human 100 MG/ML Injection) } Pack [Hyqvia 2.5 G / 25 ML Kit]",c19meds,IVIG
40220628,1809668,"50 ML immunoglobulin G, human 100 MG/ML Injection [Gammagard]",c19meds,IVIG
1718182,1813410,Cuvitru Injectable Product,c19meds,IVIG
1361585,2196295,immunoglobulin G Injection [Xembify],c19meds,IVIG
40220637,1809728,"immunoglobulin G, human 5000 MG Injection",c19meds,IVIG
1592767,1927290,infliximab-abda 100 MG Injection [Renflexis],c19meds,Infliximab
42629518,1790544,infliximab Injection [Inflectra],c19meds,Infliximab
42629517,1790543,infliximab-dyyb 100 MG [Inflectra],c19meds,Infliximab
36228986,1180726,Remicade Injectable Product,c19meds,Infliximab
37498067,2266527,infliximab-axxq 100 MG [Avsola],c19meds,Infliximab
937369,213361,infliximab 100 MG Injection [Remicade],c19meds,Infliximab
1592766,1927289,Renflexis Injectable Product,c19meds,Infliximab
37498069,2266529,Avsola Injectable Product,c19meds,Infliximab
937368,191831,infliximab,c19meds,Infliximab
1592764,1927287,infliximab-abda 100 MG [Renflexis],c19meds,Infliximab
46275594,1655943,infliximab 100 MG [Remicade],c19meds,Infliximab
46275593,1655941,infliximab Injection,c19meds,Infliximab
37498068,2266528,infliximab Injection [Avsola],c19meds,Infliximab
36250057,1790545,Inflectra Injectable Product,c19meds,Infliximab
1592762,1927285,infliximab-abda 100 MG Injection,c19meds,Infliximab
19078524,310994,infliximab 100 MG Injection,c19meds,Infliximab
46275595,1655944,infliximab Injection [Remicade],c19meds,Infliximab
37498065,2266525,infliximab-axxq 100 MG Injection,c19meds,Infliximab
36224224,1160692,infliximab Injectable Product,c19meds,Infliximab
37498064,2266524,infliximab-axxq 100 MG,c19meds,Infliximab
42629519,1790546,infliximab-dyyb 100 MG Injection [Inflectra],c19meds,Infliximab
42629515,1790541,infliximab-dyyb 100 MG Injection,c19meds,Infliximab
1592761,1927284,infliximab-abda 100 MG,c19meds,Infliximab
42629514,1790540,infliximab-dyyb 100 MG,c19meds,Infliximab
37498070,2266530,infliximab-axxq 100 MG Injection [Avsola],c19meds,Infliximab
1592765,1927288,infliximab Injection [Renflexis],c19meds,Infliximab
46275592,1655940,infliximab 100 MG,c19meds,Infliximab
740227,2531133,{4 (0.8 ML adalimumab 100 MG/ML Auto-Injector) } Pack,c19meds,adalimumab
45777078,1594352,{6 (0.8 ML adalimumab 50 MG/ML Prefilled Syringe [Humira]) } Pack [Humira Pediatric Crohn's Disease Starter Package (6 count)],c19meds,adalimumab
1592638,1921468,{2 (0.4 ML adalimumab 100 MG/ML Auto-Injector [Humira]) / 1 (0.8 ML adalimumab 100 MG/ML Auto-Injector [Humira]) } Pack [Humira Pen 80 MG/0.8 ML and 40 MG/0.4 ML - Psoriasis/Uveitis Starter Package],c19meds,adalimumab
1594200,1921238,0.8 ML adalimumab 100 MG/ML Auto-Injector,c19meds,adalimumab
740228,2531134,{4 (0.8 ML adalimumab 100 MG/ML Auto-Injector [Humira]) } Pack [Humira Pen 80 MG/0.8 ML - Starter Package for Pediatric Ulcerative Colitis],c19meds,adalimumab
35604489,1726843,adalimumab 100 MG/ML,c19meds,adalimumab
1718870,1855526,{1 (0.4 ML adalimumab 100 MG/ML Prefilled Syringe) / 1 (0.8 ML adalimumab 100 MG/ML Prefilled Syringe) } Pack,c19meds,adalimumab
1119154,763564,0.4 ML adalimumab 50 MG/ML Prefilled Syringe,c19meds,adalimumab
36249660,1801278,{4 (0.8 ML adalimumab 50 MG/ML Auto-Injector [Humira]) } Pack [Humira Pen - Psoriasis Starter Pack],c19meds,adalimumab
45777080,1594358,{3 (0.8 ML adalimumab 50 MG/ML Prefilled Syringe [Humira]) } Pack [Humira Pediatric Crohn's Disease Starter Package (3 count)],c19meds,adalimumab
46275866,1656695,adalimumab Injection,c19meds,adalimumab
1592709,1872979,0.4 ML adalimumab 100 MG/ML Auto-Injector,c19meds,adalimumab
19098170,351290,0.8 ML adalimumab 50 MG/ML Injection,c19meds,adalimumab
42902642,1359755,adalimumab 50 MG/ML Prefilled Syringe [Humira],c19meds,adalimumab
45777079,1594357,{3 (0.8 ML adalimumab 50 MG/ML Prefilled Syringe) } Pack,c19meds,adalimumab
36221938,1163691,adalimumab Injectable Product,c19meds,adalimumab
35604490,1726844,0.4 ML adalimumab 100 MG/ML Prefilled Syringe,c19meds,adalimumab
1718324,1855523,0.8 ML adalimumab 100 MG/ML Prefilled Syringe,c19meds,adalimumab
40141500,727702,adalimumab Prefilled Syringe,c19meds,adalimumab
46275565,1655726,0.8 ML adalimumab 50 MG/ML Auto-Injector,c19meds,adalimumab
46275867,1656698,adalimumab Injection [Humira],c19meds,adalimumab
19098494,352334,0.8 ML adalimumab 50 MG/ML Injection [Humira],c19meds,adalimumab
19133087,825170,{6 (0.8 ML adalimumab 50 MG/ML Auto-Injector [Humira]) } Pack [Humira Pen - Crohn's Disease Starter Pack],c19meds,adalimumab
35604491,1726845,adalimumab 100 MG/ML [Humira],c19meds,adalimumab
1119121,358817,adalimumab 50 MG/ML,c19meds,adalimumab
46275566,1655727,adalimumab Auto-Injector [Humira],c19meds,adalimumab
1594145,1921010,0.1 ML adalimumab 100 MG/ML Prefilled Syringe [Humira],c19meds,adalimumab
1594202,1921240,0.8 ML adalimumab 100 MG/ML Auto-Injector [Humira],c19meds,adalimumab
36249550,1801277,{4 (0.8 ML adalimumab 50 MG/ML Auto-Injector) } Pack,c19meds,adalimumab
46275180,1658077,adalimumab 50 MG/ML Injection,c19meds,adalimumab
45774623,1551887,0.2 ML adalimumab 50 MG/ML Prefilled Syringe,c19meds,adalimumab
1594144,1921009,0.1 ML adalimumab 100 MG/ML Prefilled Syringe,c19meds,adalimumab
36233548,1171992,Humira Injectable Product,c19meds,adalimumab
45774624,1551888,0.2 ML adalimumab 50 MG/ML Prefilled Syringe [Humira],c19meds,adalimumab
19121015,576023,adalimumab 50 MG/ML [Humira],c19meds,adalimumab
1592628,1873087,{3 (0.8 ML adalimumab 100 MG/ML Prefilled Syringe [Humira]) } Pack [Humira Prefilled Syringe 80 MG/0.8 ML Starter Pack - Pediatric Crohn's Disease],c19meds,adalimumab
1592192,1921244,{3 (0.8 ML adalimumab 100 MG/ML Auto-Injector) } Pack,c19meds,adalimumab
35604492,1726846,0.4 ML adalimumab 100 MG/ML Prefilled Syringe [Humira],c19meds,adalimumab
1592637,1921245,"{3 (0.8 ML adalimumab 100 MG/ML Auto-Injector [Humira]) } Pack [Humira Pen 80 MG/0.8 ML - Starter Package for Crohn's Disease, Ulcerative Colitis or Hidradenitis Suppurativa]",c19meds,adalimumab
1592193,1921467,{2 (0.4 ML adalimumab 100 MG/ML Auto-Injector) / 1 (0.8 ML adalimumab 100 MG/ML Auto-Injector) } Pack,c19meds,adalimumab
1592186,1873086,{3 (0.8 ML adalimumab 100 MG/ML Prefilled Syringe) } Pack,c19meds,adalimumab
46275567,1655728,0.8 ML adalimumab 50 MG/ML Auto-Injector [Humira],c19meds,adalimumab
46275569,1655730,adalimumab 50 MG/ML Auto-Injector [Humira],c19meds,adalimumab
1592626,1872984,{6 (0.4 ML adalimumab 100 MG/ML Auto-Injector [Humira]) } Pack [Humira Pen 40 MG/0.4 ML Starter Pack - Crohn's Disease],c19meds,adalimumab
1119155,763565,0.4 ML adalimumab 50 MG/ML Prefilled Syringe [Humira],c19meds,adalimumab
42902984,1360097,adalimumab 50 MG/ML Prefilled Syringe,c19meds,adalimumab
35604493,1726847,adalimumab 100 MG/ML Prefilled Syringe,c19meds,adalimumab
1592185,1872985,{4 (0.4 ML adalimumab 100 MG/ML Auto-Injector) } Pack,c19meds,adalimumab
46275389,1656703,{6 (0.8 ML adalimumab 50 MG/ML Auto-Injector) } Pack,c19meds,adalimumab
1592627,1872986,{4 (0.4 ML adalimumab 100 MG/ML Auto-Injector [Humira]) } Pack [Humira Pen 40 MG/0.4 ML Starter Pack - Psoriasis],c19meds,adalimumab
46275564,1655725,adalimumab Auto-Injector,c19meds,adalimumab
1594146,1921016,0.2 ML adalimumab 100 MG/ML Prefilled Syringe,c19meds,adalimumab
1592711,1872981,adalimumab 100 MG/ML Auto-Injector,c19meds,adalimumab
1592712,1872982,adalimumab 100 MG/ML Auto-Injector [Humira],c19meds,adalimumab
1119119,327361,adalimumab,c19meds,adalimumab
1718880,1855527,{1 (0.4 ML adalimumab 100 MG/ML Prefilled Syringe [Humira]) / 1 (0.8 ML adalimumab 100 MG/ML Prefilled Syringe [Humira]) } Pack [Humira Pediatric Crohn's Disease Starter Package (2 count)],c19meds,adalimumab
1592184,1872983,{6 (0.4 ML adalimumab 100 MG/ML Auto-Injector) } Pack,c19meds,adalimumab
35604494,1726848,adalimumab 100 MG/ML Prefilled Syringe [Humira],c19meds,adalimumab
19133086,825169,{6 (0.8 ML adalimumab 50 MG/ML Prefilled Syringe) } Pack,c19meds,adalimumab
1592710,1872980,0.4 ML adalimumab 100 MG/ML Auto-Injector [Humira],c19meds,adalimumab
1594147,1921017,0.2 ML adalimumab 100 MG/ML Prefilled Syringe [Humira],c19meds,adalimumab
40141501,727704,adalimumab Prefilled Syringe [Humira],c19meds,adalimumab
19127197,727705,0.8 ML adalimumab 50 MG/ML Prefilled Syringe [Humira],c19meds,adalimumab
46275568,1655729,adalimumab 50 MG/ML Auto-Injector,c19meds,adalimumab
46275181,1658078,adalimumab 50 MG/ML Injection [Humira],c19meds,adalimumab
1718325,1855524,0.8 ML adalimumab 100 MG/ML Prefilled Syringe [Humira],c19meds,adalimumab
19127196,727703,0.8 ML adalimumab 50 MG/ML Prefilled Syringe,c19meds,adalimumab
42873710,1304214,aspirin / caffeine Oral Tablet [Bayer Headache Relief],c19meds,aspirin
46287404,1665362,24 HR aspirin 162.5 MG Extended Release Oral Capsule [Durlaza],c19meds,aspirin
40009855,405802,aspirin Delayed Release Oral Capsule,c19meds,aspirin
40009880,369971,aspirin Extended Release Oral Tablet [Levius],c19meds,aspirin
1145985,2372242,acetaminophen 162 MG / aspirin 162 MG / phenylpropanolamine hydrochloride 20 MG Oral Capsule,c19meds,aspirin
40010207,368475,aspirin Oral Tablet [Ridiprin],c19meds,aspirin
40003489,367856,acetaminophen / aspirin / caffeine / salicylamide Oral Tablet [Saleto],c19meds,aspirin
1510763,2047427,{100 (acetaminophen 250 MG / aspirin 250 MG / caffeine 65 MG Oral Tablet) / 24 (acetaminophen 250 MG / aspirin 250 MG / diphenhydramine citrate 38 MG Oral Tablet) } Pack,c19meds,aspirin
1510764,2047428,{100 (acetaminophen 250 MG / aspirin 250 MG / caffeine 65 MG Oral Tablet [Excedrin]) / 24 (acetaminophen 250 MG / aspirin 250 MG / diphenhydramine citrate 38 MG Oral Tablet [Excedrin PM Triple Action]) } Pack [Excedrin PM Triple Action Caplets and Exce...,c19meds,aspirin
36237974,1168329,Fiorinal with Codeine Pill,c19meds,aspirin
19105505,421162,aspirin 150 MG / phenobarbital 10 MG Rectal Suppository,c19meds,aspirin
40174521,904661,{30 (aspirin 325 MG Oral Tablet) / 30 (pravastatin sodium 20 MG Oral Tablet [Pravachol]) } Pack [Pravigard 325/20],c19meds,aspirin
36233916,1173665,Caprin Pill,c19meds,aspirin
19116552,564522,aspirin 500 MG [Anadin All-Night],c19meds,aspirin
40012298,437080,aspirin / chlormezanone Oral Tablet,c19meds,aspirin
40233252,1052416,acetaminophen 250 MG / aspirin 250 MG / caffeine 65 MG Oral Tablet [Pamprin Max Formula],c19meds,aspirin
36217804,1153540,aspirin / chlorpheniramine / dextromethorphan Oral Product,c19meds,aspirin
36213166,1154068,aspirin Oral Liquid Product,c19meds,aspirin
19108871,437700,aspirin 524 MG,c19meds,aspirin
19124711,647677,aspirin 650 MG Extended Release Oral Tablet [Bayer Aspirin],c19meds,aspirin
40222006,994528,aspirin 385 MG / caffeine 30 MG / orphenadrine citrate 25 MG Oral Tablet,c19meds,aspirin
19103343,410183,aspirin 30 MG Oral Capsule,c19meds,aspirin
19124734,647983,aspirin 363 MG,c19meds,aspirin
40010192,368652,aspirin Oral Tablet [Buffex],c19meds,aspirin
36213156,1154058,aspirin / butalbital / caffeine / phenacetin Oral Product,c19meds,aspirin
36229042,1175547,Alka-Seltzer Oral Product,c19meds,aspirin
36218228,1166437,Entaprin Oral Product,c19meds,aspirin
19107579,432722,aspirin 227 MG / caffeine 32.4 MG Oral Tablet,c19meds,aspirin
44818357,1537021,aspirin 81 MG Effervescent Oral Tablet,c19meds,aspirin
36236261,1174692,Fasprin Oral Product,c19meds,aspirin
36234793,1170947,Claradin Pill,c19meds,aspirin
45775629,1593108,acetaminophen / aspirin / diphenhydramine Oral Tablet,c19meds,aspirin
36214459,1154348,ascorbic acid / aspirin / cysteine Pill,c19meds,aspirin
19108423,435504,aspirin 488 MG Oral Tablet,c19meds,aspirin
19118906,570079,acetaminophen 250 MG / aspirin 250 MG / caffeine 65 MG [Excedrin],c19meds,aspirin
1113344,317299,aspirin 200 MG,c19meds,aspirin
37002636,2391613,acetaminophen 200 MG / aspirin 230 MG / phenylpropanolamine hydrochloride 15 MG Oral Capsule,c19meds,aspirin
36231512,1179774,Minitabs Pill,c19meds,aspirin
36227684,1180314,Lortab ASA Pill,c19meds,aspirin
19041509,209468,acetaminophen 250 MG / aspirin 250 MG / caffeine 65 MG Oral Tablet [Excedrin],c19meds,aspirin
40012260,437757,aspirin / caffeine / quinine Oral Tablet,c19meds,aspirin
19086278,330834,aspirin 1200 MG,c19meds,aspirin
19055571,568142,aspirin 650 MG / butalbital 50 MG [Axotal],c19meds,aspirin
1113262,315413,aspirin 150 MG,c19meds,aspirin
40009872,369822,aspirin Delayed Release Oral Tablet [Nu-Seals Aspirin],c19meds,aspirin
702955,252313,aspirin 350 MG / meprobamate 200 MG Oral Tablet,c19meds,aspirin
19081305,567774,aspirin 800 MG [Sloprin],c19meds,aspirin
40156629,830524,aspirin Oral Tablet [Ascriptin],c19meds,aspirin
36243636,1303157,Arthriten Inflammatory Pain Oral Product,c19meds,aspirin
36241207,1184848,Soma Compound Pill,c19meds,aspirin
36232883,1168628,Bayer Aspirin Oral Product,c19meds,aspirin
19092000,335990,aspirin 742 MG,c19meds,aspirin
36240660,1184708,Ridiprin Pill,c19meds,aspirin
36213154,1154056,aspirin / butalbital / caffeine / codeine Oral Product,c19meds,aspirin
43012503,1367215,aspirin 81 MG / phenylephrine hydrochloride 1.25 MG Chewable Tablet,c19meds,aspirin
36231162,1178075,Micrainin Pill,c19meds,aspirin
36239397,1182757,Med Aspirin Pill,c19meds,aspirin
36233387,1168995,Fiortal with Codeine Oral Product,c19meds,aspirin
42873593,1302801,acetaminophen 250 MG / aspirin 250 MG / caffeine 65 MG Oral Tablet [Bayer Migraine],c19meds,aspirin
35602868,1673788,acetaminophen 200 MG / aspirin 220 MG / caffeine 27 MG Oral Tablet,c19meds,aspirin
19101865,392409,aspirin 81 MG Oral Tablet [Heartline],c19meds,aspirin
36240978,1184782,Saleto Pill,c19meds,aspirin
1718410,1856543,aspirin 25 MG / dipyridamole 200 MG Extended Release Oral Capsule [Aggrenox],c19meds,aspirin
36227683,1180313,Lortab ASA Oral Product,c19meds,aspirin
1134737,211335,aspirin 325 MG / butalbital 50 MG / caffeine 40 MG Oral Tablet [Fiortal],c19meds,aspirin
36232043,1176591,Endodan Reformulated May 2009 Oral Product,c19meds,aspirin
40231964,1049716,aspirin 325 MG / oxycodone hydrochloride 2.44 MG Oral Tablet,c19meds,aspirin
19081405,569627,aspirin 325 MG / carisoprodol 200 MG [Soma Compound],c19meds,aspirin
19060437,246460,aspirin 500 MG Oral Capsule,c19meds,aspirin
19073677,308411,aspirin 650 MG Delayed Release Oral Tablet,c19meds,aspirin
19133429,830523,aspirin 500 MG [Ascriptin],c19meds,aspirin
44506379,1438294,acetaminophen / aspirin / caffeine Oral Tablet [Uricalm Intensive],c19meds,aspirin
36214456,1154345,ascorbic acid / aspirin / caffeine Oral Product,c19meds,aspirin
36243168,1187860,Uni-Ann Oral Product,c19meds,aspirin
1112837,198462,aspirin 125 MG Rectal Suppository,c19meds,aspirin
1113373,332336,aspirin 520 MG,c19meds,aspirin
19093131,337016,aspirin 259 MG,c19meds,aspirin
1719005,1811917,aspirin 81 MG / omeprazole 40 MG [Yosprala],c19meds,aspirin
40125275,578946,aspirin / chlorpheniramine / pseudoephedrine Oral Powder,c19meds,aspirin
1135465,849314,aspirin 227 MG / caffeine 32.4 MG / propoxyphene hydrochloride 65 MG Oral Capsule,c19meds,aspirin
19126178,702318,aspirin 500 MG / caffeine 32.5 MG [Bayer Back and Body Pain],c19meds,aspirin
19132064,806450,aspirin 500 MG / caffeine 65 MG Oral Tablet [Bayer Headache Relief],c19meds,aspirin
1719000,1811912,aspirin 325 MG / omeprazole 40 MG [Yosprala],c19meds,aspirin
1113021,211881,aspirin 325 MG Oral Tablet [Norwich Aspirin],c19meds,aspirin
1134834,245393,aspirin 325 MG / caffeine 30 MG Oral Tablet,c19meds,aspirin
19123280,608695,aspirin 500 MG / caffeine 32 MG [Anacin],c19meds,aspirin
1113144,247137,aspirin 650 MG Oral Powder,c19meds,aspirin
40140510,723529,acetaminophen / aspirin Oral Tablet [Excedrin Back & Body],c19meds,aspirin
40012583,369018,aspirin / hydrocodone Oral Tablet [Lortab ASA],c19meds,aspirin
36244960,1293664,Aspir-Low Pill,c19meds,aspirin
1113375,333834,aspirin 60 MG Chewable Tablet,c19meds,aspirin
36235241,1174230,Anacin Oral Product,c19meds,aspirin
36248449,1665361,Durlaza Pill,c19meds,aspirin
36213168,1154070,aspirin Pill,c19meds,aspirin
1112834,197374,aspirin 800 MG Extended Release Oral Tablet,c19meds,aspirin
1100148,247372,aspirin 325 MG / codeine 8 MG Oral Tablet,c19meds,aspirin
36211895,1153733,aspirin / glycine Oral Product,c19meds,aspirin
36213144,1154046,aspirin / propoxyphene Oral Product,c19meds,aspirin
36246714,1312954,Bromo Seltzer Antacid Pain Reliever Oral Product,c19meds,aspirin
1592758,1927026,aspirin 250 MG / chlorpheniramine maleate 2 MG / dextromethorphan hydrobromide 10 MG / phenylephrine hydrochloride 5 MG Effervescent Oral Tablet,c19meds,aspirin
19020056,198480,aspirin 500 MG / caffeine 32 MG Oral Tablet,c19meds,aspirin
36240977,1184781,Saleto Oral Product,c19meds,aspirin
19044083,210455,aspirin 325 MG / pentazocine 12.5 MG Oral Tablet [Talwin Compound],c19meds,aspirin
37496874,2200752,aspirin 6.5 MG/ML / chlorpheniramine maleate 0.04 MG/ML / phenylpropanolamine hydrochloride 0.482 MG/ML Oral Solution,c19meds,aspirin
40166173,863185,aspirin 410 MG,c19meds,aspirin
40009881,370055,aspirin Extended Release Oral Tablet [Sloprin],c19meds,aspirin
42901652,1312718,aspirin 650 MG / caffeine 60 MG Oral Powder,c19meds,aspirin
42873711,1304215,aspirin 500 MG / caffeine 32.5 MG Oral Tablet [Bayer Headache Relief],c19meds,aspirin
36236253,1174684,Farbital Oral Product,c19meds,aspirin
36217797,1153532,aspirin / carisoprodol Pill,c19meds,aspirin
1113580,724547,aspirin 325 MG / oxycodone hydrochloride 4.5 MG / oxycodone terephthalate 0.38 MG Oral Tablet [Endodan],c19meds,aspirin
1360939,2174513,aspirin 10 MG/ML / brompheniramine maleate 0.04 MG/ML / dextromethorphan hydrobromide 0.2 MG/ML / phenylpropanolamine hydrochloride 0.4 MG/ML Oral Solution,c19meds,aspirin
36215899,1152520,acetiamine / aspirin Oral Product,c19meds,aspirin
37496866,2200744,aspirin 1.63 MG/ML / chlorpheniramine maleate 0.01 MG/ML / pseudoephedrine hydrochloride 0.15 MG/ML Oral Solution,c19meds,aspirin
36241025,1184835,Solprin Oral Liquid Product,c19meds,aspirin
45775632,1593112,acetaminophen 250 MG / aspirin 250 MG / diphenhydramine citrate 38 MG [Excedrin PM Triple Action],c19meds,aspirin
19135530,849318,aspirin 389 MG / caffeine 32 MG / propoxyphene hydrochloride 32 MG Oral Capsule,c19meds,aspirin
19123281,608696,aspirin 500 MG / caffeine 32 MG Oral Tablet [Anacin],c19meds,aspirin
19010805,108951,aspirin 75 MG Delayed Release Oral Tablet [postMI],c19meds,aspirin
19124733,647979,aspirin 360 MG / caffeine 75 MG / magnesium salicylate 60 MG Oral Tablet,c19meds,aspirin
1113581,724614,aspirin 325 MG / oxycodone hydrochloride 2.25 MG / oxycodone terephthalate 0.19 MG Oral Tablet,c19meds,aspirin
1113149,249285,ascorbic acid 200 MG / aspirin 500 MG Oral Tablet,c19meds,aspirin
44818322,1536840,aspirin 325 MG / chlorpheniramine maleate 2 MG / phenylephrine bitartrate 7.8 MG Effervescent Oral Tablet,c19meds,aspirin
40012608,434862,aspirin / phenylephrine Chewable Tablet,c19meds,aspirin
19028858,205281,aspirin 262.5 MG / caffeine 32.5 MG / salicylamide 30 MG Oral Tablet,c19meds,aspirin
40174530,904668,{30 (aspirin 81 MG Oral Tablet) / 30 (pravastatin sodium 40 MG Oral Tablet) } Pack,c19meds,aspirin
36211905,1153743,aspirin / methocarbamol Oral Product,c19meds,aspirin
1113114,243663,aspirin 65 MG Oral Tablet,c19meds,aspirin
40003496,369063,acetaminophen / aspirin / caffeine Oral Tablet [Excedrin],c19meds,aspirin
36217792,1153525,aspirin / caffeine Oral Product,c19meds,aspirin
36248523,1551558,Zee-Seltzer Antacid and Pain Reliever Oral Product,c19meds,aspirin
19072355,307765,aluminum hydroxide 75 MG / aspirin 325 MG / calcium carbonate 75 MG / magnesium hydroxide 75 MG Oral Tablet,c19meds,aspirin
40133213,637684,aspirin / isosorbide Extended Release Oral Capsule,c19meds,aspirin
36211912,1153750,aspirin / oxycodone Pill,c19meds,aspirin
40222007,994530,aspirin 385 MG / caffeine 30 MG / orphenadrine citrate 25 MG Oral Tablet [Norgesic],c19meds,aspirin
19107387,432387,aspirin 400 MG Oral Tablet,c19meds,aspirin
40135602,647676,aspirin Extended Release Oral Tablet [Bayer Aspirin],c19meds,aspirin
19040241,208985,aspirin 325 MG / carisoprodol 200 MG Oral Tablet [Soma Compound],c19meds,aspirin
36217795,1153530,aspirin / carisoprodol / codeine Pill,c19meds,aspirin
40010211,368473,aspirin Oral Tablet [Uni-Tren],c19meds,aspirin
1134735,211333,aspirin 325 MG / butalbital 50 MG / caffeine 40 MG Oral Tablet [Fiorinal],c19meds,aspirin
36238659,1187158,Valomag Pill,c19meds,aspirin
36213162,1154064,aspirin / ethoheptazine / meprobamate Oral Product,c19meds,aspirin
19107581,432725,aspirin 325 MG / caffeine 25 MG Oral Tablet,c19meds,aspirin
1113573,637542,aspirin 325 MG / oxycodone hydrochloride 4.5 MG / oxycodone terephthalate 0.38 MG Oral Tablet [Percodan],c19meds,aspirin
19062856,250476,aspirin 300 MG Extended Release Oral Tablet,c19meds,aspirin
19022593,637541,aspirin 325 MG / oxycodone hydrochloride 4.5 MG / oxycodone terephthalate 0.38 MG [Percodan],c19meds,aspirin
42873369,1302797,acetaminophen 250 MG / aspirin 250 MG / caffeine 65 MG [Bayer Migraine],c19meds,aspirin
1112835,197429,aspirin 650 MG / butalbital 50 MG Oral Tablet,c19meds,aspirin
36241026,1184836,Solprin Oral Product,c19meds,aspirin
36221462,1165847,1/2 Halfprin Oral Product,c19meds,aspirin
1134839,247867,aspirin 325 MG / caffeine 4 MG Oral Tablet,c19meds,aspirin
44818313,1536680,aspirin 325 MG / citric acid 1000 MG / sodium bicarbonate 1916 MG Effervescent Oral Tablet [Alka-Seltzer],c19meds,aspirin
36213961,1154266,acetaminophen / aspirin Pill,c19meds,aspirin
1113578,685767,aspirin 1.63 MG/ML,c19meds,aspirin
36234178,1172157,Aspergum Oral Product,c19meds,aspirin
40012617,374494,aspirin / pseudoephedrine Oral Tablet,c19meds,aspirin
37002724,2393782,aspirin Oral Spray Product,c19meds,aspirin
36249603,1794587,aspirin / citric acid / sodium bicarbonate Powder for Oral Solution,c19meds,aspirin
36239112,1184155,Rid-A-Pain Pill,c19meds,aspirin
19103352,410204,aspirin 285 MG / caffeine 50 MG Oral Capsule,c19meds,aspirin
36230534,1179446,Pamprin Max Formula Oral Product,c19meds,aspirin
1112807,1191,aspirin,c19meds,aspirin
36231094,1176320,Azdone Oral Product,c19meds,aspirin
36248611,1593115,Excedrin PM Triple Action Pill,c19meds,aspirin
42708622,1247402,aspirin 845 MG / caffeine 65 MG Oral Powder [BC Original Formula],c19meds,aspirin
19125517,688213,aspirin 2.5 MG/ML,c19meds,aspirin
19078591,828599,aspirin 389 MG / caffeine 32.4 MG / propoxyphene hydrochloride 65 MG [Propoxyphene Compound 65],c19meds,aspirin
36236008,1169828,Gennin-FC Pill,c19meds,aspirin
36217791,1153523,aspirin / caffeine / salicylamide Pill,c19meds,aspirin
19001044,102599,aspirin 324 MG Delayed Release Oral Tablet [Caprin],c19meds,aspirin
36239179,1184240,Sloprin Pill,c19meds,aspirin
36217811,1153548,aspirin / chlorpheniramine Oral Product,c19meds,aspirin
19001043,102598,aspirin 600 MG Oral Tablet [Paynocil],c19meds,aspirin
19069633,571776,aspirin 325 MG / butalbital 50 MG / caffeine 40 MG [Idenal],c19meds,aspirin
40231971,1050241,aspirin 325 MG Oral Powder,c19meds,aspirin
36230507,1177847,Talwin Compound Oral Product,c19meds,aspirin
36211921,1153759,aspirin / phenylephrine Oral Product,c19meds,aspirin
36240029,1182928,Paynocil Pill,c19meds,aspirin
19021575,199335,aspirin 100 MG Delayed Release Oral Tablet,c19meds,aspirin
19102522,403924,aspirin 81 MG Delayed Release Oral Capsule,c19meds,aspirin
19015995,152575,aspirin 75 MG Delayed Release Oral Tablet [Caprin],c19meds,aspirin
40012587,437775,aspirin / lithium / quinine Oral Tablet,c19meds,aspirin
19066057,259081,12 HR aspirin 25 MG / dipyridamole 200 MG Extended Release Oral Capsule,c19meds,aspirin
36218231,1166440,Entercote Pill,c19meds,aspirin
36211887,1153723,aspirin / dextromethorphan / doxylamine / phenylephrine Oral Product,c19meds,aspirin
40009869,369825,aspirin Delayed Release Oral Tablet [Genacote],c19meds,aspirin
40012582,369019,aspirin / hydrocodone Oral Tablet [Damason-P],c19meds,aspirin
19125577,692836,acetaminophen 325 MG / aspirin 500 MG / caffeine 65 MG Oral Powder,c19meds,aspirin
44506588,1438297,acetaminophen 250 MG / aspirin 250 MG / caffeine 65 MG Oral Tablet [Uricalm Intensive],c19meds,aspirin
1113120,245993,aspirin 300 MG / methylprednisolone 1.5 MG Oral Tablet,c19meds,aspirin
36248204,1722687,aspirin / calcium carbonate Pill,c19meds,aspirin
40162559,857389,acetaminophen 150 MG / aspirin 230 MG / caffeine 30 MG / hydrocodone bitartrate 5 MG Oral Tablet,c19meds,aspirin
1113240,315411,aspirin 125 MG,c19meds,aspirin
36211928,1153766,aspirin / promethazine / pseudoephedrine Oral Product,c19meds,aspirin
19010175,108382,aspirin 500 MG Extended Release Oral Tablet [Anadin All-Night],c19meds,aspirin
19066727,572219,aspirin 500 MG [Genacote],c19meds,aspirin
19042982,572393,aspirin 325 MG [Ecotrin],c19meds,aspirin
40140561,724443,aspirin Oral Tablet [Anacin Aspirin Regimen],c19meds,aspirin
1112961,211833,aspirin 81 MG Delayed Release Oral Tablet [Ascriptin Enteric],c19meds,aspirin
36217399,1153220,aspirin / brompheniramine / dextromethorphan / phenylpropanolamine Oral Product,c19meds,aspirin
19063337,724546,aspirin 325 MG / oxycodone hydrochloride 4.5 MG / oxycodone terephthalate 0.38 MG [Endodan],c19meds,aspirin
40012629,374753,aspirin / butalbital / caffeine Oral Capsule,c19meds,aspirin
