concept_id,concept_name,concept_code,vocabulary_id,ingredient,pcornet_vocabulary_id
43806171,1 ML Propofol 10 MG/ML Injectable Suspension,OMOP736434,RxNorm Extension,propofol,RX
43808293,15 ML Propofol 10 MG/ML Injectable Suspension Box of 5 by Fresenius,OMOP791042,RxNorm Extension,propofol,RX
43808294,15 ML Propofol 10 MG/ML Injectable Suspension Box of 10,OMOP791044,RxNorm Extension,propofol,RX
43808663,20 ML Propofol 10 MG/ML Injectable Suspension [Propofol-Lipuro] by B.Braun,OMOP797752,RxNorm Extension,propofol,RX
43808664,20 ML Propofol 10 MG/ML Injectable Suspension [Propofol-Lipuro] Box of 10,OMOP797754,RxNorm Extension,propofol,RX
43808665,20 ML Propofol 10 MG/ML Injectable Suspension [Propofol Claris] by Claris,OMOP797781,RxNorm Extension,propofol,RX
43808667,20 ML Propofol 10 MG/ML Injection [Disoprivan],OMOP797804,RxNorm Extension,propofol,RX
43809641,50 ML Propofol 20 MG/ML Injectable Suspension by Fresenius,OMOP816107,RxNorm Extension,propofol,RX
43809642,50 ML Propofol 20 MG/ML Injectable Suspension Box of 15 by Fresenius,OMOP816112,RxNorm Extension,propofol,RX
43809643,50 ML Propofol 20 MG/ML Injectable Suspension [Propofol Claris] by Claris,OMOP816124,RxNorm Extension,propofol,RX
43820939,Propofol 10 MG/ML Injection [Disoprivan],OMOP671962,RxNorm Extension,propofol,RX
43820940,Propofol 10 MG/ML Injection [Disoprivan] Box of 5,OMOP671964,RxNorm Extension,propofol,RX
43820941,Propofol 20 MG/ML Injectable Suspension [Propofol Claris],OMOP671978,RxNorm Extension,propofol,RX
43824331,1 ML Propofol 20 MG/ML Injectable Suspension [Propofol-Ratiopharm Mct] by Ratiopharm,OMOP736468,RxNorm Extension,propofol,RX
43826704,20 ML Propofol 10 MG/ML Injectable Suspension [Propofol-Ratiopharm Mct] Box of 5 by Ratiopharm,OMOP797768,RxNorm Extension,propofol,RX
43826705,20 ML Propofol 10 MG/ML Injectable Suspension [Propofol-Ratiopharm Mct] Box of 10 by Ratiopharm,OMOP797770,RxNorm Extension,propofol,RX
43826706,20 ML Propofol 10 MG/ML Injection [Disoprivan] by Astrazeneca,OMOP797805,RxNorm Extension,propofol,RX
43826707,20 ML Propofol 20 MG/ML Injectable Suspension Box of 5 by Fresenius,OMOP797811,RxNorm Extension,propofol,RX
43827689,50 ML Propofol 10 MG/ML Injectable Suspension [Propofol Hexal] by Hexal,OMOP816087,RxNorm Extension,propofol,RX
43827690,50 ML Propofol 10 MG/ML Injectable Suspension [Propofol Hexal] Box of 5,OMOP816088,RxNorm Extension,propofol,RX
43827691,50 ML Propofol 10 MG/ML Injectable Suspension [Propofol Claris],OMOP816093,RxNorm Extension,propofol,RX
43827692,50 ML Propofol 20 MG/ML Injectable Suspension [Propofol-Lipuro] by B.Braun,OMOP816113,RxNorm Extension,propofol,RX
43827693,50 ML Propofol 20 MG/ML Injectable Suspension [Propofol Hexal],OMOP816118,RxNorm Extension,propofol,RX
43829658,100 ML Propofol 10 MG/ML Injectable Suspension [Propofol Hospira],OMOP840274,RxNorm Extension,propofol,RX
43829659,100 ML Propofol 10 MG/ML Injectable Suspension [Propofol-Ratiopharm Mct] by Ratiopharm,OMOP840284,RxNorm Extension,propofol,RX
43829660,100 ML Propofol 10 MG/ML Injectable Suspension [Propofol Claris] by Claris,OMOP840293,RxNorm Extension,propofol,RX
43838968,Propofol 10 MG/ML Injectable Suspension [Propofol-Ratiopharm Mct],OMOP671942,RxNorm Extension,propofol,RX
43842401,1 ML Propofol 20 MG/ML Injectable Suspension by Fresenius,OMOP736464,RxNorm Extension,propofol,RX
43842402,1 ML Propofol 20 MG/ML Injectable Suspension [Propofol Hexal],OMOP736469,RxNorm Extension,propofol,RX
43842403,1 ML Propofol 20 MG/ML Injectable Suspension [Propofol Claris] by Claris,OMOP736473,RxNorm Extension,propofol,RX
43844819,20 ML Propofol 10 MG/ML Injectable Suspension [Propofol Hospira],OMOP797756,RxNorm Extension,propofol,RX
43844820,20 ML Propofol 10 MG/ML Injectable Suspension [Propofol Corden],OMOP797776,RxNorm Extension,propofol,RX
43845769,50 ML Propofol 10 MG/ML Injectable Suspension [Propofol Hospira],OMOP816073,RxNorm Extension,propofol,RX
43845770,50 ML Propofol 10 MG/ML Injectable Suspension [Propofol Hospira] by Hospira,OMOP816074,RxNorm Extension,propofol,RX
43845771,50 ML Propofol 10 MG/ML Injectable Suspension [Propofol Hospira] Box of 20,OMOP816079,RxNorm Extension,propofol,RX
43845772,50 ML Propofol 10 MG/ML Injectable Suspension [Propofol-Ratiopharm Mct] by Ratiopharm,OMOP816083,RxNorm Extension,propofol,RX
43845773,50 ML Propofol 20 MG/ML Injectable Suspension Box of 15,OMOP816110,RxNorm Extension,propofol,RX
43847730,100 ML Propofol 10 MG/ML Injectable Suspension [Propofol Hospira] Box of 10 by Hospira,OMOP840280,RxNorm Extension,propofol,RX
43847731,100 ML Propofol 10 MG/ML Injectable Suspension [Propofol Claris] Box of 10,OMOP840294,RxNorm Extension,propofol,RX
43857032,Propofol 10 MG/ML Injectable Suspension [Propofol Hexal],OMOP671945,RxNorm Extension,propofol,RX
43857033,Propofol 10 MG/ML Injectable Suspension [Propofol Hexal] Box of 5,OMOP671946,RxNorm Extension,propofol,RX
43857034,Propofol 10 MG/ML Injectable Suspension [Propofol Claris] Box of 5,OMOP671951,RxNorm Extension,propofol,RX
43860583,1 ML Propofol 20 MG/ML Injection [Disoprivan],OMOP736481,RxNorm Extension,propofol,RX
43863019,20 ML Propofol 10 MG/ML Injectable Suspension [Propofol Hexal],OMOP797771,RxNorm Extension,propofol,RX
43863020,20 ML Propofol 10 MG/ML Injectable Suspension [Propofol Claris],OMOP797780,RxNorm Extension,propofol,RX
43863985,50 ML Propofol 10 MG/ML Injectable Suspension by Fresenius,OMOP816063,RxNorm Extension,propofol,RX
43863986,50 ML Propofol 10 MG/ML Injectable Suspension Box of 2,OMOP816064,RxNorm Extension,propofol,RX
43863987,50 ML Propofol 10 MG/ML Injectable Suspension [Propofol Hexal] Box of 5 by Hexal,OMOP816089,RxNorm Extension,propofol,RX
43863991,50 ML Propofol 10 MG/ML Injection [Disoprivan] by Astrazeneca,OMOP816105,RxNorm Extension,propofol,RX
43866010,100 ML Propofol 10 MG/ML Injectable Suspension [Propofol-Ratiopharm Mct],OMOP840283,RxNorm Extension,propofol,RX
43866011,100 ML Propofol 20 MG/ML Injectable Suspension Box of 10 by Fresenius,OMOP840300,RxNorm Extension,propofol,RX
44033978,Propofol 10 MG/ML Injectable Suspension [Act Propofol],OMOP1028609,RxNorm Extension,propofol,RX
44036440,Propofol 0.01 MG/ML Injectable Suspension by Fresenius,OMOP1031071,RxNorm Extension,propofol,RX
44043754,Propofol Injectable Suspension [Diprivan Eml],OMOP1038385,RxNorm Extension,propofol,RX
44043755,Propofol Injectable Suspension [Act Propofol],OMOP1038386,RxNorm Extension,propofol,RX
44046990,Propofol 10 MG/ML Injectable Suspension [Pms-Propofol],OMOP1041621,RxNorm Extension,propofol,RX
44071160,Propofol 0.01 MG/ML Injectable Suspension,OMOP1065791,RxNorm Extension,propofol,RX
44075295,Propofol 10 MG/ML Injectable Suspension [Pms-Propofol] by Pharmascience,OMOP1069926,RxNorm Extension,propofol,RX
44075296,Propofol 10 MG/ML Injectable Suspension [Act Propofol] by Actavis,OMOP1069927,RxNorm Extension,propofol,RX
44085720,Propofol 0.01 MG/ML Injectable Suspension [Diprivan Eml],OMOP1080351,RxNorm Extension,propofol,RX
44088178,Propofol 10 MG/ML Injectable Suspension by Novopharm,OMOP1082809,RxNorm Extension,propofol,RX
44088179,Propofol 10 MG/ML Injectable Suspension by Hospira,OMOP1082810,RxNorm Extension,propofol,RX
44095425,Propofol Injectable Suspension [Pms-Propofol],OMOP1090056,RxNorm Extension,propofol,RX
44127162,Propofol 0.01 MG/ML Injectable Suspension [Diprivan Eml] by Astrazeneca,OMOP1121793,RxNorm Extension,propofol,RX
45892747,propofol Injectable Suspension [Rapinovet],1598997,RxNorm,propofol,RX
45892748,propofol 10 MG/ML Injectable Suspension [Rapinovet],1598999,RxNorm,propofol,RX
19050511,20 ML etomidate 2 MG/ML Prefilled Syringe,727531,RxNorm,etomidate,RX
19050512,20 ML etomidate 2 MG/ML Prefilled Syringe [Amidate],727533,RxNorm,etomidate,RX
21029102,10 ML Etomidate 2 MG/ML Prefilled Syringe Box of 10,OMOP310553,RxNorm Extension,etomidate,RX
21038930,10 ML Etomidate 2 MG/ML Prefilled Syringe [Hypnomidate] Box of 5 by Janssen,OMOP310552,RxNorm Extension,etomidate,RX
21044243,Etomidate 2 MG/ML Prefilled Syringe Box of 5,OMOP390838,RxNorm Extension,etomidate,RX
21054015,Etomidate Prefilled Syringe [Hypnomidate],OMOP390834,RxNorm Extension,etomidate,RX
21063883,Etomidate 2 MG/ML Prefilled Syringe Box of 10,OMOP390842,RxNorm Extension,etomidate,RX
21063884,Etomidate 2 MG/ML Prefilled Syringe [Etomidat Lipuro],OMOP390843,RxNorm Extension,etomidate,RX
21068433,10 ML Etomidate 2 MG/ML Prefilled Syringe [Etomidat Lipuro] by B.Braun,OMOP310555,RxNorm Extension,etomidate,RX
21093251,Etomidate 2 MG/ML Prefilled Syringe [Hypnomidate],OMOP390840,RxNorm Extension,etomidate,RX
21097788,10 ML Etomidate 2 MG/ML Prefilled Syringe [Etomidat Lipuro],OMOP310554,RxNorm Extension,etomidate,RX
21103139,Etomidate Prefilled Syringe [Etomidat Lipuro],OMOP390835,RxNorm Extension,etomidate,RX
21107649,10 ML Etomidate 2 MG/ML Prefilled Syringe [Hypnomidate] Box of 5,OMOP310551,RxNorm Extension,etomidate,RX
21107650,10 ML Etomidate 2 MG/ML Prefilled Syringe [Etomidat Lipuro] Box of 10,OMOP310556,RxNorm Extension,etomidate,RX
21112995,Etomidate 2 MG/ML Prefilled Syringe [Hypnomidate] Box of 5,OMOP390841,RxNorm Extension,etomidate,RX
21117393,10 ML Etomidate 2 MG/ML Prefilled Syringe Box of 5,OMOP310547,RxNorm Extension,etomidate,RX
21127129,10 ML Etomidate 2 MG/ML Prefilled Syringe [Hypnomidate] by Janssen,OMOP310550,RxNorm Extension,etomidate,RX
21142356,Etomidate 2 MG/ML Prefilled Syringe [Etomidat Lipuro] Box of 10,OMOP390844,RxNorm Extension,etomidate,RX
21146866,10 ML Etomidate 2 MG/ML Prefilled Syringe [Hypnomidate],OMOP310549,RxNorm Extension,etomidate,RX
21166599,10 ML Etomidate 2 MG/ML Prefilled Syringe [Etomidat Lipuro] Box of 10 by B.Braun,OMOP310557,RxNorm Extension,etomidate,RX
36227566,etomidate Injectable Product,1157926,RxNorm,etomidate,RX
36236092,Amidate Injectable Product,1171391,RxNorm,etomidate,RX
36260453,Etomidate 2 MG/ML Injection [Hypnomidate],OMOP3111328,RxNorm Extension,etomidate,RX
36263016,Etomidate 2 MG/ML Injection [Hypnomidate] Box of 50,OMOP3113891,RxNorm Extension,etomidate,RX
36264831,Etomidate 2 MG/ML Injection Box of 50,OMOP3115706,RxNorm Extension,etomidate,RX
36274743,Etomidate Injection [Hypnomidate],OMOP3125618,RxNorm Extension,etomidate,RX
36279468,10 ML Etomidate 2 MG/ML Injection [Hypnomidate] Box of 50,OMOP3130343,RxNorm Extension,etomidate,RX
36279566,10 ML Etomidate 2 MG/ML Injection [Hypnomidate] Box of 50 by Janssen,OMOP3130441,RxNorm Extension,etomidate,RX
36279693,10 ML Etomidate 2 MG/ML Injection [Hypnomidate],OMOP3130568,RxNorm Extension,etomidate,RX
36279805,10 ML Etomidate 2 MG/ML Injection Box of 50,OMOP3130680,RxNorm Extension,etomidate,RX
36780241,10 ML Etomidate 2 MG/ML Injection [Hypnomidate] Box of 50 by Janssen,OMOP4768544,RxNorm Extension,etomidate,RX
36780242,10 ML Etomidate 2 MG/ML Injection [Hypnomidate] Box of 50,OMOP4768545,RxNorm Extension,etomidate,RX
36780243,10 ML Etomidate 2 MG/ML Injection [Hypnomidate],OMOP4768546,RxNorm Extension,etomidate,RX
36787540,Etomidate 2 MG/ML Injection [Hypnomidate] Box of 50,OMOP4775805,RxNorm Extension,etomidate,RX
36787541,Etomidate 2 MG/ML Injection [Hypnomidate],OMOP4775806,RxNorm Extension,etomidate,RX
36787542,Etomidate Injection [Hypnomidate],OMOP4775807,RxNorm Extension,etomidate,RX
36892720,Etomidate 2 MG/ML Injection Box of 10,OMOP1004133,RxNorm Extension,etomidate,RX
36895550,10 ML Etomidate 2 MG/ML Injection Box of 10,OMOP1002169,RxNorm Extension,etomidate,RX
40141760,etomidate Prefilled Syringe,727530,RxNorm,etomidate,RX
40141761,etomidate Prefilled Syringe [Amidate],727532,RxNorm,etomidate,RX
42479844,10 ML Etomidate 2 MG/ML Prefilled Syringe,OMOP417218,RxNorm Extension,etomidate,RX
42683778,10 ML Etomidate 2 MG/ML Injection [Hypnomidate] Box of 50 by Piramal,OMOP4912761,RxNorm Extension,etomidate,RX
42902941,etomidate 2 MG/ML Prefilled Syringe [Amidate],1360054,RxNorm,etomidate,RX
42903350,etomidate 2 MG/ML Prefilled Syringe,1360463,RxNorm,etomidate,RX
43609943,10 ML Etomidate 2 MG/ML Injection [Etomidat Lipuro],OMOP780874,RxNorm Extension,etomidate,RX
43609944,10 ML Etomidate 2 MG/ML Injection [Etomidat Lipuro] by B.Braun,OMOP780875,RxNorm Extension,etomidate,RX
43609945,10 ML Etomidate 2 MG/ML Injection [Etomidat Lipuro] Box of 10,OMOP780876,RxNorm Extension,etomidate,RX
43656344,Etomidate 2 MG/ML Injection [Etomidat Lipuro],OMOP929669,RxNorm Extension,etomidate,RX
43656345,Etomidate 2 MG/ML Injection [Etomidat Lipuro] Box of 10,OMOP929670,RxNorm Extension,etomidate,RX
43674474,Etomidate Injection [Etomidat Lipuro],OMOP929661,RxNorm Extension,etomidate,RX
43700163,10 ML Etomidate 2 MG/ML Injection [Etomidat Lipuro] Box of 10 by B.Braun,OMOP780877,RxNorm Extension,etomidate,RX
46234127,etomidate Injection,1653759,RxNorm,etomidate,RX
46234133,etomidate Injection [Amidate],1653769,RxNorm,etomidate,RX
46234148,10 ML etomidate 2 MG/ML Injection,1654006,RxNorm,etomidate,RX
46234149,etomidate 2 MG/ML Injection,1654007,RxNorm,etomidate,RX
46234150,20 ML etomidate 2 MG/ML Injection,1654008,RxNorm,etomidate,RX
46234151,10 ML etomidate 2 MG/ML Injection [Amidate],1654009,RxNorm,etomidate,RX
46234152,etomidate 2 MG/ML Injection [Amidate],1654010,RxNorm,etomidate,RX
46234153,20 ML etomidate 2 MG/ML Injection [Amidate],1654011,RxNorm,etomidate,RX
587097,Ketamine 57.8 MG/ML Injectable Solution [Ketamin Inresa] Box of 5,OMOP3135824,RxNorm Extension,ketamine,RX
587372,Ketamine 57.5 MG/ML Injectable Solution [Ketamin Inresa] Box of 100,OMOP3136469,RxNorm Extension,ketamine,RX
587881,Ketamine 57.8 MG/ML Injectable Solution [Ketamin Inresa],OMOP3138380,RxNorm Extension,ketamine,RX
587999,Ketamine 57.9 MG/ML Injectable Solution [Ketamin Inresa] Box of 10,OMOP3137809,RxNorm Extension,ketamine,RX
588170,Ketamine 57.9 MG/ML Injectable Solution [Ketamin Inresa],OMOP3135282,RxNorm Extension,ketamine,RX
588223,Ketamine 57.8 MG/ML Injectable Solution [Ketamin Inresa] Box of 50,OMOP3136854,RxNorm Extension,ketamine,RX
589229,Ketamine 50 MG/ML Injectable Solution by Sandoz,OMOP3135912,RxNorm Extension,ketamine,RX
590151,Ketamine 57.9 MG/ML Injectable Solution [Ketamin Inresa] Box of 100,OMOP3136121,RxNorm Extension,ketamine,RX
2026758,20 ML ketamine 10 MG/ML Injectable Solution [KETOMIN] by Daihan,OMOP4925407,RxNorm Extension,ketamine,RX
2026759,20 ML ketamine 10 MG/ML Injectable Solution [KEIRAN],OMOP4925408,RxNorm Extension,ketamine,RX
2026760,20 ML ketamine 10 MG/ML Injectable Solution [KEIRAN] by Korea United Pharm,OMOP4925409,RxNorm Extension,ketamine,RX
2027253,10 ML ketamine 50 MG/ML Injectable Solution by Huons,OMOP4925960,RxNorm Extension,ketamine,RX
2027254,10 ML ketamine 50 MG/ML Injectable Solution [MOTORIN],OMOP4925961,RxNorm Extension,ketamine,RX
2027255,10 ML ketamine 50 MG/ML Injectable Solution [MOTORIN] by Myungmoon,OMOP4925962,RxNorm Extension,ketamine,RX
2027256,10 ML ketamine 10 MG/ML Injectable Solution [KETOMIN],OMOP4925963,RxNorm Extension,ketamine,RX
2027257,10 ML ketamine 10 MG/ML Injectable Solution [KETOMIN] by Daihan,OMOP4925964,RxNorm Extension,ketamine,RX
2028135,5 ML ketamine 50 MG/ML Injectable Solution by Huons,OMOP4926878,RxNorm Extension,ketamine,RX
2029481,2 ML ketamine 50 MG/ML Injectable Solution by Huons,OMOP4928222,RxNorm Extension,ketamine,RX
2050230,ketamine 50 MG/ML Injectable Solution [MOTORIN],OMOP4950678,RxNorm Extension,ketamine,RX
2050232,ketamine 10 MG/ML Injectable Solution [KEIRAN],OMOP4950680,RxNorm Extension,ketamine,RX
2050234,ketamine Injectable Solution [KEIRAN],OMOP4950682,RxNorm Extension,ketamine,RX
2050235,ketamine Injectable Solution [MOTORIN],OMOP4950683,RxNorm Extension,ketamine,RX
19034044,ketamine 10 MG/ML Injectable Solution [Ketalar],206967,RxNorm,ketamine,RX
19034047,ketamine 100 MG/ML Injectable Solution [Ketalar],206970,RxNorm,ketamine,RX
19034049,ketamine 50 MG/ML Injectable Solution [Ketalar],206972,RxNorm,ketamine,RX
19057195,ketamine 10 MG/ML Injectable Solution,238082,RxNorm,ketamine,RX
19057196,ketamine 100 MG/ML Injectable Solution,238083,RxNorm,ketamine,RX
19057197,ketamine 50 MG/ML Injectable Solution,238084,RxNorm,ketamine,RX
19124185,ketamine 100 MG/ML Injectable Solution [Ketaflo],631201,RxNorm,ketamine,RX
19124188,ketamine 100 MG/ML Injectable Solution [Ketaved],631205,RxNorm,ketamine,RX
19124198,ketamine 100 MG/ML Injectable Solution [Keta-Thesia],631282,RxNorm,ketamine,RX
35150778,5 ML Ketamine 10 MG/ML Injectable Solution [Ketalar],OMOP4807826,RxNorm Extension,ketamine,RX
35750386,Ketamine 10 MG/ML Injectable Solution [Ketalar] Box of 1,OMOP2751847,RxNorm Extension,ketamine,RX
35762955,Ketamine 50 MG/ML Injectable Solution [Ketalar] Box of 1,OMOP2764416,RxNorm Extension,ketamine,RX
35762956,Ketamine 100 MG/ML Injectable Solution [Ketalar] Box of 1,OMOP2764417,RxNorm Extension,ketamine,RX
35766518,Ketamine 100 MG/ML Injectable Solution Box of 1,OMOP2767979,RxNorm Extension,ketamine,RX
35766519,Ketamine 25 MG/ML Injectable Solution Box of 1,OMOP2767980,RxNorm Extension,ketamine,RX
35778236,2 ML Ketamine 50 MG/ML Injectable Solution Box of 1,OMOP2779697,RxNorm Extension,ketamine,RX
35778237,2 ML Ketamine 25 MG/ML Injectable Solution Box of 1,OMOP2779698,RxNorm Extension,ketamine,RX
35780725,5 ML Ketamine 10 MG/ML Injectable Solution Box of 1,OMOP2782186,RxNorm Extension,ketamine,RX
35781493,10 ML Ketamine 100 MG/ML Injectable Solution,OMOP2782954,RxNorm Extension,ketamine,RX
35781521,10 ML Ketamine 100 MG/ML Injectable Solution [Ketalar],OMOP2782982,RxNorm Extension,ketamine,RX
35781604,10 ML Ketamine 50 MG/ML Injectable Solution by Hameln,OMOP2783065,RxNorm Extension,ketamine,RX
35781605,10 ML Ketamine 100 MG/ML Injectable Solution [Ketalar] Box of 1 by Pfizer,OMOP2783066,RxNorm Extension,ketamine,RX
35781606,10 ML Ketamine 100 MG/ML Injectable Solution [Ketalar] by Pfizer,OMOP2783067,RxNorm Extension,ketamine,RX
35781762,10 ML Ketamine 50 MG/ML Injectable Solution [Ketalar] Box of 1 by Pfizer,OMOP2783223,RxNorm Extension,ketamine,RX
35781815,10 ML Ketamine 50 MG/ML Injectable Solution [Ketalar],OMOP2783276,RxNorm Extension,ketamine,RX
35782207,10 ML Ketamine 50 MG/ML Injectable Solution [Ketalar] by Pfizer,OMOP2783668,RxNorm Extension,ketamine,RX
35782259,10 ML Ketamine 100 MG/ML Injectable Solution [Ketalar] Box of 1,OMOP2783720,RxNorm Extension,ketamine,RX
35782394,10 ML Ketamine 100 MG/ML Injectable Solution Box of 1,OMOP2783855,RxNorm Extension,ketamine,RX
35782502,10 ML Ketamine 50 MG/ML Injectable Solution Box of 10 by Hameln,OMOP2783963,RxNorm Extension,ketamine,RX
35782580,10 ML Ketamine 50 MG/ML Injectable Solution [Ketalar] Box of 1,OMOP2784041,RxNorm Extension,ketamine,RX
35782839,20 ML Ketamine 10 MG/ML Injectable Solution [Ketalar] Box of 1,OMOP2784300,RxNorm Extension,ketamine,RX
35782938,20 ML Ketamine 10 MG/ML Injectable Solution [Ketalar] Box of 1 by Pfizer,OMOP2784399,RxNorm Extension,ketamine,RX
35782939,20 ML Ketamine 10 MG/ML Injectable Solution [Ketalar] by Pfizer,OMOP2784400,RxNorm Extension,ketamine,RX
35783074,20 ML Ketamine 10 MG/ML Injectable Solution,OMOP2784535,RxNorm Extension,ketamine,RX
35783145,20 ML Ketamine 10 MG/ML Injectable Solution Box of 1,OMOP2784606,RxNorm Extension,ketamine,RX
35783212,20 ML Ketamine 10 MG/ML Injectable Solution [Ketalar],OMOP2784673,RxNorm Extension,ketamine,RX
36053463,10 ML ketamine 50 MG/ML Injectable Solution Box of 10 by Kent,OMOP4978632,RxNorm Extension,ketamine,RX
36053464,10 ML ketamine 50 MG/ML Injectable Solution by Kent,OMOP4978633,RxNorm Extension,ketamine,RX
36225133,ketamine Injectable Product,1160946,RxNorm,ketamine,RX
36234106,Keta-Thesia Injectable Product,1170701,RxNorm,ketamine,RX
36234107,Ketaflo Injectable Product,1170703,RxNorm,ketamine,RX
36234108,Ketalar Injectable Product,1170704,RxNorm,ketamine,RX
36234111,Ketaset Injectable Product,1170707,RxNorm,ketamine,RX
36234112,Ketaved Injectable Product,1170708,RxNorm,ketamine,RX
36240862,Vetalar Injectable Product,1188063,RxNorm,ketamine,RX
36243530,Ketathesia Injectable Product,1301258,RxNorm,ketamine,RX
36246232,Ketaject Injectable Product,1368273,RxNorm,ketamine,RX
36247488,Ketacine Injectable Product,1426156,RxNorm,ketamine,RX
36247749,Zetamine Injectable Product,1486683,RxNorm,ketamine,RX
36248931,Vetaket Injectable Product,1605772,RxNorm,ketamine,RX
36403589,Ketamine 5 MG/ML Injectable Solution Box of 1,OMOP3095631,RxNorm Extension,ketamine,RX
36403773,Ketamine 50 MG/ML Injectable Solution [Ketamin],OMOP3095815,RxNorm Extension,ketamine,RX
36403790,Ketamine 5 MG/ML Injectable Solution [Ketanest S] Box of 10,OMOP3095832,RxNorm Extension,ketamine,RX
36404231,Ketamine Injectable Solution [Ketamin],OMOP3096273,RxNorm Extension,ketamine,RX
36404395,Ketamine 5 MG/ML Injectable Solution Box of 10,OMOP3096437,RxNorm Extension,ketamine,RX
36407661,Ketamine 10 MG/ML Injectable Solution [Ketamin] Box of 10,OMOP3099703,RxNorm Extension,ketamine,RX
36408201,Ketamine 5 MG/ML Injectable Solution,OMOP3100243,RxNorm Extension,ketamine,RX
36408367,Ketamine 10 MG/ML Injectable Solution [Ketamin],OMOP3100409,RxNorm Extension,ketamine,RX
36408382,Ketamine 5 MG/ML Injectable Solution [Ketanest S],OMOP3100424,RxNorm Extension,ketamine,RX
36409161,Ketamine 50 MG/ML Injectable Solution [Ketamin] Box of 10,OMOP3101203,RxNorm Extension,ketamine,RX
36410134,2 ML Ketamine 50 MG/ML Injectable Solution [Ketamin] Box of 10,OMOP3102176,RxNorm Extension,ketamine,RX
36410215,2 ML Ketamine 50 MG/ML Injectable Solution [Ketamin],OMOP3102257,RxNorm Extension,ketamine,RX
36410389,5 ML Ketamine 10 MG/ML Injectable Solution [Ketamin] Box of 10,OMOP3102431,RxNorm Extension,ketamine,RX
36410390,5 ML Ketamine 5 MG/ML Injectable Solution [Ketanest S] Box of 10,OMOP3102432,RxNorm Extension,ketamine,RX
36410440,5 ML Ketamine 10 MG/ML Injectable Solution [Ketamin],OMOP3102482,RxNorm Extension,ketamine,RX
36410441,5 ML Ketamine 5 MG/ML Injectable Solution [Ketanest S],OMOP3102483,RxNorm Extension,ketamine,RX
36410465,5 ML Ketamine 5 MG/ML Injectable Solution,OMOP3102507,RxNorm Extension,ketamine,RX
36410491,5 ML Ketamine 5 MG/ML Injectable Solution Box of 1,OMOP3102533,RxNorm Extension,ketamine,RX
36410493,5 ML Ketamine 5 MG/ML Injectable Solution Box of 10,OMOP3102535,RxNorm Extension,ketamine,RX
36881003,Ketamine 57.7 MG/ML Injectable Solution,OMOP988334,RxNorm Extension,ketamine,RX
36883850,Ketamine 28.8 MG/ML Injectable Solution,OMOP1001554,RxNorm Extension,ketamine,RX
36887696,Ketamine 11.5 MG/ML Injectable Solution,OMOP1005609,RxNorm Extension,ketamine,RX
40054021,ketamine Injectable Solution,372528,RxNorm,ketamine,RX
40054022,ketamine Injectable Solution [Ketalar],362689,RxNorm,ketamine,RX
40132857,ketamine Injectable Solution [Keta-Thesia],631281,RxNorm,ketamine,RX
40132858,ketamine Injectable Solution [Ketaflo],631200,RxNorm,ketamine,RX
40132859,ketamine Injectable Solution [Ketaved],631204,RxNorm,ketamine,RX
40232664,ketamine 100 MG/ML Injectable Solution [Vetalar],1050098,RxNorm,ketamine,RX
40232666,ketamine Injectable Solution [Vetalar],1050097,RxNorm,ketamine,RX
40236291,ketamine 100 MG/ML Injectable Solution [Ketaset],1087926,RxNorm,ketamine,RX
40236293,ketamine Injectable Solution [Ketaset],1087925,RxNorm,ketamine,RX
40714902,10 ML Ketamine 50 MG/ML Injectable Solution Box of 10 by Panpharma,OMOP4742084,RxNorm Extension,ketamine,RX
40714903,10 ML Ketamine 50 MG/ML Injectable Solution by Panpharma,OMOP4742083,RxNorm Extension,ketamine,RX
40835574,Ketamine 57.7 MG/ML Injectable Solution Box of 100,OMOP2033536,RxNorm Extension,ketamine,RX
40844430,Ketamine 10 MG/ML Injectable Solution [Ketamin Ratiopharm],OMOP2042392,RxNorm Extension,ketamine,RX
40844431,Ketamine 57.7 MG/ML Injectable Solution [Ketamin Ratiopharm] Box of 5,OMOP2042393,RxNorm Extension,ketamine,RX
40866669,Ketamine 11.5 MG/ML Injectable Solution Box of 25,OMOP2064631,RxNorm Extension,ketamine,RX
40866670,Ketamine 11.5 MG/ML Injectable Solution Box of 200,OMOP2064632,RxNorm Extension,ketamine,RX
40866671,Ketamine 25 MG/ML Injectable Solution Box of 10,OMOP2064633,RxNorm Extension,ketamine,RX
40875639,Ketamine 10 MG/ML Injectable Solution [Velonarcon] Box of 5,OMOP2073601,RxNorm Extension,ketamine,RX
40875640,Ketamine 57.7 MG/ML Injectable Solution [Ketamin Hameln],OMOP2073602,RxNorm Extension,ketamine,RX
40875641,Ketamine 57.7 MG/ML Injectable Solution [Keta Hameln] Box of 10,OMOP2073603,RxNorm Extension,ketamine,RX
40906526,Ketamine 11.5 MG/ML Injectable Solution [Ketanest S] Box of 100,OMOP2104488,RxNorm Extension,ketamine,RX
40906527,Ketamine 57.7 MG/ML Injectable Solution [Ketamin Hameln] Box of 10,OMOP2104489,RxNorm Extension,ketamine,RX
40937886,Ketamine 57.7 MG/ML Injectable Solution [Ketamin Ratiopharm],OMOP2135848,RxNorm Extension,ketamine,RX
40960209,Ketamine 50 MG/ML Injectable Solution Box of 5,OMOP2158171,RxNorm Extension,ketamine,RX
40960210,Ketamine 11.5 MG/ML Injectable Solution Box of 50,OMOP2158172,RxNorm Extension,ketamine,RX
