concept_id,concept_name,vocabulary_id,codeset
35147116,OMOP4804188,Dopamine 20 MG/ML [Evetant],pressors
44075761,OMOP1070392,Milrinone 1 MG/ML Injection by TEVA,pressors
42966513,OMOP4692972,Dopamine 3.2 MG/ML / Glucose 50 MG/ML Injectable Solution,pressors
43040175,OMOP4855208,5 ML Dopamine 10 MG/ML Injectable Solution Box of 10 by Renaudin,pressors
36879551,OMOP1006962,Dobutamine 14 MG/ML,pressors
21146778,OMOP308829,5 ML Dopamine 40 MG/ML Injection by Alliance,pressors
40967810,OMOP2165772,Milrinone 1.42 MG/ML Injectable Solution [Milrinon Rotexmedica] Box of 10,pressors
44048956,OMOP1043587,Vasopressin (USP) 20 UNT/ML Nasal Solution by Ferring,pressors
35133820,OMOP4791026,Dopamine 3 MG/ML Prefilled Syringe,pressors
35137836,OMOP4795007,Dobutamine 1 MG/ML [Dobutrex],pressors
35154374,OMOP4811400,5 ML Dopamine 20 MG/ML Injectable Solution [Critpan],pressors
36895678,OMOP988899,20 ML Dobutamine 12.5 MG/ML Prefilled Syringe,pressors
43819777,OMOP959030,Dobutamine 5.6 MG/ML [Dobutamin Carino],pressors
21034043,OMOP385774,Dobutamine 12.5 MG/ML Injection Box of 1,pressors
36221162,1164730,milrinone Injectable Product,pressors
43608319,OMOP736405,1 ML Milrinone 1 MG/ML Injection [Unacor],pressors
36263103,OMOP3113978,Dobutamine 12.5 MG/ML Injection [Dobutamine EG] Box of 10,pressors
42918666,OMOP4645547,500 ML Dopamine 1.6 MG/ML / Glucose 50 MG/ML Injectable Solution [CJ DOPAMINE HCL PREMIX],pressors
43844268,OMOP785159,10 ML Milrinone 1 MG/ML Injectable Solution [Milrinon Hikma] by Hikma,pressors
36405917,OMOP3097959,Milrinone 0.6 MG/ML Injectable Solution,pressors
21170276,OMOP361504,Milrinone 1 MG/ML Prefilled Syringe Box of 10,pressors
43193655,OMOP481295,Dopamine 10 MG/ML Prefilled Syringe Box of 10,pressors
41065086,OMOP2263048,Dopamine 10 MG/ML Injectable Solution [Dopamin Ratiopharm],pressors
43783360,OMOP951209,Dopamine 20 MG/ML Injection Box of 20,pressors
43138641,OMOP481267,Dopamine 40 MG/ML [DOPAMINE AGUETTANT],pressors
2028378,OMOP4927129,5 ML dopamine 80 MG/ML Injectable Solution by Dongkook,pressors
40927060,OMOP2125022,Vasopressin (USP) 5 UNT/ML Injectable Solution Box of 10,pressors
41413605,OMOP2611567,1.8 ML Lidocaine 20 MG/ML / Norepinephrine 0.02 MG/ML / Vasopressin (USP) 0.45 UNT/ML Metered Dose Inhaler [Neo Lidocaton] Box of 50,pressors
43195141,OMOP494301,Dobutamine 12.5 MG/ML Prefilled Syringe [DOBUTAMINE MYLAN],pressors
35781073,OMOP2782534,5 ML Dobutamine 50 MG/ML Injectable Solution [Posiject] Box of 5,pressors
35140021,OMOP4797171,Dopamine 20 MG/ML Injectable Solution [Kakodin],pressors
21166583,OMOP310239,10 ML Milrinone 1 MG/ML Prefilled Syringe [Primacor] Box of 10,pressors
43585709,OMOP959022,Dobutamine 11.2 MG/ML Injectable Solution Box of 10,pressors
35156127,OMOP4813138,5 ML Dopamine 20 MG/ML Injectable Solution,pressors
42799057,1292731,5 ML dopamine hydrochloride 40 MG/ML Prefilled Syringe,pressors
40715095,OMOP4741895,10 ML Milrinone 1 MG/ML Injectable Solution [Primacor] Box of 10,pressors
43765163,OMOP951216,Dopamine 10 MG/ML [Dopamin Fresenius],pressors
35148678,OMOP4805740,Dopamine 20 MG/ML Injectable Solution [Yaelista],pressors
21026990,OMOP269855,Dopamine 40 MG/ML Prefilled Syringe Box of 1,pressors
35784320,OMOP2785781,50 ML Milrinone 1 MG/ML Injectable Solution,pressors
2062437,OMOP4963689,dopamine 10 MG/ML Injectable Solution [TROPIN],pressors
43801644,OMOP959028,Dobutamine 11.2 MG/ML Injectable Solution [Dobutamin Carino] Box of 10,pressors
41311895,OMOP2509857,Lidocaine 20 MG/ML / Norepinephrine 0.02 MG/ML / Vasopressin (USP) 0.25 UNT/ML Injectable Solution [Neo Lidocaton] Box of 100,pressors
43801643,OMOP959013,Dobutamine 5.6 MG/ML Injectable Solution [Dobutamin Hameln] Box of 10,pressors
43827631,OMOP814778,50 ML Dobutamine 11.2 MG/ML Injectable Solution [Dobutamin Liquid Fresenius] Box of 10,pressors
43826189,OMOP785160,10 ML Milrinone 1 MG/ML Injectable Solution [Milrinon Hikma] Box of 10,pressors
41221685,OMOP2419647,Dopamine 10 MG/ML Injectable Solution [Dopamin Ratiopharm] Box of 5,pressors
41359375,OMOP2557337,5 ML Dopamine 10 MG/ML Injectable Solution Box of 5,pressors
40742758,OMOP4714273,Milrinone 1 MG/ML Injectable Solution [Primacor] Box of 10,pressors
35782141,OMOP2783602,10 ML Dopamine 40 MG/ML Injectable Solution Box of 1 by UCB,pressors
43819774,OMOP958996,Dobutamine 0.528 MG/MG [Dobutamin-Ratiopharm],pressors
35149148,OMOP4806206,Dobutamine 100 MG Injectable Solution by Sawai Seiyaku,pressors
793740,1939322,5 ML milrinone lactate 1 MG/ML Injection,pressors
43693406,OMOP951233,Dopamine 5 MG/ML Injection [Dopamin Fresenius] Box of 10,pressors
42966527,OMOP4692986,Dopamine 40 MG/ML Injectable Solution [DOPAMINE HCI HUONS],pressors
42940588,OMOP4667238,Dobutamine 1 MG/ML / Glucose 50 MG/ML [DOBUTAMINE HCI PREMIX],pressors
1719039,1812170,40 ML dobutamine 12.5 MG/ML Injection,pressors
35780237,OMOP2781698,5 ML Dopamine 40 MG/ML Injectable Solution Box of 5 by Hospira,pressors
43041056,OMOP4856086,10 ML Milrinone 1 MG/ML Injectable Solution Box of 10 by Baxter,pressors
35138132,OMOP4795298,200 ML Dobutamine 3 MG/ML Injectable Solution,pressors
41426035,OMOP2623997,100 ML Dopamine 12 MG/ML Injectable Solution,pressors
42481304,OMOP417476,Milrinone Prefilled Syringe,pressors
43700347,OMOP785163,10 ML Milrinone 1 MG/ML Injectable Solution [Corotrop] by Sanofi,pressors
43218805,OMOP513593,5 ML Dopamine 40 MG/ML Prefilled Syringe [DOPAMINE MYLAN],pressors
43700938,OMOP797738,20 ML Milrinone 1 MG/ML Injection [Milrinon Stragen],pressors
40715094,OMOP4741896,10 ML Milrinone 1 MG/ML Injectable Solution [Primacor] Box of 10 by Sanofi,pressors
43693401,OMOP951212,Dopamine 20 MG/ML Injection [Dopamin Carino] Box of 5,pressors
43683798,OMOP814785,50 ML Dobutamine 11.2 MG/ML Injectable Solution [Dobutamin Carino] Box of 10,pressors
21176207,OMOP307737,5 ML Dobutamine 50 MG/ML Injection [Posiject] Box of 5,pressors
43193654,OMOP481285,Dopamine 5 MG/ML Prefilled Syringe [DOPAMINE MYLAN],pressors
36054973,OMOP4980283,20 ML dobutamine 12.5 MG/ML Injectable Solution by Hameln,pressors
43699170,OMOP760815,3 ML Dopamine 5 MG/ML Injection [Dopamin Carino] by Carinopharm,pressors
40999900,OMOP2197862,Lidocaine 20 MG/ML / Norepinephrine 0.02 MG/ML / Vasopressin (USP) 0.25 UNT/ML Injectable Solution [Neo Lidocaton],pressors
35867780,OMOP5024311,dobutamine 1 MG/ML Injectable Solution [Fenghaifen],pressors
41303266,OMOP2501228,Lidocaine 20 MG/ML / Norepinephrine 0.02 MG/ML / Vasopressin (USP) 0.45 UNT/ML Metered Dose Inhaler Box of 100,pressors
35133628,OMOP4790834,Dobutamine 100 MG Injectable Solution,pressors
43639877,OMOP959006,Dobutamine 14 MG/ML Injection [Dobutamin Hameln] Box of 50,pressors
35133754,OMOP4790960,2.5 ML Dopamine 20 MG/ML Injectable Solution by Teva Takeda,pressors
42628993,1791854,10 ML milrinone lactate 1 MG/ML Injection,pressors
35865885,OMOP5022746,milrinone Injectable Solution [Lunanlikang],pressors
43718596,OMOP796553,20 ML Dobutamine 14 MG/ML Injection [Dobutamin Hameln] Box of 20 by Hameln,pressors
43219289,OMOP518205,20 ML Dobutamine 12.5 MG/ML Prefilled Syringe [DOBUTAMINE MYLAN],pressors
43825431,OMOP768651,5 ML Dopamine 10 MG/ML Injection [Dopamin Carino] Box of 10,pressors
1507835,11149,vasopressin (USP),pressors
43141833,OMOP513599,5 ML Dopamine 40 MG/ML Prefilled Syringe [DOPAMINE RENAUDIN] Box of 100 by Renaudin,pressors
43855416,OMOP951224,Dopamine 10 MG/ML Injection [Dopamin Carino] Box of 5,pressors
37003623,2399907,100 ML vasopressin (USP) 0.4 UNT/ML Injection,pressors
41392179,OMOP2590141,50 ML Dobutamine 5.6 MG/ML Injectable Solution Box of 1,pressors
36411287,OMOP3103329,50 ML Dopamine 4 MG/ML Injectable Solution,pressors
35134611,OMOP4791813,200 ML Dopamine 1 MG/ML Injectable Solution,pressors
37003625,2399913,100 ML vasopressin (USP) 0.6 UNT/ML Injection,pressors
36786988,OMOP4775564,Milrinone Intravenous Solution,pressors
37003091,2399917,vasopressin (USP) 0.6 UNT/ML Injection [Vasostrict],pressors
41117505,OMOP2315467,Dobutamine 11.2 MG/ML Injectable Solution Box of 50,pressors
40940557,OMOP2138519,Dobutamine 0.1 MG/ML Injectable Solution [Dobutamin Hexal] Box of 1,pressors
41377641,OMOP2575603,20 ML Dobutamine 12.5 MG/ML Injectable Suspension [Dobutrex],pressors
41376732,OMOP2574694,20 ML Dobutamine 14 MG/ML Injectable Solution Box of 1,pressors
21066264,OMOP269862,Dopamine 160 MG/ML Injection Box of 10,pressors
35867777,OMOP5024308,dobutamine 2 MG/ML Injectable Solution,pressors
21138127,OMOP328403,250 ML Dopamine 1.6 MG/ML Prefilled Syringe Box of 1 by Abbott,pressors
35161838,OMOP4818802,50 ML Dopamine 1 MG/ML Prefilled Syringe [Inovan],pressors
42628987,1791838,milrinone lactate 0.2 MG/ML,pressors
42482747,OMOP419727,250 ML Dopamine 1.6 MG/ML Prefilled Syringe,pressors
40712106,OMOP4745032,100 ML Dobutamine 5 MG/ML Injectable Solution,pressors
36889781,OMOP991623,Dopamine 40 MG/ML Prefilled Syringe Box of 50,pressors
41061325,OMOP2259287,Milrinone 1.42 MG/ML Injectable Solution [Milrinon Carino] Box of 10,pressors
41457309,OMOP2655271,2 ML Lidocaine 20 MG/ML / Norepinephrine 0.02 MG/ML / Vasopressin (USP) 0.25 UNT/ML Injectable Solution,pressors
36808915,OMOP4822954,10 ML Milrinone 1 MG/ML Injection [Primacor] by Sanofi,pressors
35129469,OMOP4786736,Dobutamine 3 MG/ML Injectable Solution,pressors
21097768,OMOP310236,10 ML Milrinone 1 MG/ML Prefilled Syringe Box of 10,pressors
41370481,OMOP2568443,10 ML Dopamine 20 MG/ML Injectable Solution,pressors
40929934,OMOP2127896,Dobutamine 250 MG Injectable Suspension,pressors
43279898,OMOP553970,Dobutamine 250 MG Injection [Dobutrex],pressors
21118492,OMOP328402,250 ML Dopamine 1.6 MG/ML Prefilled Syringe Box of 1,pressors
43629741,OMOP814772,50 ML Dobutamine 5.6 MG/ML Injectable Solution [Dobutamin Hameln] Box of 50 by Hameln,pressors
40829284,OMOP2027246,Dobutamine 14 MG/ML [Dobutrex],pressors
35146588,OMOP4803665,Dopamine 20 MG/ML Injectable Solution [Dominin],pressors
41127952,OMOP2325914,Dobutamine 5 MG/ML Injectable Solution [Dobutamin Hameln] Box of 10,pressors
35783183,OMOP2784644,20 ML Dobutamine 12.5 MG/ML Injectable Suspension by Wockhardt,pressors
21102870,OMOP385775,Dobutamine 12.5 MG/ML Injection Box of 5,pressors
2028397,OMOP4927148,5 ML dobutamine 50 MG/ML Injectable Solution by Hana,pressors
43657528,OMOP951206,Dopamine 20 MG/ML Injection Box of 2,pressors
43040981,OMOP4856011,10 ML Dopamine 5 MG/ML Injectable Solution Box of 10 by Renaudin,pressors
2025269,OMOP4923855,250 ML dopamine 1 MG/ML / glucose 50 MG/ML Injectable Solution by JW,pressors
43621731,OMOP959031,Dobutamine 5.6 MG/ML Injectable Solution Box of 2,pressors
40747699,OMOP4709605,Dopamine 1.2 MG/ML Injectable Solution Box of 19,pressors
2025274,OMOP4923860,250 ML dobutamine 4 MG/ML / glucose 50 MG/ML Injectable Solution,pressors
44089473,OMOP1084104,Dobutamine 12.5 MG/ML Injection [Dobutrex] by Pharmaceutical Partners,pressors
43585708,OMOP959001,Dobutamine 14 MG/ML Injection Box of 20,pressors
41438027,OMOP2635989,250 ML Dopamine 3.2 MG/ML Injectable Solution [Dopamin Premix] Box of 12,pressors
43694996,OMOP671730,Milrinone 1 MG/ML Injection [Milrinon Stragen] Box of 10,pressors
1337860,3628,dopamine,pressors
21136910,OMOP308826,5 ML Dopamine 40 MG/ML Prefilled Syringe Box of 1,pressors
2025266,OMOP4923852,250 ML dopamine 1.6 MG/ML / glucose 50 MG/ML Injectable Solution,pressors
43603337,OMOP951232,Dopamine 5 MG/ML Injection [Dopamin Fresenius],pressors
42966511,OMOP4692970,Dopamine 0.8 MG/ML / Glucose 50 MG/ML Injectable Solution [CJ DOPAMINE HCL PREMIX],pressors
2062431,OMOP4963683,dopamine 160 MG/ML Prefilled Syringe,pressors
41359871,OMOP2557833,5 ML Dopamine 40 MG/ML Injectable Solution,pressors
35137190,OMOP4794366,Dopamine Injectable Solution [Dominin],pressors
2062428,OMOP4963680,dopamine 1 MG/ML / glucose 50 MG/ML Injectable Solution [CJ DOPAMIX],pressors
42966526,OMOP4692985,Dopamine 40 MG/ML Injectable Solution [DOPASIN],pressors
35160801,OMOP4817777,150 ML Milrinone 0.15 MG/ML Injectable Solution [Milrila],pressors
2028393,OMOP4927144,5 ML dobutamine 50 MG/ML Prefilled Syringe [DOBUMINE],pressors
41116340,OMOP2314302,Lidocaine 20 MG/ML / Norepinephrine 0.02 MG/ML / Vasopressin (USP) 0.45 UNT/ML Metered Dose Inhaler Box of 50,pressors
36895563,OMOP995768,10 ML Milrinone 1 MG/ML Injectable Solution,pressors
35143860,OMOP4800958,Dopamine 20 MG/ML Injectable Solution [Tsurudopami],pressors
21146779,OMOP308836,5 ML Dopamine 40 MG/ML Injection Box of 5 by Alliance,pressors
21136911,OMOP308853,5 ML Dopamine 160 MG/ML Injection Box of 5 by A A H,pressors
41239550,OMOP2437512,Vasopressin (USP) 5 UNT/ML Injectable Solution Box of 50,pressors
43700346,OMOP785151,10 ML Milrinone 1 MG/ML Injection [Milrinon Stragen] Box of 10 by Stragen,pressors
21095669,OMOP269857,Dopamine 40 MG/ML Injection Box of 10,pressors
43259136,OMOP564638,20 ML Dobutamine 12.5 MG/ML Injection Box of 10 by Sandoz,pressors
41127951,OMOP2325913,Dobutamine 250 MG Injectable Solution [Dobutrex] Box of 10,pressors
44055658,OMOP1050289,Vasopressin (USP) Nasal Solution,pressors
43681542,OMOP768647,5 ML Dopamine 10 MG/ML Injection [Dopamin Carino] Box of 5,pressors
41456705,OMOP2654667,2 ML Lidocaine 20 MG/ML / Norepinephrine 0.02 MG/ML / Vasopressin (USP) 0.25 UNT/ML Injectable Solution Box of 100,pressors
21036806,OMOP269850,Dopamine 4 MG/ML Injection,pressors
41210330,OMOP2408292,Lidocaine 20 MG/ML / Norepinephrine 0.02 MG/ML / Vasopressin (USP) 2.5 UNT/ML Injectable Solution,pressors
36505689,OMOP4836296,50 ML Dobutamine 5 MG/ML Injectable Solution by Carinopharm,pressors
35156094,OMOP4813106,200 ML Dopamine 3 MG/ML Injectable Solution by Towa,pressors
37499148,2283533,Dobutrex Injectable Product,pressors
43747668,OMOP958989,Dobutamine Injectable Solution [Dobutamin Carino],pressors
35148531,OMOP4805593,2 ML Dopamine 20 MG/ML Injectable Solution [Dominin],pressors
35135661,OMOP4792851,Milrinone Injectable Solution [Milrila],pressors
35867380,OMOP5024302,dopamine Injectable Solution [Asikeding],pressors
35138533,OMOP4795693,Dobutamine 3 MG/ML [Dobutrex],pressors
35606566,1743879,500 ML dopamine hydrochloride 1.6 MG/ML Injection,pressors
41242401,OMOP2440363,Dobutamine 5 MG/ML Injectable Solution,pressors
42482745,OMOP419718,Dobutamine 50 MG/ML Injection,pressors
40920618,OMOP2118580,Dobutamine 0.1 MG/ML,pressors
43789977,OMOP785155,10 ML Milrinone 1 MG/ML Injection [Unacor] Box of 10 by Pharmaselect,pressors
40866583,OMOP2064545,Lidocaine 20 MG/ML / Norepinephrine 0.02 MG/ML / Vasopressin (USP) 0.45 UNT/ML Metered Dose Inhaler,pressors
36895725,OMOP1000282,20 ML Dobutamine 14 MG/ML Injection,pressors
35135547,OMOP4792736,Dopamine 1 MG/ML [Catabon],pressors
36265329,OMOP3116204,Milrinone 1 MG/ML Injection [COROTROPE] Box of 10,pressors
43621732,OMOP959036,Dobutamine 5.6 MG/ML Injectable Solution [Dobutamin Carino],pressors
43182688,OMOP481290,Dopamine 5 MG/ML Prefilled Syringe [DOPAMINE RENAUDIN] Box of 10,pressors
41283601,OMOP2481563,Dopamine 10 MG/ML Injectable Solution [Dopamin Solvay] Box of 300,pressors
43863943,OMOP814789,50 ML Dobutamine 5.6 MG/ML Injectable Solution [Dobutamin Liquid Fresenius],pressors
36808978,OMOP4823015,10 ML Milrinone 1 MG/ML Injection Box of 5,pressors
35145031,OMOP4802123,2.5 ML Dopamine 20 MG/ML Injectable Solution [Kakodin],pressors
40937513,OMOP2135475,Lidocaine 20 MG/ML / Norepinephrine 0.02 MG/ML / Vasopressin (USP) 2.5 UNT/ML Injectable Solution [Neo Lidocaton],pressors
37003086,2399910,vasopressin (USP) 0.4 UNT/ML Injection,pressors
41357954,OMOP2555916,5 ML Dopamine 10 MG/ML Injectable Solution [Cardiosteril] Box of 100,pressors
41352079,OMOP2550041,5 ML Dopamine 10 MG/ML Injectable Solution [Dopamin Ratiopharm] Box of 5,pressors
41022283,OMOP2220245,Lidocaine 20 MG/ML / Norepinephrine 0.02 MG/ML / Vasopressin (USP) 0.25 UNT/ML Injectable Solution Box of 100,pressors
44036880,OMOP1031511,Milrinone 1 MG/ML Injection by Fresenius,pressors
35867383,OMOP5024305,dobutamine 250 MG [Aowanyuan],pressors
43791402,OMOP814236,50 ML Dopamine 5 MG/ML Injection [Dopamin Fresenius] by Fresenius,pressors
43765164,OMOP951235,Dopamine 5 MG/ML Injection [Dopamin Carino],pressors
42482746,OMOP419726,Dopamine 1.6 MG/ML Prefilled Syringe,pressors
41399630,OMOP2597592,50 ML Dopamine 5 MG/ML Injectable Solution Box of 5,pressors
41368487,OMOP2566449,10 ML Dopamine 20 MG/ML Injectable Solution [Dopamin Ratiopharm],pressors
43186124,OMOP515787,10 ML Dopamine 5 MG/ML Prefilled Syringe [DOPAMINE RENAUDIN] Box of 10,pressors
43718002,OMOP783695,10 ML Dobutamine 28 MG/ML Injectable Solution [Dobutamin Hexal],pressors
43207806,OMOP513598,5 ML Dopamine 40 MG/ML Prefilled Syringe [DOPAMINE RENAUDIN] Box of 100,pressors
43677185,OMOP671720,Milrinone 1 MG/ML Injectable Solution [Milrinon Rotexmedica],pressors
41391716,OMOP2589678,50 ML Lidocaine 20 MG/ML / Norepinephrine 0.02 MG/ML / Vasopressin (USP) 0.25 UNT/ML Injectable Solution [Neo Lidocaton] Box of 5,pressors
36808990,OMOP4823029,10 ML Milrinone 1 MG/ML Injection by Peckforton,pressors
36808942,OMOP4822980,10 ML Milrinone 1 MG/ML Injectable Solution by Stragen,pressors
42921510,OMOP4648338,5 ML Dopamine 40 MG/ML Injectable Solution [TROPIN],pressors
43141834,OMOP513601,5 ML Dopamine 10 MG/ML Prefilled Syringe Box of 10,pressors
43664488,OMOP785134,10 ML Milrinone 1 MG/ML Injectable Solution [Milrinon Rotexmedica] Box of 5,pressors
43808099,OMOP785133,10 ML Milrinone 1 MG/ML Injectable Solution [Milrinon Rotexmedica] by Claris,pressors
35780416,OMOP2781877,5 ML Dopamine 40 MG/ML Injectable Solution by A A H,pressors
37499149,2283534,dobutamine 12.5 MG/ML Injectable Solution [Dobutrex],pressors
2031969,OMOP4930876,1 ML vasopressin (USP) 20 UNT/ML Injectable Solution by Hanlim,pressors
43270038,OMOP564639,20 ML Dobutamine 12.5 MG/ML Injection by Abbott,pressors
35754525,OMOP2755986,Dobutamine 50 MG/ML Injectable Solution [Posiject] Box of 5,pressors
41356589,OMOP2554551,5 ML Dopamine 40 MG/ML Injectable Solution Box of 50,pressors
41392848,OMOP2590810,50 ML Dopamine 10 MG/ML Injectable Solution,pressors
40847053,OMOP2045015,Dopamine 5 MG/ML Injectable Solution [Dopamin Solvay] Box of 10,pressors
40929923,OMOP2127885,Dopamine 5 MG/ML Injectable Solution Box of 50,pressors
36411264,OMOP3103306,50 ML Milrinone 0.2 MG/ML Injectable Solution Box of 1,pressors
43175261,OMOP515777,10 ML Dopamine 5 MG/ML Prefilled Syringe Box of 10,pressors
40932486,OMOP2130448,Vasopressin (USP) 5 UNT/ML Injectable Solution [Pitressin],pressors
36279453,OMOP3130328,10 ML Milrinone 1 MG/ML Injection [COROTROPE] Box of 10,pressors
42921143,OMOP4647980,5 ML Dobutamine 50 MG/ML Injectable Solution [DOBURAN],pressors
41127954,OMOP2325916,Dobutamine 14 MG/ML Injectable Solution [Dobutamin Hexal],pressors
21140687,OMOP361506,Milrinone 1 MG/ML Prefilled Syringe [Primacor],pressors
35131472,OMOP4788713,200 ML Dobutamine 1 MG/ML Injectable Solution by Pfizer,pressors
43592189,OMOP785143,10 ML Milrinone 1 MG/ML Injectable Solution [Milrinon Carino] Box of 5,pressors
42628989,1791840,100 ML milrinone lactate 0.2 MG/ML Injection,pressors
35606568,1743939,dopamine hydrochloride 40 MG/ML Injection,pressors
21097687,OMOP308851,5 ML Dopamine 160 MG/ML Injection Box of 5 by Hospira,pressors
41379660,OMOP2577622,20 ML Lidocaine 20 MG/ML / Norepinephrine 0.02 MG/ML / Vasopressin (USP) 2.5 UNT/ML Injectable Solution Box of 5,pressors
41393367,OMOP2591329,50 ML Dobutamine 5.6 MG/ML Injectable Solution Box of 10 by Carinopharm,pressors
41361650,OMOP2559612,10 ML Milrinone 1.42 MG/ML Injectable Solution [Milrinon Carino],pressors
41047538,OMOP2245500,Dopamine 10 MG/ML [Cardiosteril],pressors
40891768,OMOP2089730,Dopamine 3.2 MG/ML [Dopamin Premix],pressors
21092959,OMOP385776,Dobutamine 12.5 MG/ML Injection [Dobutrex] Box of 1,pressors
2062442,OMOP4963694,dobutamine 50 MG/ML Prefilled Syringe [DOBUMINE],pressors
35133001,OMOP4790219,Dopamine 20 MG/ML [Kakodin],pressors
35831108,OMOP5037208,dobutamine 100 MG Injectable Solution [Dobutrex],pressors
35130654,OMOP4787903,10 ML Milrinone 1 MG/ML Injectable Solution by Sandoz,pressors
41180064,OMOP2378026,Dobutamine 5 MG/ML Injectable Solution Box of 5,pressors
21038825,OMOP308847,5 ML Dopamine 160 MG/ML Injection by AMCo,pressors
1719036,1812167,dobutamine Injection,pressors
41396721,OMOP2594683,50 ML Dobutamine 0.1 MG/ML Injectable Solution [Dobutamin Hexal] Box of 1 by Novartis,pressors
41283602,OMOP2481564,Dopamine 10 MG/ML Injectable Solution [Dopamin Solvay] Box of 30,pressors
41314918,OMOP2512880,Dobutamine 0.1 MG/ML Injectable Solution [Dobutamin Hexal],pressors
1337751,328218,dobutamine 4 MG/ML,pressors
40747709,OMOP4709595,Dopamine 0.6 MG/ML Injectable Solution,pressors
35137511,OMOP4794683,200 ML Dobutamine 3 MG/ML Injectable Solution [Dobutrex],pressors
35606561,1743869,250 ML dopamine hydrochloride 0.8 MG/ML Injection,pressors
43040181,OMOP4855214,5 ML Dopamine 40 MG/ML Injectable Solution Box of 100 by Renaudin,pressors
41252664,OMOP2450626,Dopamine 20 MG/ML Injectable Solution [Dopamin Ratiopharm] Box of 5,pressors
41180052,OMOP2378014,Dopamine 3.2 MG/ML Injectable Solution Box of 12,pressors
40878154,OMOP2076116,Dopamine 20 MG/ML Injectable Solution [Dopamin Ratiopharm],pressors
44113429,OMOP1108060,Vasopressin (USP) 20 UNT/ML Injectable Solution by Fresenius,pressors
2025267,OMOP4923853,250 ML dopamine 1.6 MG/ML / glucose 50 MG/ML Injectable Solution by JW,pressors
35867790,OMOP5024321,dobutamine 20 MG Injectable Solution,pressors
35867379,OMOP5024301,dopamine 5 MG [Asikeding],pressors
41096638,OMOP2294600,Dopamine 20 MG/ML Injectable Solution [Dopamin Solvay] Box of 10,pressors
41182646,OMOP2380608,Vasopressin (USP) 20 UNT/ML Injectable Solution [Pitressin] Box of 30,pressors
43862990,OMOP796548,20 ML Dobutamine 14 MG/ML Injection [Dobutamin Hameln] by Hameln,pressors
42940598,OMOP4667248,Dobutamine 50 MG/ML [DOBUTAMIN HCI MYUNGMOON],pressors
35129266,OMOP4786534,Vasopressin (USP) 20 UNT Injectable Solution [Pitressin],pressors
43729270,OMOP951214,Dopamine 20 MG/ML Injection [Dopamin Carino] Box of 20,pressors
43827632,OMOP814782,50 ML Dobutamine 11.2 MG/ML Injectable Solution [Dobutamin Carino] Box of 2,pressors
43194190,OMOP485892,Milrinone Prefilled Syringe [COROTROPE],pressors
42902632,1359745,dopamine hydrochloride 40 MG/ML Prefilled Syringe,pressors
41355389,OMOP2553351,5 ML Dopamine 10 MG/ML Injectable Solution [Dopamin Ratiopharm] Box of 5 by Ratiopharm,pressors
40714150,OMOP4743540,50 ML Dopamine 0.6 MG/ML Injectable Solution,pressors
2028382,OMOP4927133,5 ML dopamine 40 MG/ML Injectable Solution [DOPURAMIN] by Reyon,pressors
43736231,OMOP785164,10 ML Milrinone 1 MG/ML Injectable Solution [Corotrop] Box of 5,pressors
43041060,OMOP4856090,10 ML Milrinone 1 MG/ML Prefilled Syringe Box of 10 by Baxter,pressors
42799679,1292767,dopamine hydrochloride 12 MG/ML Injectable Solution,pressors
21088386,OMOP318130,50 ML Milrinone 1 MG/ML Injection Box of 1,pressors
41047541,OMOP2245503,Dobutamine 250 MG [Dobutamin Hexal],pressors
35134428,OMOP4791630,Dobutamine 1 MG/ML Injectable Solution [Dobutrex],pressors
43219042,OMOP516030,10 ML Milrinone 1 MG/ML Prefilled Syringe [MILRINONE MEDAC],pressors
35780769,OMOP2782230,5 ML Dopamine 40 MG/ML Injectable Solution Box of 1 by UCB,pressors
45775840,1593736,vasopressin (USP) Injectable Solution [Vasostrict],pressors
41395524,OMOP2593486,50 ML Lidocaine 20 MG/ML / Norepinephrine 0.02 MG/ML / Vasopressin (USP) 0.25 UNT/ML Injectable Solution,pressors
40729353,OMOP4727668,Dobutamine 1 MG/ML Injectable Solution,pressors
42966525,OMOP4692984,Dopamine 40 MG/ML Injectable Solution [DOPAMINE DAEWOO],pressors
43204651,OMOP481289,Dopamine 5 MG/ML Prefilled Syringe [DOPAMINE RENAUDIN],pressors
40714144,OMOP4743546,50 ML Dopamine 1.2 MG/ML Injectable Solution,pressors
43855880,OMOP959027,Dobutamine 11.2 MG/ML Injectable Solution [Dobutamin Carino] Box of 2,pressors
36280276,OMOP3131151,20 ML Dobutamine 12.5 MG/ML Injection [Dobutamine EG],pressors
35606563,1743871,500 ML dopamine hydrochloride 0.8 MG/ML Injection,pressors
43590324,OMOP736401,1 ML Milrinone 1 MG/ML Injectable Solution [Milrinon Rotexmedica] by Claris,pressors
41359374,OMOP2557336,5 ML Dopamine 10 MG/ML Injectable Solution Box of 10,pressors
43593646,OMOP814774,50 ML Dobutamine 11.2 MG/ML Injectable Solution Box of 2,pressors
41117496,OMOP2315458,Dopamine 40 MG/ML Injectable Solution Box of 5,pressors
43827629,OMOP814766,50 ML Dobutamine 5.6 MG/ML Injectable Solution [Dobutamin Hameln] Box of 5 by Hameln,pressors
40936685,OMOP2134647,Milrinone 1.42 MG/ML Injectable Solution [Milrinon Stragen] Box of 10,pressors
43729269,OMOP951207,Dopamine 20 MG/ML Injection Box of 5,pressors
