concept_id,concept_name,concept_code,vocabulary_id,drug_group
40154112,candesartan / Hydrochlorothiazide Oral Tablet [Atacand HCT],805854,RxNorm,candesartan
19121339,candesartan cilexetil 32 MG / Hydrochlorothiazide 12.5 MG Oral Tablet,578330,RxNorm,candesartan
19131971,candesartan cilexetil 32 MG / Hydrochlorothiazide 12.5 MG Oral Tablet [Atacand HCT],805859,RxNorm,candesartan
36234203,Atacand Pill,1172188,RxNorm,candesartan
36234200,Atacand HCT Pill,1172182,RxNorm,candesartan
19055361,candesartan cilexetil 4 MG [Atacand],577784,RxNorm,candesartan
19113476,candesartan cilexetil 8 MG Oral Tablet [Catacand],540791,RxNorm,candesartan
19124334,candesartan cilexetil 2 MG,639535,RxNorm,candesartan
19017985,candesartan cilexetil 2 MG Oral Tablet [Atacand],153825,RxNorm,candesartan
1351586,candesartan cilexetil 8 MG Oral Tablet [Atacand],577787,RxNorm,candesartan
36234202,Atacand Oral Product,1172187,RxNorm,candesartan
19113472,candesartan cilexetil 4 MG [Catacand],540785,RxNorm,candesartan
19113473,candesartan cilexetil 4 MG Oral Tablet [Catacand],540787,RxNorm,candesartan
36215394,candesartan / Hydrochlorothiazide Pill,1156610,RxNorm,candesartan
40095734,candesartan Oral Tablet [Atacand],368268,RxNorm,candesartan
19055362,candesartan cilexetil 8 MG [Atacand],577786,RxNorm,candesartan
1351589,candesartan cilexetil 32 MG Oral Tablet [Atacand],639543,RxNorm,candesartan
36231388,Catacand Oral Product,1176382,RxNorm,candesartan
1351587,candesartan cilexetil 32 MG Oral Tablet,639537,RxNorm,candesartan
1351559,candesartan cilexetil 8 MG Oral Tablet,153823,RxNorm,candesartan
40133591,candesartan Oral Tablet [Catacand],637848,RxNorm,candesartan
36234201,Atacand HCT Oral Product,1172183,RxNorm,candesartan
19126554,candesartan cilexetil 2 MG [Atacand],706190,RxNorm,candesartan
19131968,candesartan cilexetil 32 MG / Hydrochlorothiazide 25 MG [Atacand HCT],805853,RxNorm,candesartan
19113470,candesartan cilexetil 4 MG,540781,RxNorm,candesartan
19131972,candesartan cilexetil 16 MG / Hydrochlorothiazide 12.5 MG [Atacand HCT],805861,RxNorm,candesartan
19113474,candesartan cilexetil 8 MG,540788,RxNorm,candesartan
1351557,candesartan,214354,RxNorm,candesartan
36215395,candesartan Oral Product,1156611,RxNorm,candesartan
36215393,candesartan / Hydrochlorothiazide Oral Product,1156609,RxNorm,candesartan
40095732,candesartan Oral Tablet,371247,RxNorm,candesartan
19121275,candesartan cilexetil 32 MG,577780,RxNorm,candesartan
19113475,candesartan cilexetil 8 MG [Catacand],540790,RxNorm,candesartan
19131518,candesartan cilexetil 32 MG / Hydrochlorothiazide 25 MG Oral Tablet,802749,RxNorm,candesartan
36215396,candesartan Pill,1156612,RxNorm,candesartan
19055363,candesartan cilexetil 16 MG [Atacand],639538,RxNorm,candesartan
19124335,candesartan cilexetil 2 MG Oral Tablet,639536,RxNorm,candesartan
1351558,candesartan cilexetil 4 MG Oral Tablet,153822,RxNorm,candesartan
1351588,candesartan cilexetil 16 MG Oral Tablet [Atacand],639539,RxNorm,candesartan
19131970,candesartan cilexetil 32 MG / Hydrochlorothiazide 12.5 MG [Atacand HCT],805857,RxNorm,candesartan
19131973,candesartan cilexetil 16 MG / Hydrochlorothiazide 12.5 MG Oral Tablet [Atacand HCT],805863,RxNorm,candesartan
1351582,candesartan cilexetil 16 MG,577775,RxNorm,candesartan
19055330,candesartan cilexetil 32 MG [Atacand],577782,RxNorm,candesartan
1351585,candesartan cilexetil 4 MG Oral Tablet [Atacand],577785,RxNorm,candesartan
19131969,candesartan cilexetil 32 MG / Hydrochlorothiazide 25 MG Oral Tablet [Atacand HCT],805855,RxNorm,candesartan
40095410,candesartan / Hydrochlorothiazide Oral Tablet,374934,RxNorm,candesartan
40154112,candesartan / Hydrochlorothiazide Oral Tablet [Atacand HCT],805854,RxNorm,candesartan
974702,candesartan cilexetil 16 MG / Hydrochlorothiazide 12.5 MG Oral Tablet,578325,RxNorm,candesartan
19121339,candesartan cilexetil 32 MG / Hydrochlorothiazide 12.5 MG Oral Tablet,578330,RxNorm,candesartan
19131971,candesartan cilexetil 32 MG / Hydrochlorothiazide 12.5 MG Oral Tablet [Atacand HCT],805859,RxNorm,candesartan
19131518,candesartan cilexetil 32 MG / Hydrochlorothiazide 25 MG Oral Tablet,802749,RxNorm,candesartan
19131973,candesartan cilexetil 16 MG / Hydrochlorothiazide 12.5 MG Oral Tablet [Atacand HCT],805863,RxNorm,candesartan
1351583,candesartan cilexetil 16 MG Oral Tablet,577776,RxNorm,candesartan
19113476,candesartan cilexetil 8 MG Oral Tablet [Catacand],540791,RxNorm,candesartan
19017985,candesartan cilexetil 2 MG Oral Tablet [Atacand],153825,RxNorm,candesartan
1351586,candesartan cilexetil 8 MG Oral Tablet [Atacand],577787,RxNorm,candesartan
19113473,candesartan cilexetil 4 MG Oral Tablet [Catacand],540787,RxNorm,candesartan
40095734,candesartan Oral Tablet [Atacand],368268,RxNorm,candesartan
1351589,candesartan cilexetil 32 MG Oral Tablet [Atacand],639543,RxNorm,candesartan
1351587,candesartan cilexetil 32 MG Oral Tablet,639537,RxNorm,candesartan
40133591,candesartan Oral Tablet [Catacand],637848,RxNorm,candesartan
1351559,candesartan cilexetil 8 MG Oral Tablet,153823,RxNorm,candesartan
40095732,candesartan Oral Tablet,371247,RxNorm,candesartan
19124335,candesartan cilexetil 2 MG Oral Tablet,639536,RxNorm,candesartan
1351558,candesartan cilexetil 4 MG Oral Tablet,153822,RxNorm,candesartan
1351588,candesartan cilexetil 16 MG Oral Tablet [Atacand],639539,RxNorm,candesartan
1351585,candesartan cilexetil 4 MG Oral Tablet [Atacand],577785,RxNorm,candesartan
19117556,Captopril 50 MG [Acepril],565840,RxNorm,captopril
974192,Captopril 50 MG / Hydrochlorothiazide 25 MG Oral Tablet,197439,RxNorm,captopril
19117055,Captopril 12.5 MG [Ecopace],565213,RxNorm,captopril
19045770,Captopril 25 MG / Hydrochlorothiazide 15 MG Oral Tablet [Capozide],211053,RxNorm,captopril
40020851,Captopril Oral Tablet,371254,RxNorm,captopril
36212262,Captopril / Hydrochlorothiazide Pill,1155751,RxNorm,captopril
19054305,Captopril 25 MG Oral Tablet [Hyteneze],226701,RxNorm,captopril
19120514,Captopril 50 MG [Tensopril],574022,RxNorm,captopril
36230737,Hypapril Pill,1176137,RxNorm,captopril
19025174,Captopril 12.5 MG Oral Tablet [Acepril],201369,RxNorm,captopril
19025177,Captopril 25 MG Oral Tablet [Capoten],201372,RxNorm,captopril
19021169,Captopril 25 MG [Capoten],565839,RxNorm,captopril
36236815,Capoten Oral Product,1172972,RxNorm,captopril
19017026,Captopril 25 MG Oral Tablet [Ecopace],153276,RxNorm,captopril
19117057,Captopril 50 MG [Ecopace],565215,RxNorm,captopril
40020858,Captopril Oral Tablet [Tensopril],381154,RxNorm,captopril
19113587,Captopril 50 MG [Capropril],541020,RxNorm,captopril
19021168,Captopril 12.5 MG [Capoten],565837,RxNorm,captopril
19117102,Captopril 25 MG [Hypapril],565278,RxNorm,captopril
19106539,Captopril 12.5 MG / Hydrochlorothiazide 25 MG Oral Tablet,428813,RxNorm,captopril
19025178,Captopril 50 MG Oral Tablet [Acepril],201373,RxNorm,captopril
36232768,Acepril Pill,1168404,RxNorm,captopril
19106538,Captopril 25 MG / Hydrochlorothiazide 50 MG Oral Tablet,428812,RxNorm,captopril
36243296,Tensopril Oral Product,1182030,RxNorm,captopril
19074673,Captopril 50 MG Oral Tablet,308964,RxNorm,captopril
40020854,Captopril Oral Tablet [Ecopace],381149,RxNorm,captopril
19087486,Captopril 5 MG/ML,331627,RxNorm,captopril
36212261,Captopril / Hydrochlorothiazide Oral Product,1155750,RxNorm,captopril
19117554,Captopril 12.5 MG [Acepril],565836,RxNorm,captopril
19120510,Captopril 25 MG [Hyteneze],574018,RxNorm,captopril
19017082,Captopril 25 MG Oral Tablet [Kaplon],153312,RxNorm,captopril
19025175,Captopril 12.5 MG Oral Tablet [Capoten],201370,RxNorm,captopril
19117555,Captopril 25 MG [Acepril],565838,RxNorm,captopril
19109177,Captopril 5 MG,438294,RxNorm,captopril
40107388,Captopril Oral Tablet [Capropril],541021,RxNorm,captopril
19017285,Captopril 50 MG Oral Tablet [Hypapril],153462,RxNorm,captopril
36212264,Captopril Oral Product,1155753,RxNorm,captopril
40020855,Captopril Oral Tablet [Hypapril],381150,RxNorm,captopril
19057855,Captopril 25 MG / Hydrochlorothiazide 25 MG [Capozide],571543,RxNorm,captopril
19057857,Captopril 50 MG / Hydrochlorothiazide 15 MG [Capozide],571546,RxNorm,captopril
1340159,Captopril 25 MG,315561,RxNorm,captopril
19057853,Captopril 25 MG / Hydrochlorothiazide 15 MG [Capozide],571527,RxNorm,captopril
19081025,Captopril 12.5 MG,315560,RxNorm,captopril
36243297,Tensopril Pill,1182031,RxNorm,captopril
19106536,Captopril 5 MG Oral Tablet,428810,RxNorm,captopril
974171,Captopril 50 MG / Hydrochlorothiazide 15 MG Oral Tablet,197438,RxNorm,captopril
19117056,Captopril 25 MG [Ecopace],565214,RxNorm,captopril
36230735,Hypapril Oral Product,1176135,RxNorm,captopril
19106537,Captopril 2 MG Oral Tablet,428811,RxNorm,captopril
19017284,Captopril 25 MG Oral Tablet [Hypapril],153461,RxNorm,captopril
36234364,Kaplon Oral Product,1169287,RxNorm,captopril
40020850,Captopril Oral Solution,374938,RxNorm,captopril
40020852,Captopril Oral Tablet [Acepril],381147,RxNorm,captopril
19120513,Captopril 25 MG [Tensopril],574021,RxNorm,captopril
40020857,Captopril Oral Tablet [Kaplon],381153,RxNorm,captopril
19025179,Captopril 50 MG Oral Tablet [Capoten],201374,RxNorm,captopril
36236817,Capozide Oral Product,1172974,RxNorm,captopril
19017025,Captopril 12.5 MG Oral Tablet [Ecopace],153275,RxNorm,captopril
36233917,Capropril Oral Product,1173666,RxNorm,captopril
19054309,Captopril 50 MG Oral Tablet [Tensopril],226708,RxNorm,captopril
1340182,Captopril 6.25 MG,331279,RxNorm,captopril
40020555,Captopril / Hydrochlorothiazide Oral Tablet,371253,RxNorm,captopril
36232403,Hyteneze Pill,1176736,RxNorm,captopril
19117068,Captopril 50 MG [Kaplon],565229,RxNorm,captopril
19054304,Captopril 12.5 MG Oral Tablet [Hyteneze],226700,RxNorm,captopril
36237403,Ecopace Pill,1171800,RxNorm,captopril
19017027,Captopril 50 MG Oral Tablet [Ecopace],153277,RxNorm,captopril
1340157,Captopril 100 MG,315559,RxNorm,captopril
19017081,Captopril 12.5 MG Oral Tablet [Kaplon],153311,RxNorm,captopril
19117101,Captopril 12.5 MG [Hypapril],565277,RxNorm,captopril
974170,Captopril 25 MG / Hydrochlorothiazide 25 MG Oral Tablet,197437,RxNorm,captopril
36212265,Captopril Pill,1155754,RxNorm,captopril
19025176,Captopril 25 MG Oral Tablet [Acepril],201371,RxNorm,captopril
19117067,Captopril 25 MG [Kaplon],565228,RxNorm,captopril
1340128,Captopril,1998,RxNorm,captopril
19017283,Captopril 12.5 MG Oral Tablet [Hypapril],153460,RxNorm,captopril
19054308,Captopril 25 MG Oral Tablet [Tensopril],226707,RxNorm,captopril
19120509,Captopril 12.5 MG [Hyteneze],574017,RxNorm,captopril
19113588,Captopril 50 MG Oral Tablet [Capropril],541022,RxNorm,captopril
36236818,Capozide Pill,1172975,RxNorm,captopril
36212263,Captopril Oral Liquid Product,1155752,RxNorm,captopril
19022519,Captopril 5 MG/ML Oral Solution,199931,RxNorm,captopril
19117066,Captopril 12.5 MG [Kaplon],565227,RxNorm,captopril
36232767,Acepril Oral Product,1168403,RxNorm,captopril
19120512,Captopril 12.5 MG [Tensopril],574020,RxNorm,captopril
19074672,Captopril 12.5 MG Oral Tablet,308963,RxNorm,captopril
19129687,Captopril 50 MG / Hydrochlorothiazide 25 MG Oral Tablet [Capozide],790296,RxNorm,captopril
36237402,Ecopace Oral Product,1171799,RxNorm,captopril
19129686,Captopril 50 MG / Hydrochlorothiazide 25 MG [Capozide],790295,RxNorm,captopril
19120511,Captopril 50 MG [Hyteneze],574019,RxNorm,captopril
19021170,Captopril 50 MG [Capoten],565841,RxNorm,captopril
1340160,Captopril 50 MG,315562,RxNorm,captopril
1340161,Captopril 25 MG Oral Tablet,317173,RxNorm,captopril
19045846,Captopril 25 MG / Hydrochlorothiazide 25 MG Oral Tablet [Capozide],211072,RxNorm,captopril
40020558,Captopril / Hydrochlorothiazide Oral Tablet [Capozide],367786,RxNorm,captopril
19074671,Captopril 100 MG Oral Tablet,308962,RxNorm,captopril
19109178,Captopril 75 MG,438295,RxNorm,captopril
1340153,Captopril 6.25 MG Oral Tablet,247516,RxNorm,captopril
36233918,Capropril Pill,1173667,RxNorm,captopril
36236816,Capoten Pill,1172973,RxNorm,captopril
40020856,Captopril Oral Tablet [Hyteneze],381152,RxNorm,captopril
19054307,Captopril 12.5 MG Oral Tablet [Tensopril],226706,RxNorm,captopril
19017083,Captopril 50 MG Oral Tablet [Kaplon],153313,RxNorm,captopril
19054306,Captopril 50 MG Oral Tablet [Hyteneze],226702,RxNorm,captopril
974169,Captopril 25 MG / Hydrochlorothiazide 15 MG Oral Tablet,197436,RxNorm,captopril
19129688,Captopril 50 MG / Hydrochlorothiazide 15 MG Oral Tablet [Capozide],790297,RxNorm,captopril
40020853,Captopril Oral Tablet [Capoten],367817,RxNorm,captopril
19003828,Captopril 25 MG / Hydrochlorothiazide 12.5 MG Oral Tablet,104370,RxNorm,captopril
36234365,Kaplon Pill,1169288,RxNorm,captopril
19109176,Captopril 2 MG,438293,RxNorm,captopril
19117103,Captopril 50 MG [Hypapril],565279,RxNorm,captopril
19045583,Captopril 100 MG Oral Tablet [Capoten],210994,RxNorm,captopril
19106535,Captopril 75 MG Oral Tablet,428809,RxNorm,captopril
19021201,Captopril 100 MG [Capoten],571469,RxNorm,captopril
36232402,Hyteneze Oral Product,1176735,RxNorm,captopril
974192,Captopril 50 MG / Hydrochlorothiazide 25 MG Oral Tablet,197439,RxNorm,captopril
19045770,Captopril 25 MG / Hydrochlorothiazide 15 MG Oral Tablet [Capozide],211053,RxNorm,captopril
19106539,Captopril 12.5 MG / Hydrochlorothiazide 25 MG Oral Tablet,428813,RxNorm,captopril
19106538,Captopril 25 MG / Hydrochlorothiazide 50 MG Oral Tablet,428812,RxNorm,captopril
974171,Captopril 50 MG / Hydrochlorothiazide 15 MG Oral Tablet,197438,RxNorm,captopril
40020555,Captopril / Hydrochlorothiazide Oral Tablet,371253,RxNorm,captopril
974170,Captopril 25 MG / Hydrochlorothiazide 25 MG Oral Tablet,197437,RxNorm,captopril
19129687,Captopril 50 MG / Hydrochlorothiazide 25 MG Oral Tablet [Capozide],790296,RxNorm,captopril
40020558,Captopril / Hydrochlorothiazide Oral Tablet [Capozide],367786,RxNorm,captopril
19045846,Captopril 25 MG / Hydrochlorothiazide 25 MG Oral Tablet [Capozide],211072,RxNorm,captopril
19129688,Captopril 50 MG / Hydrochlorothiazide 15 MG Oral Tablet [Capozide],790297,RxNorm,captopril
974169,Captopril 25 MG / Hydrochlorothiazide 15 MG Oral Tablet,197436,RxNorm,captopril
19003828,Captopril 25 MG / Hydrochlorothiazide 12.5 MG Oral Tablet,104370,RxNorm,captopril
40020850,Captopril Oral Solution,374938,RxNorm,captopril
19022519,Captopril 5 MG/ML Oral Solution,199931,RxNorm,captopril
40020851,Captopril Oral Tablet,371254,RxNorm,captopril
19054305,Captopril 25 MG Oral Tablet [Hyteneze],226701,RxNorm,captopril
19025174,Captopril 12.5 MG Oral Tablet [Acepril],201369,RxNorm,captopril
19025177,Captopril 25 MG Oral Tablet [Capoten],201372,RxNorm,captopril
19017026,Captopril 25 MG Oral Tablet [Ecopace],153276,RxNorm,captopril
40020858,Captopril Oral Tablet [Tensopril],381154,RxNorm,captopril
19025178,Captopril 50 MG Oral Tablet [Acepril],201373,RxNorm,captopril
19074673,Captopril 50 MG Oral Tablet,308964,RxNorm,captopril
40020854,Captopril Oral Tablet [Ecopace],381149,RxNorm,captopril
19025175,Captopril 12.5 MG Oral Tablet [Capoten],201370,RxNorm,captopril
19017082,Captopril 25 MG Oral Tablet [Kaplon],153312,RxNorm,captopril
40107388,Captopril Oral Tablet [Capropril],541021,RxNorm,captopril
19017285,Captopril 50 MG Oral Tablet [Hypapril],153462,RxNorm,captopril
40020855,Captopril Oral Tablet [Hypapril],381150,RxNorm,captopril
19106536,Captopril 5 MG Oral Tablet,428810,RxNorm,captopril
19106537,Captopril 2 MG Oral Tablet,428811,RxNorm,captopril
19017284,Captopril 25 MG Oral Tablet [Hypapril],153461,RxNorm,captopril
40020852,Captopril Oral Tablet [Acepril],381147,RxNorm,captopril
40020857,Captopril Oral Tablet [Kaplon],381153,RxNorm,captopril
19025179,Captopril 50 MG Oral Tablet [Capoten],201374,RxNorm,captopril
19017025,Captopril 12.5 MG Oral Tablet [Ecopace],153275,RxNorm,captopril
19054309,Captopril 50 MG Oral Tablet [Tensopril],226708,RxNorm,captopril
19054304,Captopril 12.5 MG Oral Tablet [Hyteneze],226700,RxNorm,captopril
19017027,Captopril 50 MG Oral Tablet [Ecopace],153277,RxNorm,captopril
19017081,Captopril 12.5 MG Oral Tablet [Kaplon],153311,RxNorm,captopril
19025176,Captopril 25 MG Oral Tablet [Acepril],201371,RxNorm,captopril
19017283,Captopril 12.5 MG Oral Tablet [Hypapril],153460,RxNorm,captopril
19054308,Captopril 25 MG Oral Tablet [Tensopril],226707,RxNorm,captopril
19113588,Captopril 50 MG Oral Tablet [Capropril],541022,RxNorm,captopril
19074672,Captopril 12.5 MG Oral Tablet,308963,RxNorm,captopril
1340161,Captopril 25 MG Oral Tablet,317173,RxNorm,captopril
19074671,Captopril 100 MG Oral Tablet,308962,RxNorm,captopril
1340153,Captopril 6.25 MG Oral Tablet,247516,RxNorm,captopril
40020856,Captopril Oral Tablet [Hyteneze],381152,RxNorm,captopril
19054307,Captopril 12.5 MG Oral Tablet [Tensopril],226706,RxNorm,captopril
19017083,Captopril 50 MG Oral Tablet [Kaplon],153313,RxNorm,captopril
19054306,Captopril 50 MG Oral Tablet [Hyteneze],226702,RxNorm,captopril
40020853,Captopril Oral Tablet [Capoten],367817,RxNorm,captopril
19045583,Captopril 100 MG Oral Tablet [Capoten],210994,RxNorm,captopril
19106535,Captopril 75 MG Oral Tablet,428809,RxNorm,captopril
19022243,Cilazapril 5 MG Oral Tablet,199709,RxNorm,cilazapril
19050316,Cilazapril 1 MG,331713,RxNorm,cilazapril
19050315,Cilazapril 5 MG,331712,RxNorm,cilazapril
40027615,Cilazapril Oral Tablet [Vascace],385731,RxNorm,cilazapril
19115849,Cilazapril 0.25 MG [Vascace],563619,RxNorm,cilazapril
40027598,Cilazapril / Hydrochlorothiazide Oral Tablet,371507,RxNorm,cilazapril
19050318,Cilazapril 2 MG,332841,RxNorm,cilazapril
36216552,Cilazapril / Hydrochlorothiazide Pill,1151779,RxNorm,cilazapril
40027614,Cilazapril Oral Tablet,371506,RxNorm,cilazapril
19088842,Cilazapril 0.25 MG,332840,RxNorm,cilazapril
19003856,Cilazapril 0.25 MG Oral Tablet [Vascace],104388,RxNorm,cilazapril
19062727,Cilazapril 0.25 MG Oral Tablet,250413,RxNorm,cilazapril
19050311,Cilazapril 2 MG Oral Tablet,246643,RxNorm,cilazapril
19050216,Cilazapril,21102,RxNorm,cilazapril
36239977,Vascace Pill,1187575,RxNorm,cilazapril
19087634,Cilazapril 0.5 MG,331710,RxNorm,cilazapril
36239976,Vascace Oral Product,1187574,RxNorm,cilazapril
19050220,Cilazapril 1 MG Oral Tablet,199937,RxNorm,cilazapril
19003857,Cilazapril 0.5 MG Oral Tablet [Vascace],104389,RxNorm,cilazapril
36216554,Cilazapril Pill,1151781,RxNorm,cilazapril
974443,Cilazapril 5 MG / Hydrochlorothiazide 12.5 MG Oral Tablet,249851,RxNorm,cilazapril
19115850,Cilazapril 0.5 MG [Vascace],563620,RxNorm,cilazapril
19050314,Cilazapril 2.5 MG,331711,RxNorm,cilazapril
19022241,Cilazapril 0.5 MG Oral Tablet,199707,RxNorm,cilazapril
19022242,Cilazapril 2.5 MG Oral Tablet,199708,RxNorm,cilazapril
36216553,Cilazapril Oral Product,1151780,RxNorm,cilazapril
36216551,Cilazapril / Hydrochlorothiazide Oral Product,1151778,RxNorm,cilazapril
40027598,Cilazapril / Hydrochlorothiazide Oral Tablet,371507,RxNorm,cilazapril
974443,Cilazapril 5 MG / Hydrochlorothiazide 12.5 MG Oral Tablet,249851,RxNorm,cilazapril
19022243,Cilazapril 5 MG Oral Tablet,199709,RxNorm,cilazapril
40027615,Cilazapril Oral Tablet [Vascace],385731,RxNorm,cilazapril
40027614,Cilazapril Oral Tablet,371506,RxNorm,cilazapril
19003856,Cilazapril 0.25 MG Oral Tablet [Vascace],104388,RxNorm,cilazapril
19062727,Cilazapril 0.25 MG Oral Tablet,250413,RxNorm,cilazapril
19050311,Cilazapril 2 MG Oral Tablet,246643,RxNorm,cilazapril
19050220,Cilazapril 1 MG Oral Tablet,199937,RxNorm,cilazapril
19003857,Cilazapril 0.5 MG Oral Tablet [Vascace],104389,RxNorm,cilazapril
19022241,Cilazapril 0.5 MG Oral Tablet,199707,RxNorm,cilazapril
19022242,Cilazapril 2.5 MG Oral Tablet,199708,RxNorm,cilazapril
36239984,Vaseretic Pill,1187582,RxNorm,enalapril
40165783,Enalapril Maleate 5 MG / Felodipine 5 MG [Lexxel],858890,RxNorm,enalapril
40165780,Enalapril Maleate 5 MG / Felodipine 2.5 MG [Lexxel],858882,RxNorm,enalapril
40154151,Enalapril Injectable Solution [Vasotec],807351,RxNorm,enalapril
43560163,Enalapril Maleate 1 MG/ML Oral Solution,1435624,RxNorm,enalapril
40165755,Enalapril Maleate 10 MG,858816,RxNorm,enalapril
40165750,Enalapril / Hydrochlorothiazide Oral Tablet [Vaseretic],858826,RxNorm,enalapril
36242302,Vasotec Injectable Product,1187733,RxNorm,enalapril
40167615,Enalapril Maleate 10 MG [Innovace],875963,RxNorm,enalapril
40165771,Enalapril Maleate 20 MG / Hydrochlorothiazide 12.5 MG Oral Tablet,858921,RxNorm,enalapril
40165776,Enalapril Maleate 20 MG [Renitec],858844,RxNorm,enalapril
19026551,Enalapril Maleate,203123,RxNorm,enalapril
40165760,Enalapril Maleate 10 MG / Hydrochlorothiazide 25 MG [Vaseretic],858829,RxNorm,enalapril
36230656,Teczem Pill,1180848,RxNorm,enalapril
36242303,Vasotec Oral Product,1187734,RxNorm,enalapril
40165782,Enalapril Maleate 5 MG / Felodipine 5 MG Extended Release Oral Tablet [Lexxel],858892,RxNorm,enalapril
36229007,Renitec Oral Product,1180747,RxNorm,enalapril
40034890,Diltiazem / Enalapril Oral Capsule,439270,RxNorm,enalapril
40042337,Enalapril Oral Tablet,372007,RxNorm,enalapril
40165768,Enalapril Maleate 2.5 MG Oral Tablet [Vasotec],858806,RxNorm,enalapril
36242304,Vasotec Pill,1187735,RxNorm,enalapril
40165790,Enalapril Maleate 5 MG Oral Tablet [Vasotec],858815,RxNorm,enalapril
40165781,Enalapril Maleate 5 MG / Felodipine 5 MG Extended Release Oral Tablet,858621,RxNorm,enalapril
1341927,Enalapril,3827,RxNorm,enalapril
40165751,Enalapril Maleate 1.25 MG/ML,858820,RxNorm,enalapril
1341968,Enalapril 5 MG,328292,RxNorm,enalapril
36247815,Enalapril Oral Liquid Product,1435622,RxNorm,enalapril
36216725,Diltiazem / Enalapril Oral Product,1151883,RxNorm,enalapril
19103511,Diltiazem 180 MG / Enalapril 5 MG Oral Capsule,410743,RxNorm,enalapril
40165775,Enalapril Maleate 20 MG Oral Tablet [Vasotec],858812,RxNorm,enalapril
40165753,Enalapril Maleate 1.25 MG/ML Injectable Solution [Vasotec],858823,RxNorm,enalapril
19096771,Enalapril 10 MG / Hydrochlorothiazide 12.5 MG Oral Tablet,349449,RxNorm,enalapril
40165764,Enalapril Maleate 10 MG [Vasotec],858818,RxNorm,enalapril
40165787,Enalapril Maleate 5 MG / Hydrochlorothiazide 12.5 MG [Vaseretic],858825,RxNorm,enalapril
36245168,Enalapril Chewable Product,1295239,RxNorm,enalapril
40165778,Enalapril Maleate 5 MG / Felodipine 2.5 MG Extended Release Oral Tablet,858618,RxNorm,enalapril
36224574,Enalapril / Felodipine Pill,1162648,RxNorm,enalapril
40042334,Enalapril Chewable Tablet,378269,RxNorm,enalapril
36240745,Lexxel Oral Product,1186161,RxNorm,enalapril
36224577,Enalapril Injectable Product,1162651,RxNorm,enalapril
40165791,Enalapril Maleate 5 MG [Vasotec],858814,RxNorm,enalapril
43560166,Enalapril Oral Solution,1435623,RxNorm,enalapril
40165759,Enalapril Maleate 10 MG / Hydrochlorothiazide 25 MG Oral Tablet [Vaseretic],858830,RxNorm,enalapril
19025231,Enalapril Maleate 20 MG Oral Tablet [Innovace],201378,RxNorm,enalapril
40042335,Enalapril Injectable Solution,378288,RxNorm,enalapril
40165770,Enalapril Maleate 20 MG,858809,RxNorm,enalapril
36224575,Enalapril / Hydrochlorothiazide Oral Product,1162649,RxNorm,enalapril
36224573,Enalapril / Felodipine Oral Product,1162647,RxNorm,enalapril
19025180,Enalapril Maleate 10 MG Oral Tablet [Innovace],201377,RxNorm,enalapril
40042339,Enalapril Oral Tablet [Vasotec],369505,RxNorm,enalapril
36240746,Lexxel Pill,1186162,RxNorm,enalapril
36216726,Diltiazem / Enalapril Pill,1151884,RxNorm,enalapril
40165765,Enalapril Maleate 2.5 MG,858803,RxNorm,enalapril
40165757,Enalapril Maleate 10 MG / Hydrochlorothiazide 25 MG Oral Tablet,858828,RxNorm,enalapril
36224578,Enalapril Oral Product,1162652,RxNorm,enalapril
40165774,Enalapril Maleate 20 MG Oral Tablet [Renitec],858845,RxNorm,enalapril
1328742,Diltiazem Hydrochloride 180 MG / Enalapril Maleate 5 MG Extended Release Oral Tablet [Teczem],846148,RxNorm,enalapril
1341998,Enalapril Maleate 5 MG,833236,RxNorm,enalapril
43560164,Enalapril Maleate 1 MG/ML Oral Solution [Epaned],1435630,RxNorm,enalapril
40165754,Enalapril Maleate 1.25 MG/ML [Vasotec],858822,RxNorm,enalapril
43560167,Enalapril Oral Solution [Epaned],1435627,RxNorm,enalapril
40042000,Enalapril / Hydrochlorothiazide Oral Tablet,372006,RxNorm,enalapril
40165748,Enalapril / Felodipine Extended Release Oral Tablet [Lexxel],858883,RxNorm,enalapril
40165769,Enalapril Maleate 2.5 MG [Vasotec],858805,RxNorm,enalapril
36229008,Renitec Pill,1180748,RxNorm,enalapril
40165786,Enalapril Maleate 5 MG / Hydrochlorothiazide 12.5 MG Oral Tablet [Vaseretic],858827,RxNorm,enalapril
36224576,Enalapril / Hydrochlorothiazide Pill,1162650,RxNorm,enalapril
43560165,Enalapril Maleate 1 MG/ML [Epaned],1435626,RxNorm,enalapril
36247816,Epaned Oral Liquid Product,1435628,RxNorm,enalapril
40165767,Enalapril Maleate 2.5 MG Oral Tablet,858804,RxNorm,enalapril
19106534,Enalapril 20 MG / Hydrochlorothiazide 6 MG Oral Tablet,428808,RxNorm,enalapril
19082321,Diltiazem Hydrochloride 180 MG / Enalapril Maleate 5 MG [Teczem],846147,RxNorm,enalapril
40165772,Enalapril Maleate 20 MG Chewable Tablet,858926,RxNorm,enalapril
40165777,Enalapril Maleate 20 MG [Vasotec],858811,RxNorm,enalapril
40165785,Enalapril Maleate 5 MG / Hydrochlorothiazide 12.5 MG Oral Tablet,858824,RxNorm,enalapril
36239983,Vaseretic Oral Product,1187581,RxNorm,enalapril
40034889,Diltiazem / Enalapril Extended Release Oral Tablet [Teczem],370008,RxNorm,enalapril
