"concept_id","concept_name","concept_code","vocabulary_id","pcornet_vocabulary_id","category","ingredient"
44979272,"Furosemide 40 mg/1 TABLET [Furosemide]","063304625","NDC","ND","loop","furosemide"
21088906,"150 ML Bumetanide 0.2 MG/ML Oral Solution by Generics","OMOP326013","RxNorm Extension","RX","loop","bumetanide"
44016216,"Dom-Furosemide","OMOP1010847","RxNorm Extension","RX","loop","furosemide"
45199569,"Furosemide 80 MG Oral Tablet","00894641902","NDC","ND","loop","furosemide"
35156936,"torsemide 8 MG","OMOP4813943","RxNorm Extension","RX","loop","torsemide"
41063954,"Furosemide 20 MG / Spironolactone 50 MG Oral Tablet [Spiro F] Box of 500","OMOP2261916","RxNorm Extension","RX","loop","furosemide"
40014785,"bumetanide Oral Tablet","371158","RxNorm","RX","loop","bumetanide"
43798008,"Furosemide Oral Tablet [Furo-Ct]","OMOP806967","RxNorm Extension","RX","loop","furosemide"
41111670,"Canrenoic Acid / Furosemide Injectable Solution","OMOP2309632","RxNorm Extension","RX","loop","furosemide"
41001727,"Furosemide 250 MG Oral Tablet [Furobeta] Box of 20","OMOP2199689","RxNorm Extension","RX","loop","furosemide"
44494802,"furosemide 20mg/1 ORAL TABLET","705180584","NDC","ND","loop","furosemide"
1218946,"bumetanide 1 MG Oral Tablet","00904701606","NDC","ND","loop","bumetanide"
43270076,"25 ML Furosemide 10 MG/ML Injection [Lasix] Box of 6","OMOP564900","RxNorm Extension","RX","loop","furosemide"
42841415,"furosemide 40 MG Oral Tablet","70518107200","NDC","ND","loop","furosemide"
45005465,"Bumetanide 0.5 MG Oral Tablet","61392004851","NDC","ND","loop","bumetanide"
43809597,"50 ML Furosemide 10 MG/ML Oral Solution [Lasix Liquidum]","OMOP814920","RxNorm Extension","RX","loop","furosemide"
41461914,"2.02 ML Furosemide 10 MG/ML Injectable Solution Box of 25","OMOP2659876","RxNorm Extension","RX","loop","furosemide"
45249738,"Furosemide 10 MG/ML Injectable Solution","00469128025","NDC","ND","loop","furosemide"
41454660,"2.02 ML Furosemide 10 MG/ML Injectable Solution [Furosemid Hameln]","OMOP2652622","RxNorm Extension","RX","loop","furosemide"
44028576,"Furosemide 20 MG [Pms-Furosemide]","OMOP1023207","RxNorm Extension","RX","loop","furosemide"
41089197,"torsemide 20 MG Oral Tablet [Torasemid Ct] Box of 50","OMOP2287159","RxNorm Extension","RX","loop","torsemide"
21084162,"Furosemide 40 MG Oral Tablet by Sandoz","OMOP402777","RxNorm Extension","RX","loop","furosemide"
40867237,"Furosemide 20 MG / Spironolactone 100 MG Oral Capsule Box of 20","OMOP2065199","RxNorm Extension","RX","loop","furosemide"
44102216,"Furosemide 10 MG/ML Intramuscular Solution Box of 10 by Teligent Ou","OMOP1096847","RxNorm Extension","RX","loop","furosemide"
42958829,"torsemide 5 MG [TORSEMIDE BORYUNG]","OMOP4685337","RxNorm Extension","RX","loop","torsemide"
21067725,"1 ML Amiloride 0.25 MG/ML / Furosemide 2 MG/ML Oral Solution [Co-amilofruse]","OMOP297749","RxNorm Extension","RX","loop","furosemide"
40939337,"Furosemide 20 MG / Spironolactone 50 MG Oral Capsule [Osyrol] Box of 50","OMOP2137299","RxNorm Extension","RX","loop","furosemide"
45181799,"Bumetanide 0.5 MG Oral Tablet","00615454163","NDC","ND","loop","bumetanide"
44919523,"Furosemide 80 MG Oral Tablet","58016057612","NDC","ND","loop","furosemide"
41132393,"torsemide 2.5 MG Oral Tablet [Toragamma] Box of 50 by AAA-Pharma","OMOP2330355","RxNorm Extension","RX","loop","torsemide"
21143037,"Furosemide 40 MG Oral Tablet Box of 28 by Mylan","OMOP402794","RxNorm Extension","RX","loop","furosemide"
43802845,"torsemide 10 MG Oral Tablet [Torasemid-Teva]","OMOP672622","RxNorm Extension","RX","loop","torsemide"
43218467,"2 ML Furosemide 10 MG/ML Prefilled Syringe [FUROSEMIDE KABI] Box of 5 by Fresenius","OMOP509737","RxNorm Extension","RX","loop","furosemide"
42971384,"Furosemide 40 MG [FURIX]","OMOP4697802","RxNorm Extension","RX","loop","furosemide"
44906986,"furosemide 20 MG Oral Tablet","00054429725","NDC","ND","loop","furosemide"
45179897,"Ethacrynic Acid 25 MG Oral Tablet [Edecrin]","00179195672","NDC","ND","loop","ethacrynate"
45010845,"Furosemide 20 MG Oral Tablet","00440755590","NDC","ND","loop","furosemide"
45341200,"Furosemide 80 MG Oral Tablet","47202249402","NDC","ND","loop","furosemide"
41319447,"torsemide 2.5 MG Oral Tablet [Torasemid 1a Pharma] Box of 50 by 1 A","OMOP2517409","RxNorm Extension","RX","loop","torsemide"
21079195,"150 ML Furosemide 1 MG/ML Oral Solution by Special Order","OMOP325998","RxNorm Extension","RX","loop","furosemide"
36217842,"bumetanide / potassium chloride Oral Product","1151343","RxNorm","RX","loop","bumetanide"
41158221,"Furosemide 40 MG Oral Tablet [Furosemid Sandoz] Box of 30","OMOP2356183","RxNorm Extension","RX","loop","furosemide"
35908919,"ethacrynic acid 25 MG Oral Tablet","50228033401","NDC","ND","loop","ethacrynate"
40243913,"furosemide 10 MG / penbutolol sulfate 20 MG Oral Tablet","1191188","RxNorm","RX","loop","furosemide"
40039008,"Ethacrynic Acid Injectable Solution","376852","RxNorm","RX","loop","ethacrynate"
44035188,"Bumetanide 2 MG Oral Tablet [Burinex]","OMOP1029819","RxNorm Extension","RX","loop","bumetanide"
41379174,"20 ML Canrenoic Acid 10 MG/ML / Furosemide 1.12 MG/ML / Phosphoric acid 0.5 MG/ML Injectable Solution [Aldactone] Box of 5","OMOP2577136","RxNorm Extension","RX","loop","furosemide"
35905377,"bumetanide 0.5 MG Oral Tablet","14539070005","NDC","ND","loop","bumetanide"
41301656,"torsemide 2.5 MG Oral Tablet Box of 30","OMOP2499618","RxNorm Extension","RX","loop","torsemide"
36499649,"furosemide 80 MG Oral Tablet","71610030560","NDC","ND","loop","furosemide"
43288368,"Furosemide 20 MG Oral Tablet by Apotex","OMOP532751","RxNorm Extension","RX","loop","furosemide"
1562140,"furosemide 40 MG Oral Tablet","52959075107","NDC","ND","loop","furosemide"
41458923,"2.02 ML Furosemide 10 MG/ML Injectable Solution [Lasix] Box of 4 by Sanofi","OMOP2656885","RxNorm Extension","RX","loop","furosemide"
36811494,"Furosemide 8 MG/ML Oral Solution by AMCo","OMOP4825529","RxNorm Extension","RX","loop","furosemide"
40979406,"Furosemide 500 MG Oral Tablet Box of 100 by Heumann","OMOP2177368","RxNorm Extension","RX","loop","furosemide"
21133086,"Furosemide 20 MG Oral Tablet Box of 28 by Actavis","OMOP402650","RxNorm Extension","RX","loop","furosemide"
41313737,"Furosemide 20 MG / Spironolactone 50 MG Oral Tablet [Spiro Tk] Box of 50","OMOP2511699","RxNorm Extension","RX","loop","furosemide"
819248,"furosemide 20mg/2mL INTRAMUSCULAR; INTRAVENOUS INJECTION, SOLUTION","718727236","NDC","ND","loop","furosemide"
41313750,"Furosemide 40 MG Oral Tablet [Furosemid Basics]","OMOP2511712","RxNorm Extension","RX","loop","furosemide"
44849188,"furosemide 40mg/1 ORAL TABLET","545690574","NDC","ND","loop","furosemide"
44899650,"Furosemide 20 MG Oral Tablet","51813009030","NDC","ND","loop","furosemide"
41455232,"2.02 ML Furosemide 10 MG/ML Injectable Solution [Durafurid] Box of 5","OMOP2653194","RxNorm Extension","RX","loop","furosemide"
45252906,"furosemide 40 MG Oral Tablet","10544058430","NDC","ND","loop","furosemide"
43520502,"2.02 ML Furosemide 10 MG/ML Injection","OMOP2807617","RxNorm Extension","RX","loop","furosemide"
41189366,"Furosemide 30 MG / Reserpine 0.2 MG Oral Capsule [Nortensin] Box of 60","OMOP2387328","RxNorm Extension","RX","loop","furosemide"
41101059,"torsemide 5 MG Oral Tablet [Torasemid Biomo] Box of 100 by biomo","OMOP2299021","RxNorm Extension","RX","loop","torsemide"
40732016,"Bumetanide 1 MG Oral Tablet by Sigma","OMOP4725674","RxNorm Extension","RX","loop","bumetanide"
40716290,"5 ML Furosemide 10 MG/ML Injectable Solution Box of 10 by Peckforton","OMOP4740856","RxNorm Extension","RX","loop","furosemide"
41282466,"Furosemide 500 MG Oral Tablet [Furosemid Heumann] Box of 500","OMOP2480428","RxNorm Extension","RX","loop","furosemide"
44935509,"furosemide 10mg/mL INTRAVENOUS INJECTION","551545704","NDC","ND","loop","furosemide"
41226125,"torsemide 5 MG Oral Tablet [Torem] Box of 100 by Berlin-Chemie","OMOP2424087","RxNorm Extension","RX","loop","torsemide"
41339138,"2 ML Furosemide 10 MG/ML Injectable Solution [Furanthral] Box of 25","OMOP2537100","RxNorm Extension","RX","loop","furosemide"
37620330,"bumetanide 1 MG Oral Tablet","50090506802","NDC","ND","loop","bumetanide"
40845945,"Furosemide 30 MG Extended Release Oral Capsule [Furo Abz] Box of 50","OMOP2043907","RxNorm Extension","RX","loop","furosemide"
36179829,"bumetanide 1 MG Oral Tablet","68382052606","NDC","ND","loop","bumetanide"
45120698,"Furosemide 20 MG Oral Tablet","51655019382","NDC","ND","loop","furosemide"
45159630,"furosemide 20 MG Oral Tablet","63874040014","NDC","ND","loop","furosemide"
35147333,"Furosemide 20 MG Injectable Solution","OMOP4804409","RxNorm Extension","RX","loop","furosemide"
40979414,"Furosemide 20 MG Oral Tablet Box of 100 by Ratiopharm","OMOP2177376","RxNorm Extension","RX","loop","furosemide"
41260453,"Furosemide 40 MG Oral Tablet [Lasix] Box of 50 by Ae-Media","OMOP2458415","RxNorm Extension","RX","loop","furosemide"
19117493,"torsemide 5 MG/ML [Torem]","565754","RxNorm","RX","loop","torsemide"
45227822,"torsemide 20 MG Oral Tablet","62756076318","NDC","ND","loop","torsemide"
41282461,"Furosemide 10 MG/ML Injectable Solution [Furosemid] Box of 25","OMOP2480423","RxNorm Extension","RX","loop","furosemide"
19110028,"furosemide 5 MG/ML","439814","RxNorm","RX","loop","furosemide"
35526942,"furosemide 20 MG Oral Tablet","70518005004","NDC","ND","loop","furosemide"
41089193,"torsemide 2.5 MG Oral Tablet [Torasemid 1a Pharma] Box of 20","OMOP2287155","RxNorm Extension","RX","loop","torsemide"
43712883,"torsemide 10 MG [Torasemid-Teva]","OMOP672596","RxNorm Extension","RX","loop","torsemide"
43134496,"Furosemide 40 MG Oral Tablet [FUROSEMIDE RANBAXY] Box of 30","OMOP444324","RxNorm Extension","RX","loop","furosemide"
21103838,"Amiloride 2 MG/ML / Furosemide 25 MG/ML Oral Suspension","OMOP403049","RxNorm Extension","RX","loop","furosemide"
21029360,"25 ML Furosemide 10 MG/ML Prefilled Syringe Box of 10 by Wockhardt","OMOP315806","RxNorm Extension","RX","loop","furosemide"
41455472,"2.02 ML torsemide 5 MG/ML Injectable Solution Box of 25","OMOP2653434","RxNorm Extension","RX","loop","torsemide"
45124684,"Bumetanide 0.5 MG Oral Tablet","61392004895","NDC","ND","loop","bumetanide"
36225484,"torsemide Oral Product","1162752","RxNorm","RX","loop","torsemide"
45207585,"torsemide 10 MG Oral Tablet","54868604801","NDC","ND","loop","torsemide"
45068376,"Furosemide 40 MG Oral Tablet","47202231403","NDC","ND","loop","furosemide"
21074635,"Bumetanide 1 MG Oral Tablet [Burinex] Box of 28","OMOP405576","RxNorm Extension","RX","loop","bumetanide"
45265742,"bumetanide 2 MG Oral Tablet","00185013001","NDC","ND","loop","bumetanide"
44939195,"Furosemide 40 MG Oral Tablet","66267009840","NDC","ND","loop","furosemide"
21077593,"1 ML Furosemide 10 MG/ML Oral Solution by Special Order","OMOP297683","RxNorm Extension","RX","loop","furosemide"
44969496,"Furosemide 40 MG Oral Tablet","55829026610","NDC","ND","loop","furosemide"
40970400,"Furosemide 40 MG Oral Tablet [Furo 1a Pharma] Box of 20","OMOP2168362","RxNorm Extension","RX","loop","furosemide"
19118538,"torsemide 100 MG [Demadex]","568808","RxNorm","RX","loop","torsemide"
21054695,"Furosemide 20 MG Oral Tablet by Actavis","OMOP402629","RxNorm Extension","RX","loop","furosemide"
44461709,"Furosemide 20 MG Oral Tablet","54348013130","NDC","ND","loop","furosemide"
21064543,"Furosemide 20 MG Oral Tablet by Boston","OMOP402618","RxNorm Extension","RX","loop","furosemide"
41313769,"Furosemide 500 MG Oral Tablet [Furosemid Acis] Box of 50","OMOP2511731","RxNorm Extension","RX","loop","furosemide"
41127370,"Ethacrynate 1 MG/ML Injectable Solution [Hydromedin] Box of 10","OMOP2325332","RxNorm Extension","RX","loop","ethacrynate"
41120435,"torsemide 10 MG Oral Tablet [Torasemid Accedo] Box of 50","OMOP2318397","RxNorm Extension","RX","loop","torsemide"
45327037,"torsemide 10mg/1 ORAL TABLET","548683835","NDC","ND","loop","torsemide"
36007719,"bumetanide 1mg/1 ORAL TABLET","502680131","NDC","ND","loop","bumetanide"
45746834,"furosemide 10 MG/ML Oral Solution","11695222202","NDC","ND","loop","furosemide"
45380876,"Bumetanide 2 MG Oral Tablet","61392005060","NDC","ND","loop","bumetanide"
41202765,"torsemide 2.5 MG [Torasemid Teva]","OMOP2400727","RxNorm Extension","RX","loop","torsemide"
21064559,"Furosemide 0.9 MG/ML Oral Suspension by Special Order","OMOP402946","RxNorm Extension","RX","loop","furosemide"
41195060,"torsemide 10 MG Oral Tablet [Torasemid Beta] Box of 30 by Betapharm","OMOP2393022","RxNorm Extension","RX","loop","torsemide"
40964152,"torsemide 10 MG Oral Tablet [Toradiur] Box of 28","OMOP2162114","RxNorm Extension","RX","loop","torsemide"
41291581,"Furosemide 40 MG Oral Tablet [Furosemid Heumann] Box of 20 by Norispharm","OMOP2489543","RxNorm Extension","RX","loop","furosemide"
45137961,"Furosemide 20 MG Oral Tablet","52544031110","NDC","ND","loop","furosemide"
40877042,"Furosemide 40 MG Oral Tablet [Furosemid Basics] Box of 50","OMOP2075004","RxNorm Extension","RX","loop","furosemide"
956951,"furosemide 40 MG / potassium chloride 750 MG Oral Tablet","251373","RxNorm","RX","loop","furosemide"
42822893,"bumetanide 2 MG Oral Tablet","00832054211","NDC","ND","loop","bumetanide"
45147936,"Furosemide 20 MG Oral Tablet","00719136410","NDC","ND","loop","furosemide"
40995453,"torsemide 5 MG Oral Tablet [Torasemid Beta]","OMOP2193415","RxNorm Extension","RX","loop","torsemide"
21162818,"Amiloride 2.5 MG / Furosemide 20 MG Oral Tablet [Co-amilofruse] by Phoenix Labs","OMOP402996","RxNorm Extension","RX","loop","furosemide"
35764036,"Amiloride 10 MG / Furosemide 80 MG Oral Tablet [Co-amilofruse] by Arrow Generics","OMOP2765497","RxNorm Extension","RX","loop","furosemide"
21143062,"Amiloride 10 MG / Furosemide 80 MG Oral Tablet [Co-amilofruse] by A A H","OMOP403082","RxNorm Extension","RX","loop","furosemide"
1566467,"furosemide 40mg/1 ORAL TABLET","680714022","NDC","ND","loop","furosemide"
45853657,"furosemide 40mg/1 ORAL TABLET","680840016","NDC","ND","loop","furosemide"
41260462,"Furosemide 40 MG Oral Tablet Box of 30 by Novartis","OMOP2458424","RxNorm Extension","RX","loop","furosemide"
42833050,"furosemide 20 MG Oral Tablet","71335060101","NDC","ND","loop","furosemide"
45846198,"furosemide 40mg/1 ORAL TABLET","631870097","NDC","ND","loop","furosemide"
40040342,"furosemide Oral Tablet [Frumax]","368489","RxNorm","RX","loop","furosemide"
45162728,"furosemide 40mg/1 ORAL TABLET","001722907","NDC","ND","loop","furosemide"
40964157,"torsemide 5 MG Oral Tablet [Torasemid Ratiopharm]","OMOP2162119","RxNorm Extension","RX","loop","torsemide"
44977467,"torsemide 20mg/1 ORAL TABLET","006155575","NDC","ND","loop","torsemide"
41226115,"torsemide 10 MG Oral Tablet [Torasemid Heumann] Box of 100 by Heunet","OMOP2424077","RxNorm Extension","RX","loop","torsemide"
40863537,"Furosemide Oral Tablet [Hydro Rapid In]","OMOP2061499","RxNorm Extension","RX","loop","furosemide"
43695055,"torsemide 5 MG Oral Tablet [Torasemid Stada]","OMOP672778","RxNorm Extension","RX","loop","torsemide"
40995436,"torsemide 10 MG Oral Tablet [Torasemid Beta]","OMOP2193398","RxNorm Extension","RX","loop","torsemide"
44093289,"Furosemide 80 MG [FUROSEMIDE TEVA]","OMOP1087920","RxNorm Extension","RX","loop","furosemide"
21146191,"1 ML Furosemide 0.6 MG/ML Oral Solution by Special Order","OMOP297721","RxNorm Extension","RX","loop","furosemide"
45259311,"Furosemide 40 MG Oral Tablet","55154580300","NDC","ND","loop","furosemide"
43834250,"Furosemide 500 MG Oral Tablet [Furosemid Stada] by Stada","OMOP808862","RxNorm Extension","RX","loop","furosemide"
46331421,"furosemide 20 MG Oral Tablet","63187051730","NDC","ND","loop","furosemide"
45062762,"Furosemide 40 MG Oral Tablet","00615044653","NDC","ND","loop","furosemide"
41189357,"Furosemide 20 MG / Spironolactone 50 MG Oral Tablet [Furorese]","OMOP2387319","RxNorm Extension","RX","loop","furosemide"
45815100,"furosemide 10mg/mL INTRAVENOUS INJECTION, SOLUTION","360000065","NDC","ND","loop","furosemide"
41041829,"Furosemide 20 MG / Spironolactone 50 MG Oral Tablet [Furo Aldopur] Box of 20 by Kwizda","OMOP2239791","RxNorm Extension","RX","loop","furosemide"
40960808,"Furosemide 30 MG Extended Release Oral Capsule Box of 300","OMOP2158770","RxNorm Extension","RX","loop","furosemide"
36397891,"2 ML furosemide 10 MG/ML Injection","16729050030","NDC","ND","loop","furosemide"
43145406,"Furosemide 40 MG Oral Tablet Box of 30","OMOP444305","RxNorm Extension","RX","loop","furosemide"
41339666,"2 ML Furosemide 10 MG/ML Injectable Solution [Sigasalur] Box of 25","OMOP2537628","RxNorm Extension","RX","loop","furosemide"
44437507,"furosemide 20 MG Oral Tablet","70518005002","NDC","ND","loop","furosemide"
43286150,"5 ML Furosemide 10 MG/ML Injection [Frusemide]","OMOP562414","RxNorm Extension","RX","loop","furosemide"
45351689,"Furosemide 80 MG Oral Tablet","00364070090","NDC","ND","loop","furosemide"
40040331,"Furosemide Injectable Solution [Dryptal]","363582","RxNorm","RX","loop","furosemide"
40039003,"Ethacrynic Acid 25 MG Oral Tablet","197672","RxNorm","RX","loop","ethacrynate"
21156490,"2 ML Furosemide 10 MG/ML Prefilled Syringe [Lasix] Box of 5 by Sanofi","OMOP303986","RxNorm Extension","RX","loop","furosemide"
21123239,"Amiloride 2.5 MG / Furosemide 20 MG Oral Tablet [Co-amilofruse] Box of 56 by Wockhardt","OMOP403036","RxNorm Extension","RX","loop","furosemide"
41140164,"torsemide 2.5 MG [Torasemid Tad]","OMOP2338126","RxNorm Extension","RX","loop","torsemide"
41456414,"2.02 ML Furosemide 10 MG/ML Injectable Solution [Lasix] Box of 20","OMOP2654376","RxNorm Extension","RX","loop","furosemide"
45108526,"furosemide 20 MG Oral Tablet","63629268301","NDC","ND","loop","furosemide"
41455229,"2.02 ML Furosemide 10 MG/ML Injectable Solution [Furosemid Hameln] Box of 5","OMOP2653191","RxNorm Extension","RX","loop","furosemide"
21044885,"Furosemide 0.05 MG/ACTUAT Nasal Spray by Special Order","OMOP402957","RxNorm Extension","RX","loop","furosemide"
45242507,"Furosemide 40 MG Oral Tablet","55887057430","NDC","ND","loop","furosemide"
44854439,"Furosemide 20 MG Oral Tablet","68115014930","NDC","ND","loop","furosemide"
43208335,"25 ML Furosemide 10 MG/ML Prefilled Syringe [FUROSEMIDE RENAUDIN]","OMOP518566","RxNorm Extension","RX","loop","furosemide"
40955930,"torsemide Oral Tablet [Toracard]","OMOP2153892","RxNorm Extension","RX","loop","torsemide"
45867594,"torsemide 20 MG Oral Tablet","50268075611","NDC","ND","loop","torsemide"
41120443,"torsemide 5 MG Oral Tablet [Torasemid Ratiopharm] Box of 50","OMOP2318405","RxNorm Extension","RX","loop","torsemide"
35129918,"Furosemide 40 MG Oral Tablet by Fuso","OMOP4787177","RxNorm Extension","RX","loop","furosemide"
45827335,"torsemide 100mg/1 ORAL TABLET","498840109","NDC","ND","loop","torsemide"
36057587,"furosemide 40 MG Oral Tablet Box of 28 by Sovereign","OMOP4983127","RxNorm Extension","RX","loop","furosemide"
19037429,"torsemide 5 MG Oral Tablet [Demadex]","208082","RxNorm","RX","loop","torsemide"
36216169,"amiloride / furosemide / indapamide Oral Product","1151598","RxNorm","RX","loop","furosemide"
41363007,"10 ML Canrenoic Acid 20 MG/ML / Furosemide 2 MG/ML Injectable Solution Box of 5","OMOP2560969","RxNorm Extension","RX","loop","furosemide"
41276294,"torsemide 5 MG Oral Tablet [Torasemid Stada] Box of 50","OMOP2474256","RxNorm Extension","RX","loop","torsemide"
1765966,"ethacrynic acid 25 MG Oral Tablet","72134000301","NDC","ND","loop","ethacrynate"
41282469,"Furosemide 500 MG Oral Tablet [Furo] Box of 50","OMOP2480431","RxNorm Extension","RX","loop","furosemide"
43726049,"Furosemide 10 MG/ML Injectable Solution Box of 5","OMOP808114","RxNorm Extension","RX","loop","furosemide"
45212005,"furosemide 20 MG Oral Tablet","67544024430","NDC","ND","loop","furosemide"
45140419,"Furosemide 80 MG Oral Tablet","58016057601","NDC","ND","loop","furosemide"
41152020,"torsemide 5 MG Oral Tablet [Toracard] Box of 100","OMOP2349982","RxNorm Extension","RX","loop","torsemide"
41458372,"2.02 ML Furosemide 10 MG/ML Injectable Solution [Lasix] Box of 20 by Sanofi","OMOP2656334","RxNorm Extension","RX","loop","furosemide"
43039203,"2 ML Furosemide 10 MG/ML Prefilled Syringe Box of 100 by Chaix Et Du Marais","OMOP4854240","RxNorm Extension","RX","loop","furosemide"
45177676,"Furosemide 40 MG Oral Tablet","67544072330","NDC","ND","loop","furosemide"
35129908,"Furosemide 40 MG/ML [Lasix]","OMOP4787167","RxNorm Extension","RX","loop","furosemide"
41319461,"torsemide 5 MG Oral Tablet [Torasemid Accedo] Box of 30 by Accedo","OMOP2517423","RxNorm Extension","RX","loop","torsemide"
40836170,"Furosemide 500 MG Oral Tablet Box of 200","OMOP2034132","RxNorm Extension","RX","loop","furosemide"
44974542,"Furosemide 40 MG Oral Tablet","00039006006","NDC","ND","loop","furosemide"
21035033,"Amiloride 5 MG / Furosemide 40 MG Oral Tablet [Co-amilofruse] by Wockhardt","OMOP403179","RxNorm Extension","RX","loop","furosemide"
44135769,"2.02 ML Furosemide 10 MG/ML Injectable Solution [Lasix] by Hoechst","OMOP1130400","RxNorm Extension","RX","loop","furosemide"
41226107,"torsemide 10 MG Oral Tablet [Torem] Box of 400 by Berlin-Chemie","OMOP2424069","RxNorm Extension","RX","loop","torsemide"
43039200,"2 ML Furosemide 10 MG/ML Prefilled Syringe Box of 5 by Accord","OMOP4854237","RxNorm Extension","RX","loop","furosemide"
40970405,"Furosemide 125 MG Oral Tablet [Furosemid Ratiopharm] Box of 50","OMOP2168367","RxNorm Extension","RX","loop","furosemide"
41276282,"torsemide 10 MG Oral Tablet [Torasemid Heumann H2u] Box of 30","OMOP2474244","RxNorm Extension","RX","loop","torsemide"
19092959,"torsemide 5 MG/ML","336840","RxNorm","RX","loop","torsemide"
41010755,"Furosemide 500 MG Oral Tablet [FUROSEMIDE TEVA] Box of 50 by TEVA","OMOP2208717","RxNorm Extension","RX","loop","furosemide"
45005374,"furosemide 40 MG Oral Tablet","60760062560","NDC","ND","loop","furosemide"
41136023,"Furosemide 60 MG Extended Release Oral Capsule [Furorese] Box of 100 by Novartis","OMOP2333985","RxNorm Extension","RX","loop","furosemide"
45276819,"Furosemide 20 MG Oral Tablet","55887099760","NDC","ND","loop","furosemide"
44441143,"furosemide 20 MG Oral Tablet","12634041682","NDC","ND","loop","furosemide"
45126474,"Furosemide 40 MG Oral Tablet","67544022045","NDC","ND","loop","furosemide"
21113786,"Bumetanide 5 MG Oral Tablet Box of 28 by Mylan","OMOP405604","RxNorm Extension","RX","loop","bumetanide"
43681047,"2 ML Furosemide 10 MG/ML Injectable Solution [Furo-Ct] Box of 5","OMOP753260","RxNorm Extension","RX","loop","furosemide"
41295671,"torsemide 200 MG [Torasemid Sandoz]","OMOP2493633","RxNorm Extension","RX","loop","torsemide"
40836168,"Furosemide 10 MG/ML Injectable Solution Box of 500","OMOP2034130","RxNorm Extension","RX","loop","furosemide"
45284398,"Furosemide 40 MG Oral Tablet","00591030110","NDC","ND","loop","furosemide"
45301287,"Furosemide 20 MG Oral Tablet","00527100501","NDC","ND","loop","furosemide"
36242721,"Salix - substance Injectable Product","1185373","RxNorm","RX","loop","furosemide"
43730919,"torsemide 20 MG [Torasemid - 1 A Pharma]","OMOP672721","RxNorm Extension","RX","loop","torsemide"
41260454,"Furosemide 40 MG Oral Tablet [Lasix] Box of 20 by Alpha Med","OMOP2458416","RxNorm Extension","RX","loop","furosemide"
40953727,"Furosemide 20 MG / Spironolactone 50 MG [Spiro D]","OMOP2151689","RxNorm Extension","RX","loop","furosemide"
45216128,"Furosemide 40 MG Oral Tablet","00615044630","NDC","ND","loop","furosemide"
45005229,"Bumetanide 0.5 MG Oral Tablet [Bumex]","60491009160","NDC","ND","loop","bumetanide"
45046207,"Furosemide 20 MG Oral Tablet","00839634506","NDC","ND","loop","furosemide"
45288271,"Furosemide 20 MG Oral Tablet","21695049030","NDC","ND","loop","furosemide"
21171403,"Furosemide / Spironolactone Oral Capsule [Lasilactone]","OMOP382677","RxNorm Extension","RX","loop","furosemide"
43857079,"torsemide 10 MG [Torasemid-Ratiopharm]","OMOP672605","RxNorm Extension","RX","loop","torsemide"
21143214,"Bumetanide 0.5 MG / Potassium Chloride 573 MG [Burinex]","OMOP405630","RxNorm Extension","RX","loop","bumetanide"
36268091,"Furosemide 10 MG/ML Injection [Lasix] Box of 6","OMOP3118966","RxNorm Extension","RX","loop","furosemide"
43178601,"Furosemide 40 MG [FUROSEMIDE BIOGARAN]","OMOP444293","RxNorm Extension","RX","loop","furosemide"
46247372,"furosemide 20mg/1 ORAL TABLET","631870437","NDC","ND","loop","furosemide"
40867244,"Furosemide 500 MG Oral Tablet Box of 20","OMOP2065206","RxNorm Extension","RX","loop","furosemide"
41251565,"Furosemide 15 MG / Reserpine 0.1 MG Oral Tablet [Terbolan] Box of 30","OMOP2449527","RxNorm Extension","RX","loop","furosemide"
45023204,"furosemide 40 MG Oral Tablet","63304062503","NDC","ND","loop","furosemide"
45369200,"4 ML Furosemide 10 MG/ML Injection","00517570425","NDC","ND","loop","furosemide"
44439942,"Furosemide 40 MG Oral Tablet","63629669401","NDC","ND","loop","furosemide"
45853658,"furosemide 80mg/1 ORAL TABLET","680840017","NDC","ND","loop","furosemide"
45875892,"furosemide 50 MG Oral Tablet [Disal]","00010673901","NDC","ND","loop","furosemide"
44106207,"Furosemide 20 MG [Dom-Furosemide]","OMOP1100838","RxNorm Extension","RX","loop","furosemide"
45100391,"torsemide 10 MG Oral Tablet","23490149703","NDC","ND","loop","torsemide"
21084181,"Amiloride 5 MG / Furosemide 40 MG Oral Tablet [Fru-Co] by TEVA","OMOP403154","RxNorm Extension","RX","loop","furosemide"
1105309,"furosemide 40 MG Oral Tablet","61919025590","NDC","ND","loop","furosemide"
45324522,"Furosemide 20 MG Oral Tablet","49349033902","NDC","ND","loop","furosemide"
21172551,"Amiloride 5 MG / Furosemide 40 MG Oral Tablet [Frumil] Box of 56 by Sanofi","OMOP403143","RxNorm Extension","RX","loop","furosemide"
40131003,"ethacrynate Oral Tablet","617327","RxNorm","RX","loop","ethacrynate"
43219627,"60 ML Furosemide 10 MG/ML Oral Solution [LASILIX] Box of 1 by Sanofi","OMOP426254","RxNorm Extension","RX","loop","furosemide"
41226105,"torsemide 2.5 MG Oral Tablet [Torasemid Pharma] Box of 20 by AAA-Pharma","OMOP2424067","RxNorm Extension","RX","loop","torsemide"
45312444,"Furosemide 20 MG Oral Tablet","60429007818","NDC","ND","loop","furosemide"
41339857,"2 ML Furosemide 10 MG/ML Injectable Solution [Lasix] Box of 50 by Sanofi","OMOP2537819","RxNorm Extension","RX","loop","furosemide"
