concept_class_id,concept_code,concept_id,concept_name,domain_id,standard_concept,valid_end_date,valid_state_date,vocabulary_id
Lab Test,31924-4,3010464,Parainfluenza virus 1 Ag [Presence] in Unspecified specimen,Measurement,S,12/31/99,5/10/02,LOINC
LOINC Hierarchy,LP259582-7,36204589,Human metapneumovirus | Isolate,Measurement,C,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP259597-5,36206133,Influenza virus A H1 2009 pandemic | Bld-Ser-Plas,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,22368-5,3001889,Influenza virus C Ab [Titer] in Serum,Measurement,S,12/31/99,1/1/70,LOINC
Lab Test,39312-4,3042193,Influenza virus A N2 Ab [Presence] in Serum by Neutralization test,Measurement,S,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP256441-9,36205294,Parainfluenza virus | XXX,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,38382-8,3048627,Influenza virus B [Presence] in Unspecified specimen by Organism specific culture,Measurement,S,12/31/99,9/13/04,LOINC
Lab Test,80595-2,21493382,Parainfluenza virus 4 P gene [Presence] in Nasopharynx by Probe and target amplification method,Measurement,S,12/31/99,6/24/16,LOINC
LOINC Hierarchy,LP260096-5,36204637,Rhinovirus | Nasopharynx,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,33383-1,3030314,Influenza virus A Bangkok Ab [Titer] in Cerebral spinal fluid,Measurement,S,12/31/99,12/10/02,LOINC
Lab Test,9574-5,3016643,Respiratory syncytial virus IgM Ab [Titer] in Serum by Immunofluorescence,Measurement,S,12/31/99,1/1/70,LOINC
Lab Test,61101-2,40763862,Influenza virus A neuraminidase RNA [Type] in Unspecified specimen by Sequencing,Measurement,S,12/31/99,1/1/70,LOINC
Lab Test,41139-7,3040991,Influenza virus A N4 Ab [Presence] in Serum,Measurement,S,12/31/99,1/1/70,LOINC
Lab Test,29910-7,3006262,Parainfluenza virus 3 RNA [Presence] in Unspecified specimen by Probe and target amplification method,Measurement,S,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP259798-9,36207790,Influenza virus A Phillipines | Bld-Ser-Plas,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,5862-8,3028459,Influenza virus A Ag [Presence] in Unspecified specimen by Immunoassay,Measurement,S,12/31/99,1/1/70,LOINC
Lab Test,29721-8,3001664,Influenza virus C Ag [Presence] in Unspecified specimen by Immunofluorescence,Measurement,S,12/31/99,5/15/01,LOINC
Lab Test,9536-4,3004357,Influenza virus B IgM Ab [Titer] in Serum,Measurement,S,12/31/99,1/1/70,LOINC
Lab Test,77022-2,46234982,Respiratory syncytial virus A RNA [Presence] in Nasopharynx by Probe and target amplification method,Measurement,S,12/31/99,5/8/15,LOINC
LOINC Hierarchy,LP16718-6,40776001,Influenza virus C,Measurement,C,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP258684-2,36210003,Parainfluenza virus 1 | Cerebral spinal fluid,Measurement,C,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP35079-0,40783018,Influenza virus A hemagglutinin,Measurement,C,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP260095-7,36204590,Human metapneumovirus | Nasopharynx,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,49520-0,3031905,Influenza virus A H1 RNA [Presence] in Isolate by Probe and target amplification method,Measurement,S,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP259168-5,36209428,Influenza virus A and B | Isolate,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,80591-1,21493378,Influenza virus B NS gene [Presence] in Nasopharynx by Probe and target amplification method,Measurement,S,12/31/99,6/24/16,LOINC
Lab Test,40978-9,3038522,Human metapneumovirus RNA [Identifier] in Unspecified specimen by Probe and target amplification method,Measurement,S,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP45399-0,40773638,Parainfluenza virus A Ab | Bld-Ser-Plas,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,76084-3,46235763,Parainfluenza virus 1 RNA [Presence] in Nasopharynx by Probe and target amplification method,Measurement,S,12/31/99,6/29/15,LOINC
LOINC Hierarchy,LP259164-4,36208695,Influenza virus A H7 | Isolate,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,74040-7,44786697,Influenza virus A N2 RNA [Cycle Threshold #] in Unspecified specimen by Probe and target amplification method,Measurement,S,12/31/99,8/13/13,LOINC
LOINC Hierarchy,LP257819-5,36206432,Influenza virus A | Throat,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,49533-3,3031286,Influenza virus B Ab [Presence] in Serum by Immunoassay,Measurement,S,12/31/99,7/6/07,LOINC
LOINC Hierarchy,LP259583-5,36206140,Influenza virus C | Isolate,Measurement,C,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP182335-2,36205256,Influenza virus B Victoria lineage,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,60530-3,40763584,Influenza virus A H9 RNA [Presence] in Isolate by Probe and target amplification method,Measurement,S,12/31/99,8/25/10,LOINC
Lab Test,40984-7,3039859,Parainfluenza virus 2 IgG Ab [Presence] in Serum by Immunoassay,Measurement,S,12/31/99,5/6/05,LOINC
Lab Test,60538-6,40763592,Influenza virus A H1+H3+B RNA [Presence] in Unspecified specimen by Probe and target amplification method,Measurement,S,12/31/99,8/25/10,LOINC
LOINC Hierarchy,LP258408-6,36206429,Influenza virus A H6 | Bld-Ser-Plas,Measurement,C,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP257658-7,36207811,Parainfluenza virus 2 | Body fluid,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,49537-4,3033066,Influenza virus A and B RNA [Identifier] in Isolate by Probe and target amplification method,Measurement,S,12/31/99,7/6/07,LOINC
Lab Test,30075-6,3005156,Respiratory syncytial virus A RNA [Presence] in Unspecified specimen by Probe and target amplification method,Measurement,S,12/31/99,1/1/70,LOINC
Lab Test,6634-0,3017484,Influenza virus A Hong Kong Ab [Units/volume] in Serum by Hemagglutination inhibition,Measurement,S,12/31/99,4/24/96,LOINC
Lab Test,39317-3,3038384,Influenza virus A N7 Ab [Presence] in Serum by Neutralization test,Measurement,S,12/31/99,1/1/70,LOINC
Lab Test,44265-7,3044170,Influenza virus A H6 RNA [Units/volume] (viral load) in Unspecified specimen by Probe and target amplification method,Measurement,S,12/31/99,1/1/70,LOINC
Lab Test,50701-2,3029215,Influenza virus A H1 Ag [Presence] in Isolate by Immunofluorescence,Measurement,S,12/31/99,1/1/70,LOINC
Lab Test,67819-3,40770420,Parainfluenza virus 4b RNA [Presence] in Unspecified specimen by Probe and target amplification method,Measurement,S,12/31/99,8/15/11,LOINC
LOINC Hierarchy,LP258845-9,36206435,Influenza virus B | Body fluid,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,5872-7,3012334,Parainfluenza virus 3 Ag [Presence] in Throat by Immunofluorescence,Measurement,S,12/31/99,1/1/70,LOINC
Lab Test,77392-9,46236093,Parainfluenza virus 3 Ag [Presence] in Nasopharynx by Immunofluorescence,Measurement,S,12/31/99,5/8/15,LOINC
Lab Test,82173-6,21493339,Parainfluenza virus 3 RNA [Presence] in Nasopharynx by Target amplification with non-probe based detection,Measurement,S,12/31/99,6/24/16,LOINC
LOINC Hierarchy,LP259591-8,36206458,Parainfluenza virus 2 | Isolate,Measurement,C,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP179152-6,44787600,Influenza virus A neuraminidase segment sequence identifier | Isolate,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,60494-2,40763548,Influenza virus A H1 2009 pandemic and Influenza virus A swine origin RNA [Interpretation] in Unspecified specimen Qualitative by Probe and target amplification method,Measurement,S,12/31/99,8/3/10,LOINC
Lab Test,5229-0,3018204,Influenza virus A Ab [Titer] in Serum by Complement fixation,Measurement,S,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP257829-4,36205291,Parainfluenza virus 2 | Throat,Measurement,C,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP91475-1,40775191,Parainfluenza virus 1 | XXX,Observation,C,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP259454-9,36207438,Influenza virus A swine origin | XXX,Measurement,C,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP51470-0,40784267,Influenza virus A | XXX,Measurement,C,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP258399-7,36207441,Influenza virus A H11 | Bld-Ser-Plas,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,60269-8,40763324,Parainfluenza virus 1 RNA [Presence] in Isolate by Probe and target amplification method,Measurement,S,12/31/99,7/8/10,LOINC
Lab Test,44577-5,3045856,Influenza virus B Ag [Presence] in Nose,Measurement,S,12/31/99,3/9/06,LOINC
LOINC Hierarchy,LP18337-3,40776087,Parainfluenza virus,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,25297-3,3003552,Parainfluenza virus 1 Ab [Titer] in Serum by Complement fixation --2nd specimen,Measurement,S,12/31/99,1/1/70,LOINC
Lab Test,15394-0,3019430,Parainfluenza virus 3 IgG Ab [Presence] in Serum,Measurement,S,12/31/99,3/19/98,LOINC
Lab Test,31949-1,3021508,Respiratory syncytial virus Ag [Presence] in Throat,Measurement,S,12/31/99,5/10/02,LOINC
Lab Test,6636-5,3018869,Influenza virus A Port Chalmers Ab [Units/volume] in Serum by Hemagglutination inhibition,Measurement,S,12/31/99,4/24/96,LOINC
Lab Test,86570-9,36204260,Influenza virus B IgM Ab [Presence] in Serum by Immunoassay,Measurement,S,12/31/99,6/23/17,LOINC
Lab Test,30076-4,3000108,Respiratory syncytial virus B RNA [Presence] in Unspecified specimen by Probe and target amplification method,Measurement,S,12/31/99,1/1/70,LOINC
Lab Test,47233-2,3048756,Influenza virus A Ab [Presence] in Serum --2nd specimen,Measurement,S,12/31/99,10/17/06,LOINC
Lab Test,24294-1,3012703,Parainfluenza virus 2 Ab [Titer] in Serum --1st specimen,Measurement,S,12/31/99,1/1/70,LOINC
Lab Test,67808-6,40770410,Parainfluenza virus 1 Ag [Presence] in Isolate by Immunofluorescence,Measurement,S,12/31/99,8/15/11,LOINC
Lab Test,39301-7,3040696,Influenza virus A H14 Ab [Titer] in Serum by Hemagglutination inhibition,Measurement,S,12/31/99,1/1/70,LOINC
Lab Test,23768-5,3000190,Porcine influenza virus A Ab [Titer] in Serum by Hemagglutination inhibition,Measurement,S,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP260213-6,36206430,Influenza virus A H1 2009 pandemic | Respiratory specimen,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,33535-6,3029458,Influenza virus A+B Ag [Presence] in Nasopharynx,Measurement,S,12/31/99,1/6/03,LOINC
Lab Test,80593-7,21493380,Parainfluenza virus 2 L gene [Presence] in Nasopharynx by Probe and target amplification method,Measurement,S,12/31/99,6/24/16,LOINC
LOINC Hierarchy,LP258313-8,36209987,Influenza virus A H5 | XXX,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,39313-2,3040404,Influenza virus A N3 Ab [Presence] in Serum by Neutralization test,Measurement,S,12/31/99,1/1/70,LOINC
Lab Test,29367-0,3007523,Parainfluenza virus 2 Ab [Titer] in Body fluid by Complement fixation,Measurement,S,12/31/99,1/1/70,LOINC
Lab Test,47454-4,3051921,Influenza virus A H5 Ab [Titer] in Serum,Measurement,S,12/31/99,1/1/70,LOINC
Lab Test,86572-5,36204262,Influenza virus B RNA [Presence] in Tissue by Probe and target amplification method,Measurement,S,12/31/99,6/23/17,LOINC
LOINC Hierarchy,LP258410-2,36206428,Influenza virus A H8 | Bld-Ser-Plas,Measurement,C,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP259977-9,36205248,Influenza virus A N2 | XXX,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,9532-3,3023613,Influenza virus A IgG Ab [Titer] in Serum,Measurement,S,12/31/99,1/1/70,LOINC
Lab Test,49521-8,3030120,Influenza virus A H1 RNA [Presence] in Unspecified specimen by Probe and target amplification method,Measurement,S,12/31/99,1/1/70,LOINC
Lab Test,15493-0,3017623,Parainfluenza virus 3 Ab [Titer] in Serum by Hemagglutination inhibition,Measurement,S,12/31/99,1/1/70,LOINC
Lab Test,5877-6,3005444,Respiratory syncytial virus Ag [Presence] in Unspecified specimen by Immunofluorescence,Measurement,S,12/31/99,1/1/70,LOINC
Lab Test,41011-8,3038433,Human metapneumovirus IgG Ab [Presence] in Serum,Measurement,S,12/31/99,5/9/05,LOINC
Lab Test,5876-8,3020426,Respiratory syncytial virus Ag [Presence] in Unspecified specimen by Immunoassay,Measurement,S,12/31/99,1/1/70,LOINC
Lab Test,55463-4,40758592,Influenza virus A swine origin RNA [Identifier] in Unspecified specimen by Probe and target amplification method,Measurement,S,12/31/99,5/8/09,LOINC
LOINC Hierarchy,LP259050-5,36205253,Influenza virus A and B | XXX,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,31549-9,3005293,Parainfluenza virus 1 IgM Ab [Units/volume] in Serum,Measurement,S,12/31/99,5/10/02,LOINC
LOINC Hierarchy,LP257725-4,36207820,Respiratory syncytial virus B | XXX,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,39025-2,3041200,Influenza virus A hemagglutinin cDNA [Identifier] in Unspecified specimen by Sequencing,Measurement,S,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP91477-7,40775192,Parainfluenza virus 3 | XXX,Observation,C,12/31/99,1/1/70,LOINC
Lab Test,17016-7,3016636,Influenza virus B IgM Ab [Units/volume] in Serum,Measurement,S,12/31/99,6/4/98,LOINC
Lab Test,39308-2,3041146,Influenza virus A H7 Ab [Titer] in Serum by Hemagglutination inhibition,Measurement,S,12/31/99,1/1/70,LOINC
Lab Test,39536-8,3041479,Influenza virus A Ab [Units/volume] in Serum by Complement fixation,Measurement,S,12/31/99,1/1/70,LOINC
Lab Test,49534-1,3030438,Influenza virus B Ag [Presence] in Isolate by Immunofluorescence,Measurement,S,12/31/99,7/6/07,LOINC
Lab Test,82168-6,21493334,Influenza virus A H1 2009 pandemic RNA [Presence] in Nasopharynx by Target amplification with non-probe based detection,Measurement,S,12/31/99,6/24/16,LOINC
LOINC Hierarchy,LP259158-6,36208691,Influenza virus A H16 | Bld-Ser-Plas,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,9531-5,3009771,Influenza virus A Ab [Titer] in Cerebral spinal fluid,Measurement,S,12/31/99,1/1/70,LOINC
Lab Test,48310-7,3048858,Influenza virus A [Presence] in Unspecified specimen by Organism specific culture,Measurement,S,12/31/99,1/30/07,LOINC
Lab Test,43838-2,3043248,Influenza virus A IgM Ab [Presence] in Serum,Measurement,S,12/31/99,2/20/06,LOINC
Lab Test,44579-1,3045673,Influenza virus C Ab [Presence] in Serum,Measurement,S,12/31/99,3/9/06,LOINC
Lab Test,85803-5,36203603,Influenza virus A H3 Ag [Titer] in Isolate by Hemagglutination inhibition,Measurement,S,12/31/99,6/23/17,LOINC
Lab Test,86566-7,36204256,Influenza virus A IgG Ab [Presence] in Serum by Immunoassay,Measurement,S,12/31/99,6/23/17,LOINC
Lab Test,29909-9,3012158,Parainfluenza virus 2 RNA [Presence] in Unspecified specimen by Probe and target amplification method,Measurement,S,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP260079-1,36210011,Respiratory syncytial virus | Bronchoalveolar lavage,Measurement,C,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP14244-5,40772512,Respiratory syncytial virus,Measurement,C,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP260287-0,36204615,Influenza virus A and B and H1 2009 pandemic | Upper respiratory specimen,Measurement,C,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP260530-3,36209981,Influenza virus A avian origin nucleoprotein | Bld-Ser-Plas,Measurement,C,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP260529-5,36205243,Influenza virus A porcine origin nucleoprotein | XXX,Measurement,C,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP259815-1,36206460,Parainfluenza virus 4b | XXX,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,5865-1,3010845,Influenza virus B Ag [Presence] in Throat by Immunofluorescence,Measurement,S,12/31/99,1/1/70,LOINC
Lab Test,22825-4,3002601,Influenza virus A Ag [Presence] in Unspecified specimen by Immune diffusion (ID),Measurement,S,12/31/99,1/1/70,LOINC
Lab Test,31859-2,3002523,Influenza virus A Ag [Presence] in Unspecified specimen,Measurement,S,12/31/99,5/10/02,LOINC
Lab Test,24292-5,3033838,Influenza virus B Ab [Titer] in Serum --2nd specimen,Measurement,S,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP35180-6,40796168,Influenza virus A H7,Measurement,C,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP256818-8,36208722,Respiratory syncytial virus | Cerebral spinal fluid,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,5230-8,3013622,Influenza virus B Ab [Titer] in Serum by Complement fixation,Measurement,S,12/31/99,1/1/70,LOINC
Lab Test,41141-3,3040487,Influenza virus A N2 Ab [Presence] in Serum,Measurement,S,12/31/99,1/1/70,LOINC
Lab Test,70014-6,42868503,Parainfluenza virus 1+2+3+4 IgA Ab [Presence] in Serum by Immunoassay,Measurement,S,12/31/99,1/19/12,LOINC
Lab Test,55100-2,40758230,Respiratory syncytial virus [Presence] in Unspecified specimen by Organism specific culture,Measurement,S,12/31/99,2/4/09,LOINC
Lab Test,55464-2,40758593,Influenza virus A swine origin RNA [Presence] in Unspecified specimen by Probe and target amplification method,Measurement,S,12/31/99,5/8/09,LOINC
Lab Test,38273-9,3033959,Influenza virus A Ab [Units/volume] in Serum by Immunoassay,Measurement,S,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP260098-1,36207794,Influenza virus A H3 | Nasopharynx,Measurement,C,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP256623-2,36206150,Parainfluenza virus 2 | Bld-Ser-Plas,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,17520-8,3000122,Respiratory syncytial virus identified in Unspecified specimen by Organism specific culture,Measurement,S,12/31/99,6/4/98,LOINC
Lab Test,49519-2,3033061,Influenza virus A H16 Ab [Titer] in Serum by Hemagglutination inhibition,Measurement,S,12/31/99,1/1/70,LOINC
Lab Test,41136-3,3040865,Influenza virus A N7 Ab [Presence] in Serum,Measurement,S,12/31/99,1/1/70,LOINC
Lab Test,31553-1,3021573,Parainfluenza virus 3 IgG Ab [Units/volume] in Serum,Measurement,S,12/31/99,5/10/02,LOINC
Lab Test,5868-5,3022517,Parainfluenza virus 1 Ag [Presence] in Throat by Immunofluorescence,Measurement,S,12/31/99,1/1/70,LOINC
Lab Test,31550-7,3009910,Parainfluenza virus 2 Ab [Units/volume] in Body fluid,Measurement,S,12/31/99,1/1/70,LOINC
Lab Test,7980-6,3016902,Parainfluenza virus 3 Ab [Units/volume] in Serum,Measurement,S,12/31/99,8/15/96,LOINC
Lab Test,80204-1,21494796,Influenza virus A and B identified in Nasopharynx by Shell vial culture,Measurement,S,12/31/99,6/24/16,LOINC
Lab Test,57324-6,40760443,Influenza virus A IgG Ab [Units/volume] in Serum by Immunoassay --1st specimen,Measurement,S,12/31/99,10/6/09,LOINC
LOINC Hierarchy,LP258401-1,36209421,Influenza virus A H13 | Bld-Ser-Plas,Measurement,C,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP256819-6,36205300,Respiratory syncytial virus | Bld-Ser-Plas,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,39316-5,3040379,Influenza virus A N6 Ab [Presence] in Serum by Neutralization test,Measurement,S,12/31/99,1/1/70,LOINC
Lab Test,69929-8,42868420,Respiratory syncytial virus IgA Ab [Presence] in Serum by Immunoassay,Measurement,S,12/31/99,12/29/11,LOINC
Lab Test,40985-4,3038381,Parainfluenza virus 3 IgG Ab [Presence] in Serum by Immunoassay,Measurement,S,12/31/99,5/6/05,LOINC
Lab Test,42977-9,3031858,Porcine influenza virus A Ab [Titer] in Serum,Measurement,S,12/31/99,11/11/05,LOINC
Lab Test,54241-5,40757372,Influenza virus B Ag [Presence] in Isolate,Measurement,S,12/31/99,12/17/08,LOINC
LOINC Hierarchy,LP35176-4,40783020,Influenza virus A H3,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,74038-1,44786695,Influenza virus A H1 RNA [Cycle Threshold #] in Unspecified specimen by Probe and target amplification method,Measurement,S,12/31/99,8/13/13,LOINC
LOINC Hierarchy,LP259598-3,36206132,Influenza virus A H9 | Isolate,Measurement,C,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP258397-1,36208687,Influenza virus A H1 | Bld-Ser-Plas,Measurement,C,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP260029-6,36207803,Influenza virus B Yamagata lineage | XXX,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,5867-7,3013704,Influenza virus B Ag [Presence] in Unspecified specimen by Immunofluorescence,Measurement,S,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP259797-1,36209983,Influenza virus A Bangkok | Bld-Ser-Plas,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,34154-5,3045494,Influenza virus B Ab [Units/volume] in Unspecified specimen,Measurement,S,12/31/99,6/18/03,LOINC
Lab Test,5268-8,3019801,Parainfluenza virus 1 Ab [Titer] in Serum by Complement fixation,Measurement,S,12/31/99,1/1/70,LOINC
Lab Test,44564-3,3047225,Influenza virus A Ag [Presence] in Nose by Immunoassay,Measurement,S,12/31/99,3/9/06,LOINC
Lab Test,7990-5,3027410,Respiratory syncytial virus Ab [Units/volume] in Serum,Measurement,S,12/31/99,8/15/96,LOINC
Lab Test,77026-3,46236736,Influenza virus A H1 RNA [Presence] in Nasopharynx by Probe and target amplification method,Measurement,S,12/31/99,5/8/15,LOINC
LOINC Hierarchy,LP258405-2,36208692,Influenza virus A H3 | Bld-Ser-Plas,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,47452-8,3050712,Influenza virus A H3 Ab [Titer] in Serum,Measurement,S,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP257355-0,36206218,Porcine influenza virus A | Bld-Ser-Plas,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,44266-5,3046387,Influenza virus A H7 RNA [Units/volume] (viral load) in Unspecified specimen by Probe and target amplification method,Measurement,S,12/31/99,1/1/70,LOINC
Lab Test,5295-1,3035868,Respiratory syncytial virus Ab [Titer] in Serum by Immunofluorescence,Measurement,S,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP258839-2,36209427,Influenza virus A | Body fluid,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,31927-7,3022602,Parainfluenza virus 3 Ag [Presence] in Throat,Measurement,S,12/31/99,5/10/02,LOINC
Lab Test,38400-8,3047583,Parainfluenza virus 1+2+3 Ab [Presence] in Serum,Measurement,S,12/31/99,9/16/04,LOINC
Lab Test,40988-8,3044254,Respiratory syncytial virus RNA [Presence] in Unspecified specimen by Probe and target amplification method,Measurement,S,12/31/99,5/6/05,LOINC
LOINC Hierarchy,LP258846-7,36209434,Influenza virus B | Bronchial,Measurement,C,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP14242-9,40782503,Parainfluenza virus 2,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,74785-7,44816683,Influenza virus B Victoria lineage RNA [Presence] in Unspecified specimen by Probe and target amplification method,Measurement,S,12/31/99,4/8/14,LOINC
LOINC Hierarchy,LP257070-5,36207805,Influenza virus C | Bld-Ser-Plas,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,72365-0,43054996,Influenza virus A and B Ag [Identifier] in Nose by Immunofluorescence,Measurement,S,12/31/99,9/26/12,LOINC
LOINC Hierarchy,LP259500-9,36205247,Influenza virus A H2 | XXX,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,67821-9,40770422,Human metapneumovirus B RNA [Presence] in Unspecified specimen by Probe and target amplification method,Measurement,S,12/31/99,8/15/11,LOINC
LOINC Hierarchy,LP260528-7,36206128,Influenza virus A whole genome | Isolate,Measurement,C,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP259586-8,36206163,Respiratory syncytial virus | Isolate,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,80383-3,21492989,Influenza virus B Ag [Presence] in Nasopharynx by Rapid immunoassay,Measurement,S,12/31/99,6/24/16,LOINC
Lab Test,44563-5,3043891,Influenza virus A Ag [Presence] in Nose,Measurement,S,12/31/99,3/9/06,LOINC
Lab Test,31858-4,3003551,Influenza virus A Ag [Presence] in Throat,Measurement,S,12/31/99,5/10/02,LOINC
LOINC Hierarchy,LP260186-4,36206164,Rhinovirus 5 UTR | Nasopharynx',Measurement,C,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP260218-5,36209422,Influenza virus A H5 Asian | Respiratory specimen,Measurement,C,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP35168-1,40783019,Influenza virus A H1,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,76077-7,46235756,Influenza virus A RNA [Presence] in Bronchoalveolar lavage by Probe and target amplification method,Measurement,S,12/31/99,6/29/15,LOINC
Lab Test,22822-1,3023464,Influenza virus A Ab [Presence] in Serum by Immunoassay,Measurement,S,12/31/99,1/1/70,LOINC
Lab Test,7926-9,3019012,Influenza virus A Phillipines Ab [Units/volume] in Serum,Measurement,S,12/31/99,8/15/96,LOINC
Lab Test,32040-8,3027791,Respiratory syncytial virus Ag [Presence] in Nose by Immunofluorescence,Measurement,S,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP260112-0,36210004,Parainfluenza virus 2 | Bronchoalveolar lavage,Measurement,C,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP258790-7,36207801,Influenza virus A and B | Body fluid,Measurement,C,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP259465-5,36204609,Influenza virus A N1 | XXX,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,20862-9,3035952,Influenza virus A Ab [Presence] in Serum by Hemagglutination inhibition,Measurement,S,12/31/99,1/1/70,LOINC
Lab Test,74786-5,44816684,Influenza virus B Yamagata lineage RNA [Presence] in Unspecified specimen by Probe and target amplification method,Measurement,S,12/31/99,4/8/14,LOINC
LOINC Hierarchy,LP64573-6,36204617,Influenza virus B | Isolate,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,76080-1,46235759,Influenza virus B RNA [Presence] in Nasopharynx by Probe and target amplification method,Measurement,S,12/31/99,6/29/15,LOINC
Lab Test,72366-8,43054997,Influenza virus A and B Ag [Identifier] in Nose by Rapid immunoassay,Measurement,S,12/31/99,9/26/12,LOINC
Lab Test,24015-0,3024891,Influenza virus A+B Ag [Presence] in Unspecified specimen,Measurement,S,12/31/99,2/16/00,LOINC
LOINC Hierarchy,LP48510-9,40790525,Parainfluenza virus Ab | Bld-Ser-Plas,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,22824-7,3003756,Influenza virus A Ab [Titer] in Serum by Hemagglutination inhibition,Measurement,S,12/31/99,1/1/70,LOINC
Lab Test,47444-5,3048721,Influenza virus A H1 Ab [Titer] in Serum,Measurement,S,12/31/99,1/1/70,LOINC
Lab Test,72367-6,43054998,Influenza virus A+B Ag [Presence] in Nose by Rapid immunoassay,Measurement,S,12/31/99,9/26/12,LOINC
LOINC Hierarchy,LP256757-8,36209990,Influenza virus A+B | Bld-Ser-Plas,Measurement,C,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP35179-8,40783021,Influenza virus A H6,Measurement,C,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP258847-5,36208705,Influenza virus B | Nose,Measurement,C,12/31/99,1/1/70,LOINC
