concept_id,concept_code,concept_name,vocabulary,codeset
43258991,OMOP563393,10 ML Sodium Chloride 234 MG/ML Injection Box of 10 by Phebra,RxNorm Extension,iv_fluids
43275450,OMOP563391,10 ML Sodium Chloride 234 MG/ML Injection by Phebra,RxNorm Extension,iv_fluids
36410804,OMOP3102846,10 ML Sodium Chloride 300 MG/ML Injectable Solution,RxNorm Extension,iv_fluids
36410676,OMOP3102718,10 ML Sodium Chloride 300 MG/ML Injectable Solution Box of 10,RxNorm Extension,iv_fluids
36410624,OMOP3102666,10 ML Sodium Chloride 300 MG/ML Injectable Solution Box of 10 by A A H,RxNorm Extension,iv_fluids
36410585,OMOP3102627,10 ML Sodium Chloride 300 MG/ML Injectable Solution Box of 10 by Alliance,RxNorm Extension,iv_fluids
36410623,OMOP3102665,10 ML Sodium Chloride 300 MG/ML Injectable Solution Box of 10 by Martindale,RxNorm Extension,iv_fluids
40715406,OMOP4742259,10 ML Sodium Chloride 300 MG/ML Injectable Solution Box of 10 by Torbay,RxNorm Extension,iv_fluids
36410874,OMOP3102916,10 ML Sodium Chloride 300 MG/ML Injectable Solution by A A H,RxNorm Extension,iv_fluids
36410875,OMOP3102917,10 ML Sodium Chloride 300 MG/ML Injectable Solution by Alliance,RxNorm Extension,iv_fluids
36410873,OMOP3102915,10 ML Sodium Chloride 300 MG/ML Injectable Solution by Martindale,RxNorm Extension,iv_fluids
40715407,OMOP4742258,10 ML Sodium Chloride 300 MG/ML Injectable Solution by Torbay,RxNorm Extension,iv_fluids
43682040,OMOP776558,10 ML Sodium Chloride 30 MG/ML Injection,RxNorm Extension,iv_fluids
43682041,OMOP776560,10 ML Sodium Chloride 30 MG/ML Injection Box of 25,RxNorm Extension,iv_fluids
43591896,OMOP776559,10 ML Sodium Chloride 30 MG/ML Injection Box of 5,RxNorm Extension,iv_fluids
43591897,OMOP776561,10 ML Sodium Chloride 30 MG/ML Injection [Inzolen-Infantibus],RxNorm Extension,iv_fluids
43682042,OMOP776566,10 ML Sodium Chloride 30 MG/ML Injection [Inzolen-Infantibus] Box of 25,RxNorm Extension,iv_fluids
43700045,OMOP776567,10 ML Sodium Chloride 30 MG/ML Injection [Inzolen-Infantibus] Box of 25 by Dr Franz Koehler Chemie Mit Beschraenkter,RxNorm Extension,iv_fluids
43700044,OMOP776563,10 ML Sodium Chloride 30 MG/ML Injection [Inzolen-Infantibus] Box of 5,RxNorm Extension,iv_fluids
43825926,OMOP776564,10 ML Sodium Chloride 30 MG/ML Injection [Inzolen-Infantibus] Box of 5 by Dr Franz Koehler Chemie Mit Beschraenkter,RxNorm Extension,iv_fluids
43627912,OMOP776562,10 ML Sodium Chloride 30 MG/ML Injection [Inzolen-Infantibus] by Dr Franz Koehler Chemie Mit Beschraenkter,RxNorm Extension,iv_fluids
43717778,OMOP776522,10 ML Sodium Chloride 9 MG/ML Injectable Solution,RxNorm Extension,iv_fluids
43843985,OMOP776536,10 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 10,RxNorm Extension,iv_fluids
43664200,OMOP776574,10 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 100,RxNorm Extension,iv_fluids
43717780,OMOP776571,10 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 100 by AlleMan,RxNorm Extension,iv_fluids
35413687,OMOP1147272,10 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 100 by B.Braun,RxNorm Extension,iv_fluids
43041406,OMOP4856435,10 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 100 by Chaix Et Du Marais,RxNorm Extension,iv_fluids
43041405,OMOP4856434,10 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 100 by Cooper,RxNorm Extension,iv_fluids
43041404,OMOP4856433,10 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 100 by Fresenius,RxNorm Extension,iv_fluids
36053336,OMOP4978490,10 ML sodium chloride 9 MG/ML Injectable Solution Box of 100 by Kent,RxNorm Extension,iv_fluids
35413556,OMOP1147141,10 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 100 by Renaudin,RxNorm Extension,iv_fluids
35782639,OMOP2784100,10 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 10 by A A H,RxNorm Extension,iv_fluids
35413553,OMOP1147138,10 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 10 by Aguettant,RxNorm Extension,iv_fluids
35781878,OMOP2783339,10 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 10 by Alliance,RxNorm Extension,iv_fluids
43518540,OMOP2805655,10 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 10 by Astrazeneca,RxNorm Extension,iv_fluids
43753815,OMOP776578,10 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 10 by B.Braun,RxNorm Extension,iv_fluids
43041402,OMOP4856431,10 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 10 by Chaix Et Du Marais,RxNorm Extension,iv_fluids
43041401,OMOP4856430,10 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 10 by Cooper,RxNorm Extension,iv_fluids
43807794,OMOP776528,10 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 10 by Fresenius,RxNorm Extension,iv_fluids
35781725,OMOP2783186,10 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 10 by Hameln,RxNorm Extension,iv_fluids
35781578,OMOP2783039,10 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 10 by Martindale,RxNorm Extension,iv_fluids
35782027,OMOP2783488,10 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 10 by Mercury,RxNorm Extension,iv_fluids
43825928,OMOP776573,10 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 20,RxNorm Extension,iv_fluids
35781722,OMOP2783183,10 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 20 by AMCo,RxNorm Extension,iv_fluids
35413691,OMOP1147276,10 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 20 by B.Braun,RxNorm Extension,iv_fluids
43518518,OMOP2805633,10 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 20 by Braun,RxNorm Extension,iv_fluids
43682037,OMOP776530,10 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 20 by Fresenius,RxNorm Extension,iv_fluids
36053337,OMOP4978491,10 ML sodium chloride 9 MG/ML Injectable Solution Box of 20 by Kent,RxNorm Extension,iv_fluids
35782638,OMOP2784099,10 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 20 by Steripak,RxNorm Extension,iv_fluids
43518605,OMOP2805720,10 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 5,RxNorm Extension,iv_fluids
43735950,OMOP776524,10 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 50,RxNorm Extension,iv_fluids
35782471,OMOP2783932,10 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 50 by A A H,RxNorm Extension,iv_fluids
43041403,OMOP4856432,10 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 50 by Aguettant,RxNorm Extension,iv_fluids
43518504,OMOP2805619,10 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 50 by Astrazeneca,RxNorm Extension,iv_fluids
35781577,OMOP2783038,10 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 50 by Kent,RxNorm Extension,iv_fluids
43518639,OMOP2805754,10 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 50 by Pfizer,RxNorm Extension,iv_fluids
43518505,OMOP2805620,10 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 5 by Pfizer,RxNorm Extension,iv_fluids
35781726,OMOP2783187,10 ML Sodium Chloride 9 MG/ML Injectable Solution by A A H,RxNorm Extension,iv_fluids
43789683,OMOP776569,10 ML Sodium Chloride 9 MG/ML Injectable Solution by AlleMan,RxNorm Extension,iv_fluids
35781727,OMOP2783188,10 ML Sodium Chloride 9 MG/ML Injectable Solution by Alliance,RxNorm Extension,iv_fluids
35781579,OMOP2783040,10 ML Sodium Chloride 9 MG/ML Injectable Solution by AMCo,RxNorm Extension,iv_fluids
43518618,OMOP2805733,10 ML Sodium Chloride 9 MG/ML Injectable Solution by Astrazeneca,RxNorm Extension,iv_fluids
35781880,OMOP2783341,10 ML Sodium Chloride 9 MG/ML Injectable Solution by B.Braun,RxNorm Extension,iv_fluids
43518598,OMOP2805713,10 ML Sodium Chloride 9 MG/ML Injectable Solution by Braun,RxNorm Extension,iv_fluids
43807793,OMOP776526,10 ML Sodium Chloride 9 MG/ML Injectable Solution by Fresenius,RxNorm Extension,iv_fluids
35782330,OMOP2783791,10 ML Sodium Chloride 9 MG/ML Injectable Solution by Hameln,RxNorm Extension,iv_fluids
35781580,OMOP2783041,10 ML Sodium Chloride 9 MG/ML Injectable Solution by Kent,RxNorm Extension,iv_fluids
35781879,OMOP2783340,10 ML Sodium Chloride 9 MG/ML Injectable Solution by Martindale,RxNorm Extension,iv_fluids
35781728,OMOP2783189,10 ML Sodium Chloride 9 MG/ML Injectable Solution by Mercury,RxNorm Extension,iv_fluids
43518640,OMOP2805755,10 ML Sodium Chloride 9 MG/ML Injectable Solution by Pfizer,RxNorm Extension,iv_fluids
35781881,OMOP2783342,10 ML Sodium Chloride 9 MG/ML Injectable Solution by Steripak,RxNorm Extension,iv_fluids
35413815,OMOP1147400,10 ML Sodium Chloride 9 MG/ML Injectable Solution [CHLORURE DE SODIUM COOPER],RxNorm Extension,iv_fluids
35413748,OMOP1147333,10 ML Sodium Chloride 9 MG/ML Injectable Solution [CHLORURE DE SODIUM COOPER] Box of 10,RxNorm Extension,iv_fluids
35413814,OMOP1147399,10 ML Sodium Chloride 9 MG/ML Injectable Solution [CHLORURE DE SODIUM COOPER] Box of 100,RxNorm Extension,iv_fluids
35413689,OMOP1147274,10 ML Sodium Chloride 9 MG/ML Injectable Solution [CHLORURE DE SODIUM COOPER] Box of 100 by Cooper,RxNorm Extension,iv_fluids
35413734,OMOP1147319,10 ML Sodium Chloride 9 MG/ML Injectable Solution [CHLORURE DE SODIUM COOPER] Box of 10 by Cooper,RxNorm Extension,iv_fluids
35413669,OMOP1147254,10 ML Sodium Chloride 9 MG/ML Injectable Solution [CHLORURE DE SODIUM FRESENIUS],RxNorm Extension,iv_fluids
35413813,OMOP1147398,10 ML Sodium Chloride 9 MG/ML Injectable Solution [CHLORURE DE SODIUM FRESENIUS] Box of 100,RxNorm Extension,iv_fluids
35413658,OMOP1147243,10 ML Sodium Chloride 9 MG/ML Injectable Solution [CHLORURE DE SODIUM FRESENIUS] Box of 100 by Fresenius,RxNorm Extension,iv_fluids
35413577,OMOP1147162,10 ML Sodium Chloride 9 MG/ML Injectable Solution [CHLORURE DE SODIUM FRESENIUS] Box of 20,RxNorm Extension,iv_fluids
35413656,OMOP1147241,10 ML Sodium Chloride 9 MG/ML Injectable Solution [CHLORURE DE SODIUM FRESENIUS] Box of 20 by Fresenius,RxNorm Extension,iv_fluids
35413607,OMOP1147192,10 ML Sodium Chloride 9 MG/ML Injectable Solution [CHLORURE DE SODIUM LAVOISIER],RxNorm Extension,iv_fluids
35413641,OMOP1147226,10 ML Sodium Chloride 9 MG/ML Injectable Solution [CHLORURE DE SODIUM LAVOISIER] Box of 10,RxNorm Extension,iv_fluids
35413668,OMOP1147253,10 ML Sodium Chloride 9 MG/ML Injectable Solution [CHLORURE DE SODIUM LAVOISIER] Box of 100,RxNorm Extension,iv_fluids
35413596,OMOP1147181,10 ML Sodium Chloride 9 MG/ML Injectable Solution [CHLORURE DE SODIUM LAVOISIER] Box of 100 by Chaix Et Du Marais,RxNorm Extension,iv_fluids
35413724,OMOP1147309,10 ML Sodium Chloride 9 MG/ML Injectable Solution [CHLORURE DE SODIUM LAVOISIER] Box of 10 by Chaix Et Du Marais,RxNorm Extension,iv_fluids
35413640,OMOP1147225,10 ML Sodium Chloride 9 MG/ML Injectable Solution [CHLORURE DE SODIUM PROAMP],RxNorm Extension,iv_fluids
35413704,OMOP1147289,10 ML Sodium Chloride 9 MG/ML Injectable Solution [CHLORURE DE SODIUM PROAMP] Box of 10,RxNorm Extension,iv_fluids
35413727,OMOP1147312,10 ML Sodium Chloride 9 MG/ML Injectable Solution [CHLORURE DE SODIUM PROAMP] Box of 10 by Aguettant,RxNorm Extension,iv_fluids
35413667,OMOP1147252,10 ML Sodium Chloride 9 MG/ML Injectable Solution [CHLORURE DE SODIUM PROAMP] Box of 50,RxNorm Extension,iv_fluids
35413594,OMOP1147179,10 ML Sodium Chloride 9 MG/ML Injectable Solution [CHLORURE DE SODIUM PROAMP] Box of 50 by Aguettant,RxNorm Extension,iv_fluids
36053335,OMOP4978489,10 ML sodium chloride 9 MG/ML Injectable Solution [Drytec],RxNorm Extension,iv_fluids
35781518,OMOP2782979,10 ML Sodium Chloride 9 MG/ML Injectable Solution [Drytec],RxNorm Extension,iv_fluids
36053331,OMOP4978485,10 ML sodium chloride 9 MG/ML Injectable Solution [Drytec] Box of 100,RxNorm Extension,iv_fluids
35781966,OMOP2783427,10 ML Sodium Chloride 9 MG/ML Injectable Solution [Drytec] Box of 100,RxNorm Extension,iv_fluids
36053330,OMOP4978484,10 ML sodium chloride 9 MG/ML Injectable Solution [Drytec] Box of 100 by GE,RxNorm Extension,iv_fluids
35781720,OMOP2783181,10 ML Sodium Chloride 9 MG/ML Injectable Solution [Drytec] Box of 100 by GE,RxNorm Extension,iv_fluids
36053333,OMOP4978487,10 ML sodium chloride 9 MG/ML Injectable Solution [Drytec] Box of 20,RxNorm Extension,iv_fluids
35781813,OMOP2783274,10 ML Sodium Chloride 9 MG/ML Injectable Solution [Drytec] Box of 20,RxNorm Extension,iv_fluids
36053332,OMOP4978486,10 ML sodium chloride 9 MG/ML Injectable Solution [Drytec] Box of 20 by GE,RxNorm Extension,iv_fluids
35782327,OMOP2783788,10 ML Sodium Chloride 9 MG/ML Injectable Solution [Drytec] Box of 20 by GE,RxNorm Extension,iv_fluids
36053334,OMOP4978488,10 ML sodium chloride 9 MG/ML Injectable Solution [Drytec] by GE,RxNorm Extension,iv_fluids
35782637,OMOP2784098,10 ML Sodium Chloride 9 MG/ML Injectable Solution [Drytec] by GE,RxNorm Extension,iv_fluids
43789682,OMOP776537,10 ML Sodium Chloride 9 MG/ML Injectable Solution [Isotonische Natriumchloridloesung Jenapharm],RxNorm Extension,iv_fluids
43627910,OMOP776539,10 ML Sodium Chloride 9 MG/ML Injectable Solution [Isotonische Natriumchloridloesung Jenapharm] Box of 10,RxNorm Extension,iv_fluids
43682038,OMOP776540,10 ML Sodium Chloride 9 MG/ML Injectable Solution [Isotonische Natriumchloridloesung Jenapharm] Box of 10 by Mibe,RxNorm Extension,iv_fluids
43735951,OMOP776538,10 ML Sodium Chloride 9 MG/ML Injectable Solution [Isotonische Natriumchloridloesung Jenapharm] by Mibe,RxNorm Extension,iv_fluids
43609831,OMOP776531,10 ML Sodium Chloride 9 MG/ML Injectable Solution [Natriumchlorid Noridem],RxNorm Extension,iv_fluids
43753813,OMOP776534,10 ML Sodium Chloride 9 MG/ML Injectable Solution [Natriumchlorid Noridem] Box of 50,RxNorm Extension,iv_fluids
43753814,OMOP776535,10 ML Sodium Chloride 9 MG/ML Injectable Solution [Natriumchlorid Noridem] Box of 50 by Noridem Enterprises,RxNorm Extension,iv_fluids
43807795,OMOP776532,10 ML Sodium Chloride 9 MG/ML Injectable Solution [Natriumchlorid Noridem] by Noridem Enterprises,RxNorm Extension,iv_fluids
40221389,1807637,10 ML sodium chloride 9 MG/ML Injection,RxNorm,iv_fluids
43291625,OMOP563402,10 ML Sodium Chloride 9 MG/ML Injection Box of 10,RxNorm Extension,iv_fluids
35413551,OMOP1147136,10 ML Sodium Chloride 9 MG/ML Injection Box of 100,RxNorm Extension,iv_fluids
35413686,OMOP1147271,10 ML Sodium Chloride 9 MG/ML Injection Box of 100 by B.Braun,RxNorm Extension,iv_fluids
35413558,OMOP1147143,10 ML Sodium Chloride 9 MG/ML Injection Box of 100 by Renaudin,RxNorm Extension,iv_fluids
35413655,OMOP1147240,10 ML Sodium Chloride 9 MG/ML Injection Box of 10 by Aguettant,RxNorm Extension,iv_fluids
43275453,OMOP563408,10 ML Sodium Chloride 9 MG/ML Injection Box of 10 by Astrazeneca,RxNorm Extension,iv_fluids
43291626,OMOP563409,10 ML Sodium Chloride 9 MG/ML Injection Box of 20,RxNorm Extension,iv_fluids
35413563,OMOP1147148,10 ML Sodium Chloride 9 MG/ML Injection Box of 20 by B.Braun,RxNorm Extension,iv_fluids
43275454,OMOP563410,10 ML Sodium Chloride 9 MG/ML Injection Box of 20 by Braun,RxNorm Extension,iv_fluids
43291624,OMOP563401,10 ML Sodium Chloride 9 MG/ML Injection Box of 5,RxNorm Extension,iv_fluids
43297023,OMOP563403,10 ML Sodium Chloride 9 MG/ML Injection Box of 50,RxNorm Extension,iv_fluids
43286264,OMOP563411,10 ML Sodium Chloride 9 MG/ML Injection Box of 50 by Astrazeneca,RxNorm Extension,iv_fluids
43264419,OMOP563412,10 ML Sodium Chloride 9 MG/ML Injection Box of 50 by Pfizer,RxNorm Extension,iv_fluids
43275452,OMOP563407,10 ML Sodium Chloride 9 MG/ML Injection Box of 5 by Pfizer,RxNorm Extension,iv_fluids
43280798,OMOP563404,10 ML Sodium Chloride 9 MG/ML Injection by Astrazeneca,RxNorm Extension,iv_fluids
43280799,OMOP563406,10 ML Sodium Chloride 9 MG/ML Injection by Braun,RxNorm Extension,iv_fluids
43269914,OMOP563405,10 ML Sodium Chloride 9 MG/ML Injection by Pfizer,RxNorm Extension,iv_fluids
35413784,OMOP1147369,10 ML Sodium Chloride 9 MG/ML Injection [CHLORURE DE SODIUM COOPER],RxNorm Extension,iv_fluids
35413670,OMOP1147255,10 ML Sodium Chloride 9 MG/ML Injection [CHLORURE DE SODIUM COOPER] Box of 10,RxNorm Extension,iv_fluids
35413747,OMOP1147332,10 ML Sodium Chloride 9 MG/ML Injection [CHLORURE DE SODIUM COOPER] Box of 100,RxNorm Extension,iv_fluids
35413799,OMOP1147384,10 ML Sodium Chloride 9 MG/ML Injection [CHLORURE DE SODIUM COOPER] Box of 100 by Cooper,RxNorm Extension,iv_fluids
35413777,OMOP1147362,10 ML Sodium Chloride 9 MG/ML Injection [CHLORURE DE SODIUM COOPER] Box of 10 by Cooper,RxNorm Extension,iv_fluids
35413783,OMOP1147368,10 ML Sodium Chloride 9 MG/ML Injection [CHLORURE DE SODIUM FRESENIUS],RxNorm Extension,iv_fluids
35413746,OMOP1147331,10 ML Sodium Chloride 9 MG/ML Injection [CHLORURE DE SODIUM FRESENIUS] Box of 100,RxNorm Extension,iv_fluids
35413726,OMOP1147311,10 ML Sodium Chloride 9 MG/ML Injection [CHLORURE DE SODIUM FRESENIUS] Box of 100 by Fresenius,RxNorm Extension,iv_fluids
35413782,OMOP1147367,10 ML Sodium Chloride 9 MG/ML Injection [CHLORURE DE SODIUM FRESENIUS] Box of 20,RxNorm Extension,iv_fluids
35413652,OMOP1147237,10 ML Sodium Chloride 9 MG/ML Injection [CHLORURE DE SODIUM FRESENIUS] Box of 20 by Fresenius,RxNorm Extension,iv_fluids
35413576,OMOP1147161,10 ML Sodium Chloride 9 MG/ML Injection [CHLORURE DE SODIUM LAVOISIER],RxNorm Extension,iv_fluids
35413705,OMOP1147290,10 ML Sodium Chloride 9 MG/ML Injection [CHLORURE DE SODIUM LAVOISIER] Box of 10,RxNorm Extension,iv_fluids
35413606,OMOP1147191,10 ML Sodium Chloride 9 MG/ML Injection [CHLORURE DE SODIUM LAVOISIER] Box of 100,RxNorm Extension,iv_fluids
35413651,OMOP1147236,10 ML Sodium Chloride 9 MG/ML Injection [CHLORURE DE SODIUM LAVOISIER] Box of 100 by Chaix Et Du Marais,RxNorm Extension,iv_fluids
35413800,OMOP1147385,10 ML Sodium Chloride 9 MG/ML Injection [CHLORURE DE SODIUM LAVOISIER] Box of 10 by Chaix Et Du Marais,RxNorm Extension,iv_fluids
35413575,OMOP1147160,10 ML Sodium Chloride 9 MG/ML Injection [CHLORURE DE SODIUM PROAMP],RxNorm Extension,iv_fluids
35413574,OMOP1147159,10 ML Sodium Chloride 9 MG/ML Injection [CHLORURE DE SODIUM PROAMP] Box of 10,RxNorm Extension,iv_fluids
35413685,OMOP1147270,10 ML Sodium Chloride 9 MG/ML Injection [CHLORURE DE SODIUM PROAMP] Box of 10 by Aguettant,RxNorm Extension,iv_fluids
35413573,OMOP1147158,10 ML Sodium Chloride 9 MG/ML Injection [CHLORURE DE SODIUM PROAMP] Box of 50,RxNorm Extension,iv_fluids
35413660,OMOP1147245,10 ML Sodium Chloride 9 MG/ML Injection [CHLORURE DE SODIUM PROAMP] Box of 50 by Aguettant,RxNorm Extension,iv_fluids
43814246,OMOP877048,1130 ML Sodium Chloride 19.9 MG/ML Injectable Solution,RxNorm Extension,iv_fluids
43778251,OMOP877050,1130 ML Sodium Chloride 19.9 MG/ML Injectable Solution Box of 5,RxNorm Extension,iv_fluids
43670558,OMOP877051,1130 ML Sodium Chloride 19.9 MG/ML Injectable Solution Box of 5 by Baxter,RxNorm Extension,iv_fluids
43850350,OMOP877052,1130 ML Sodium Chloride 19.9 MG/ML Injectable Solution Box of 6,RxNorm Extension,iv_fluids
43670559,OMOP877053,1130 ML Sodium Chloride 19.9 MG/ML Injectable Solution Box of 6 by Baxter,RxNorm Extension,iv_fluids
43670557,OMOP877049,1130 ML Sodium Chloride 19.9 MG/ML Injectable Solution by Baxter,RxNorm Extension,iv_fluids
43814245,OMOP877042,1130 ML Sodium Chloride 21.1 MG/ML Injectable Solution,RxNorm Extension,iv_fluids
43706325,OMOP877044,1130 ML Sodium Chloride 21.1 MG/ML Injectable Solution Box of 5,RxNorm Extension,iv_fluids
43634442,OMOP877045,1130 ML Sodium Chloride 21.1 MG/ML Injectable Solution Box of 5 by Baxter,RxNorm Extension,iv_fluids
43598298,OMOP877046,1130 ML Sodium Chloride 21.1 MG/ML Injectable Solution Box of 6,RxNorm Extension,iv_fluids
43760173,OMOP877047,1130 ML Sodium Chloride 21.1 MG/ML Injectable Solution Box of 6 by Baxter,RxNorm Extension,iv_fluids
43652497,OMOP877043,1130 ML Sodium Chloride 21.1 MG/ML Injectable Solution by Baxter,RxNorm Extension,iv_fluids
43760195,OMOP877281,1200 ML Sodium Chloride 2.25 MG/ML Injectable Solution,RxNorm Extension,iv_fluids
43832362,OMOP877283,1200 ML Sodium Chloride 2.25 MG/ML Injectable Solution Box of 5,RxNorm Extension,iv_fluids
43616251,OMOP877284,1200 ML Sodium Chloride 2.25 MG/ML Injectable Solution Box of 5 by B.Braun,RxNorm Extension,iv_fluids
43742388,OMOP877282,1200 ML Sodium Chloride 2.25 MG/ML Injectable Solution by B.Braun,RxNorm Extension,iv_fluids
43616275,OMOP877533,1250 ML Sodium Chloride 11.1 MG/ML Injectable Solution,RxNorm Extension,iv_fluids
43742400,OMOP877535,1250 ML Sodium Chloride 11.1 MG/ML Injectable Solution Box of 4,RxNorm Extension,iv_fluids
43706358,OMOP877529,1250 ML Sodium Chloride 11.1 MG/ML Injectable Solution Box of 4 by Fresenius,RxNorm Extension,iv_fluids
43778290,OMOP877534,1250 ML Sodium Chloride 11.1 MG/ML Injectable Solution by Fresenius,RxNorm Extension,iv_fluids
35415134,OMOP1148719,125 ML Sodium Chloride 9 MG/ML Injectable Solution,RxNorm Extension,iv_fluids
35415139,OMOP1148724,125 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 1,RxNorm Extension,iv_fluids
35415133,OMOP1148718,125 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 24,RxNorm Extension,iv_fluids
43043469,OMOP4858484,125 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 24 by Chaix Et Du Marais,RxNorm Extension,iv_fluids
43043468,OMOP4858483,125 ML Sodium Chloride 9 MG/ML Injectable Solution by Chaix Et Du Marais,RxNorm Extension,iv_fluids
43043467,OMOP4858482,125 ML Sodium Chloride 9 MG/ML Injectable Solution by Fresenius,RxNorm Extension,iv_fluids
35415125,OMOP1148710,125 ML Sodium Chloride 9 MG/ML Injectable Solution [CHLORURE DE SODIUM FRESENIUS],RxNorm Extension,iv_fluids
35415116,OMOP1148701,125 ML Sodium Chloride 9 MG/ML Injectable Solution [CHLORURE DE SODIUM FRESENIUS] by Fresenius,RxNorm Extension,iv_fluids
35415110,OMOP1148695,125 ML Sodium Chloride 9 MG/ML Injectable Solution [CHLORURE DE SODIUM LAVOISIER],RxNorm Extension,iv_fluids
35415118,OMOP1148703,125 ML Sodium Chloride 9 MG/ML Injectable Solution [CHLORURE DE SODIUM LAVOISIER] Box of 1,RxNorm Extension,iv_fluids
35415128,OMOP1148713,125 ML Sodium Chloride 9 MG/ML Injectable Solution [CHLORURE DE SODIUM LAVOISIER] Box of 1 by Chaix Et Du Marais,RxNorm Extension,iv_fluids
35415103,OMOP1148688,125 ML Sodium Chloride 9 MG/ML Injectable Solution [CHLORURE DE SODIUM LAVOISIER] Box of 24,RxNorm Extension,iv_fluids
35415122,OMOP1148707,125 ML Sodium Chloride 9 MG/ML Injectable Solution [CHLORURE DE SODIUM LAVOISIER] Box of 24 by Chaix Et Du Marais,RxNorm Extension,iv_fluids
42482737,OMOP420370,125 ML Sodium Chloride 9 MG/ML Injection,RxNorm Extension,iv_fluids
21039853,OMOP325237,125 ML Sodium Chloride 9 MG/ML Injection Box of 1,RxNorm Extension,iv_fluids
35415132,OMOP1148717,125 ML Sodium Chloride 9 MG/ML Injection Box of 24,RxNorm Extension,iv_fluids
35415140,OMOP1148725,125 ML Sodium Chloride 9 MG/ML Injection [CHLORURE DE SODIUM FRESENIUS],RxNorm Extension,iv_fluids
35415121,OMOP1148706,125 ML Sodium Chloride 9 MG/ML Injection [CHLORURE DE SODIUM FRESENIUS] by Fresenius,RxNorm Extension,iv_fluids
35415124,OMOP1148709,125 ML Sodium Chloride 9 MG/ML Injection [CHLORURE DE SODIUM LAVOISIER],RxNorm Extension,iv_fluids
35415123,OMOP1148708,125 ML Sodium Chloride 9 MG/ML Injection [CHLORURE DE SODIUM LAVOISIER] Box of 1,RxNorm Extension,iv_fluids
35415115,OMOP1148700,125 ML Sodium Chloride 9 MG/ML Injection [CHLORURE DE SODIUM LAVOISIER] Box of 1 by Chaix Et Du Marais,RxNorm Extension,iv_fluids
35415117,OMOP1148702,125 ML Sodium Chloride 9 MG/ML Injection [CHLORURE DE SODIUM LAVOISIER] Box of 24,RxNorm Extension,iv_fluids
35415131,OMOP1148716,125 ML Sodium Chloride 9 MG/ML Injection [CHLORURE DE SODIUM LAVOISIER] Box of 24 by Chaix Et Du Marais,RxNorm Extension,iv_fluids
43724379,OMOP878256,1500 ML Sodium Chloride 11.1 MG/ML Injectable Solution,RxNorm Extension,iv_fluids
43868702,OMOP878246,1500 ML Sodium Chloride 11.1 MG/ML Injectable Solution Box of 4,RxNorm Extension,iv_fluids
43778422,OMOP878259,1500 ML Sodium Chloride 11.1 MG/ML Injectable Solution Box of 4 by Fresenius,RxNorm Extension,iv_fluids
43652647,OMOP878245,1500 ML Sodium Chloride 11.1 MG/ML Injectable Solution by Fresenius,RxNorm Extension,iv_fluids
43688553,OMOP878250,1500 ML Sodium Chloride 19.9 MG/ML Injectable Solution,RxNorm Extension,iv_fluids
43706461,OMOP878252,1500 ML Sodium Chloride 19.9 MG/ML Injectable Solution Box of 4,RxNorm Extension,iv_fluids
43796311,OMOP878253,1500 ML Sodium Chloride 19.9 MG/ML Injectable Solution Box of 4 by Baxter,RxNorm Extension,iv_fluids
43850512,OMOP878254,1500 ML Sodium Chloride 19.9 MG/ML Injectable Solution Box of 5,RxNorm Extension,iv_fluids
43796312,OMOP878255,1500 ML Sodium Chloride 19.9 MG/ML Injectable Solution Box of 5 by Baxter,RxNorm Extension,iv_fluids
