"concept_id","concept_name","concept_code","vocabulary_id","pcornet_vocabulary_id"
45065932,"enalapril maleate 20 MG Oral Tablet","15338023330","NDC","ND"
44912983,"Captopril 12.5 MG Oral Tablet","15548004501","NDC","ND"
45356011,"Captopril 12.5 MG Oral Tablet","15548004503","NDC","ND"
45116984,"Captopril 12.5 MG Oral Tablet","15548004505","NDC","ND"
44963579,"Captopril 25 MG Oral Tablet","15548004601","NDC","ND"
45048903,"Captopril 25 MG Oral Tablet","15548004602","NDC","ND"
45270792,"Captopril 25 MG Oral Tablet","15548004603","NDC","ND"
44946828,"Captopril 50 MG Oral Tablet","15548004701","NDC","ND"
45133809,"Captopril 50 MG Oral Tablet","15548004703","NDC","ND"
45304867,"Captopril 100 MG Oral Tablet","15548004801","NDC","ND"
44929872,"Fosinopril Sodium 10 MG Oral Tablet [Monopril]","15548015846","NDC","ND"
44997546,"Fosinopril Sodium 10 MG Oral Tablet [Monopril]","15548015885","NDC","ND"
45338959,"Fosinopril Sodium 10 MG Oral Tablet [Monopril]","15548015895","NDC","ND"
45202230,"Fosinopril Sodium 40 MG Oral Tablet [Monopril]","15548020213","NDC","ND"
45133810,"Fosinopril Sodium 40 MG Oral Tablet","15548022703","NDC","ND"
44844392,"Fosinopril Sodium 20 MG Oral Tablet","15548027203","NDC","ND"
44963581,"Fosinopril Sodium 20 MG Oral Tablet","15548027210","NDC","ND"
45287851,"Fosinopril Sodium 10 MG Oral Tablet","15548027303","NDC","ND"
44861582,"Fosinopril Sodium 10 MG Oral Tablet","15548027310","NDC","ND"
44963582,"Captopril 25 MG / Hydrochlorothiazide 15 MG Oral Tablet [Capozide 25/15]","15548033810","NDC","ND"
45270793,"Captopril 25 MG / Hydrochlorothiazide 15 MG Oral Tablet [Capozide 25/15]","15548033830","NDC","ND"
45150873,"Captopril 25 MG / Hydrochlorothiazide 15 MG Oral Tablet [Capozide 25/15]","15548033850","NDC","ND"
44929873,"Captopril 25 MG / Hydrochlorothiazide 15 MG Oral Tablet [Capozide 25/15]","15548033892","NDC","ND"
45372873,"Captopril 25 MG / Hydrochlorothiazide 25 MG Oral Tablet [Capozide 25/25]","15548034950","NDC","ND"
45133811,"Captopril 50 MG / Hydrochlorothiazide 15 MG Oral Tablet [Capozide 50/15]","15548038450","NDC","ND"
45372874,"Captopril 50 MG / Hydrochlorothiazide 25 MG Oral Tablet [Capozide 50/25]","15548039046","NDC","ND"
44929874,"Captopril 50 MG / Hydrochlorothiazide 25 MG Oral Tablet [Capozide 50/25]","15548039050","NDC","ND"
44980626,"Captopril 50 MG / Hydrochlorothiazide 25 MG Oral Tablet [Capozide 50/25]","15548039092","NDC","ND"
45082995,"Captopril 12.5 MG Oral Tablet [Capoten]","15548045051","NDC","ND"
45133812,"Captopril 12.5 MG Oral Tablet [Capoten]","15548045054","NDC","ND"
45168123,"Captopril 12.5 MG Oral Tablet [Capoten]","15548045075","NDC","ND"
45219343,"Captopril 25 MG Oral Tablet [Capoten]","15548045250","NDC","ND"
44980627,"Captopril 25 MG Oral Tablet [Capoten]","15548045251","NDC","ND"
44946829,"Captopril 25 MG Oral Tablet [Capoten]","15548045294","NDC","ND"
45116985,"Captopril 25 MG Oral Tablet [Capoten]","15548045295","NDC","ND"
44878680,"Captopril 50 MG Oral Tablet [Capoten]","15548048250","NDC","ND"
44929876,"Captopril 50 MG Oral Tablet [Capoten]","15548048251","NDC","ND"
45150874,"Captopril 50 MG Oral Tablet [Capoten]","15548048275","NDC","ND"
45321900,"Captopril 100 MG Oral Tablet [Capoten]","15548048550","NDC","ND"
44980628,"Fosinopril Sodium 20 MG Oral Tablet [Monopril]","15548060941","NDC","ND"
45202232,"Fosinopril Sodium 20 MG Oral Tablet [Monopril]","15548060942","NDC","ND"
45065943,"Fosinopril Sodium 20 MG Oral Tablet [Monopril]","15548060945","NDC","ND"
45031921,"Fosinopril Sodium 20 MG Oral Tablet [Monopril]","15548060985","NDC","ND"
45117009,"Fosinopril Sodium 10 MG Oral Tablet","16252053000","NDC","ND"
45356020,"Fosinopril Sodium 10 MG Oral Tablet","16252053090","NDC","ND"
45083014,"Fosinopril Sodium 20 MG Oral Tablet","16252053100","NDC","ND"
44878695,"Fosinopril Sodium 20 MG Oral Tablet","16252053190","NDC","ND"
45356021,"Fosinopril Sodium 40 MG Oral Tablet","16252053200","NDC","ND"
45321917,"Fosinopril Sodium 40 MG Oral Tablet","16252053290","NDC","ND"
45809269,"trandolapril 1mg/1 ORAL TABLET","162520541","NDC","ND"
45338973,"trandolapril 1 MG Oral Tablet","16252054100","NDC","ND"
45219362,"trandolapril 1 MG Oral Tablet","16252054130","NDC","ND"
45809270,"trandolapril 2mg/1 ORAL TABLET","162520542","NDC","ND"
45117010,"trandolapril 2 MG Oral Tablet","16252054200","NDC","ND"
45083016,"trandolapril 2 MG Oral Tablet","16252054290","NDC","ND"
45809271,"trandolapril 4mg/1 ORAL TABLET","162520543","NDC","ND"
45083017,"trandolapril 4 MG Oral Tablet","16252054300","NDC","ND"
45236565,"trandolapril 4 MG Oral Tablet","16252054390","NDC","ND"
45809281,"ramipril 1.25mg/1 ORAL CAPSULE","162520570","NDC","ND"
45372904,"Ramipril 1.25 MG Extended Release Capsule","16252057000","NDC","ND"
45031938,"Ramipril 1.25 MG Oral Capsule","16252057001","NDC","ND"
45065964,"ramipril 1.25 MG Oral Capsule","16252057030","NDC","ND"
45809282,"ramipril 2.5mg/1 ORAL CAPSULE","162520571","NDC","ND"
44878699,"Ramipril 2.5 MG Oral Capsule","16252057100","NDC","ND"
45133832,"ramipril 2.5 MG Oral Capsule","16252057101","NDC","ND"
45150899,"ramipril 2.5 MG Oral Capsule","16252057150","NDC","ND"
45809283,"ramipril 5mg/1 ORAL CAPSULE","162520572","NDC","ND"
45321918,"Ramipril 5 MG Oral Capsule","16252057200","NDC","ND"
45356024,"Ramipril 5 MG Oral Capsule","16252057201","NDC","ND"
44946848,"Ramipril 5 MG Oral Capsule","16252057250","NDC","ND"
45809284,"ramipril 10mg/1 ORAL CAPSULE","162520573","NDC","ND"
44929897,"Ramipril 10 MG Oral Capsule","16252057300","NDC","ND"
44946849,"ramipril 10 MG Oral Capsule","16252057301","NDC","ND"
45270807,"Ramipril 10 MG Oral Capsule","16252057310","NDC","ND"
44929898,"ramipril 10 MG Oral Capsule","16252057350","NDC","ND"
45117011,"Moexipril hydrochloride 7.5 MG Oral Tablet","16252061001","NDC","ND"
45356026,"Moexipril hydrochloride 15 MG Oral Tablet","16252061101","NDC","ND"
45253660,"Hydrochlorothiazide 12.5 MG / Moexipril hydrochloride 7.5 MG Oral Tablet","16252061201","NDC","ND"
45133833,"Hydrochlorothiazide 12.5 MG / Moexipril hydrochloride 15 MG Oral Tablet","16252061301","NDC","ND"
45185058,"Hydrochlorothiazide 25 MG / Moexipril hydrochloride 15 MG Oral Tablet","16252061401","NDC","ND"
45809530,"benazepril hydrochloride 20mg/1 ORAL TABLET [benazepril]","165900259","NDC","ND"
45202305,"Benazepril hydrochloride 20 MG Oral Tablet","16590025930","NDC","ND"
45202306,"Benazepril hydrochloride 20 MG Oral Tablet","16590025960","NDC","ND"
45219430,"Benazepril hydrochloride 20 MG Oral Tablet","16590025990","NDC","ND"
45809538,"enalapril maleate 10mg/1 ORAL TABLET","165900277","NDC","ND"
45066026,"Enalapril Maleate 10 MG Oral Tablet","16590027730","NDC","ND"
44861654,"Enalapril Maleate 10 MG Oral Tablet","16590027760","NDC","ND"
45304943,"Enalapril Maleate 10 MG Oral Tablet","16590027790","NDC","ND"
45809541,"benazepril hydrochloride 10mg/1 ORAL TABLET","165900280","NDC","ND"
45117062,"Benazepril hydrochloride 10 MG Oral Tablet","16590028030","NDC","ND"
45809565,"lisinopril 10mg/1 ORAL TABLET","165900306","NDC","ND"
45253731,"Lisinopril 10 MG Oral Tablet","16590030630","NDC","ND"
45253732,"Lisinopril 10 MG Oral Tablet","16590030660","NDC","ND"
45202312,"Lisinopril 10 MG Oral Tablet","16590030690","NDC","ND"
45809566,"lisinopril 20mg/1 ORAL TABLET","165900307","NDC","ND"
45253733,"Lisinopril 20 MG Oral Tablet","16590030730","NDC","ND"
44861658,"Lisinopril 20 MG Oral Tablet","16590030760","NDC","ND"
45083059,"Lisinopril 20 MG Oral Tablet","16590030771","NDC","ND"
45202313,"Lisinopril 20 MG Oral Tablet","16590030790","NDC","ND"
45809567,"lisinopril and hydrochlorothiazide 20mg/1 / 12.5mg/1 ORAL TABLET","165900308","NDC","ND"
45083060,"Hydrochlorothiazide 12.5 MG / Lisinopril 20 MG Oral Tablet","16590030830","NDC","ND"
44895891,"Hydrochlorothiazide 12.5 MG / Lisinopril 20 MG Oral Tablet","16590030860","NDC","ND"
45219434,"Hydrochlorothiazide 12.5 MG / Lisinopril 20 MG Oral Tablet","16590030872","NDC","ND"
44895892,"Hydrochlorothiazide 12.5 MG / Lisinopril 20 MG Oral Tablet","16590030890","NDC","ND"
45809568,"lisinopril and hydrochlorothiazide 20mg/1 / 25mg/1 ORAL TABLET","165900309","NDC","ND"
45202314,"Hydrochlorothiazide 25 MG / Lisinopril 20 MG Oral Tablet","16590030930","NDC","ND"
45372967,"Hydrochlorothiazide 25 MG / Lisinopril 20 MG Oral Tablet","16590030960","NDC","ND"
45356072,"Hydrochlorothiazide 25 MG / Lisinopril 20 MG Oral Tablet","16590030972","NDC","ND"
45185109,"Hydrochlorothiazide 25 MG / Lisinopril 20 MG Oral Tablet","16590030990","NDC","ND"
45809591,"lisinopril 40mg/1 ORAL TABLET","165900356","NDC","ND"
45356077,"Lisinopril 40 MG Oral Tablet","16590035630","NDC","ND"
45185115,"Lisinopril 40 MG Oral Tablet","16590035640","NDC","ND"
44861665,"Lisinopril 40 MG Oral Tablet","16590035645","NDC","ND"
45185116,"Lisinopril 40 MG Oral Tablet","16590035660","NDC","ND"
44861666,"Lisinopril 40 MG Oral Tablet","16590035671","NDC","ND"
44913058,"Lisinopril 40 MG Oral Tablet","16590035690","NDC","ND"
45356079,"Enalapril Maleate 20 MG Oral Tablet","16590039230","NDC","ND"
45372973,"Enalapril Maleate 20 MG Oral Tablet","16590039260","NDC","ND"
44963661,"Enalapril Maleate 20 MG Oral Tablet","16590039290","NDC","ND"
46366720,"enalapril maleate 2.5mg/1 ORAL TABLET","167140442","NDC","ND"
46330765,"enalapril maleate 2.5 MG Oral Tablet","16714044201","NDC","ND"
46330975,"enalapril maleate 2.5 MG Oral Tablet","16714044202","NDC","ND"
46366721,"enalapril maleate 5mg/1 ORAL TABLET","167140443","NDC","ND"
46332800,"enalapril maleate 5 MG Oral Tablet","16714044301","NDC","ND"
46330811,"enalapril maleate 5 MG Oral Tablet","16714044302","NDC","ND"
46366722,"enalapril maleate 10mg/1 ORAL TABLET","167140444","NDC","ND"
46331591,"enalapril maleate 10 MG Oral Tablet","16714044401","NDC","ND"
46330467,"enalapril maleate 10 MG Oral Tablet","16714044402","NDC","ND"
46366723,"enalapril maleate 20mg/1 ORAL TABLET","167140445","NDC","ND"
46329623,"enalapril maleate 20 MG Oral Tablet","16714044501","NDC","ND"
46331947,"enalapril maleate 20 MG Oral Tablet","16714044502","NDC","ND"
45810022,"ramipril 1.25mg/1 ORAL CAPSULE","167290152","NDC","ND"
45860263,"ramipril 1.25 MG Oral Capsule","16729015201","NDC","ND"
45875028,"ramipril 1.25 MG Oral Capsule","16729015216","NDC","ND"
45810023,"ramipril 2.5mg/1 ORAL CAPSULE","167290153","NDC","ND"
45869678,"ramipril 2.5 MG Oral Capsule","16729015301","NDC","ND"
45871834,"ramipril 2.5 MG Oral Capsule","16729015316","NDC","ND"
45810024,"ramipril 5mg/1 ORAL CAPSULE","167290154","NDC","ND"
45867574,"ramipril 5 MG Oral Capsule","16729015401","NDC","ND"
45863444,"ramipril 5 MG Oral Capsule","16729015416","NDC","ND"
45810025,"ramipril 10mg/1 ORAL CAPSULE","167290155","NDC","ND"
45872061,"ramipril 10 MG Oral Capsule","16729015501","NDC","ND"
45869914,"ramipril 10 MG Oral Capsule","16729015516","NDC","ND"
45810043,"lisinopril 2.5mg/1 ORAL TABLET","167290194","NDC","ND"
45305052,"lisinopril 2.5 MG Oral Tablet","16729019401","NDC","ND"
45861718,"lisinopril 2.5 MG Oral Tablet","16729019417","NDC","ND"
45810044,"lisinopril 5mg/1 ORAL TABLET","167290195","NDC","ND"
45236716,"lisinopril 5 MG Oral Tablet","16729019501","NDC","ND"
45874412,"Lisinopril 5 MG Oral Tablet","16729019516","NDC","ND"
45861719,"Lisinopril 5 MG Oral Tablet","16729019517","NDC","ND"
45810045,"lisinopril 10mg/1 ORAL TABLET","167290196","NDC","ND"
45100107,"lisinopril 10 MG Oral Tablet","16729019601","NDC","ND"
45866146,"Lisinopril 10 MG Oral Tablet","16729019616","NDC","ND"
45868244,"Lisinopril 10 MG Oral Tablet","16729019617","NDC","ND"
45810046,"lisinopril 20mg/1 ORAL TABLET","167290197","NDC","ND"
44861744,"lisinopril 20 MG Oral Tablet","16729019701","NDC","ND"
45870367,"Lisinopril 20 MG Oral Tablet","16729019716","NDC","ND"
45861981,"Lisinopril 20 MG Oral Tablet","16729019717","NDC","ND"
45810047,"lisinopril 30mg/1 ORAL TABLET","167290198","NDC","ND"
45339110,"Lisinopril 30 MG Oral Tablet","16729019801","NDC","ND"
45871955,"Lisinopril 30 MG Oral Tablet","16729019816","NDC","ND"
45861446,"Lisinopril 30 MG Oral Tablet","16729019817","NDC","ND"
45810048,"lisinopril 40mg/1 ORAL TABLET","167290199","NDC","ND"
44861745,"Lisinopril 40 MG Oral Tablet","16729019901","NDC","ND"
45867515,"Lisinopril 40 MG Oral Tablet","16729019916","NDC","ND"
45867514,"Lisinopril 40 MG Oral Tablet","16729019917","NDC","ND"
44471711,"lisinopril 2.5mg/1 ORAL TABLET","167290375","NDC","ND"
44415213,"lisinopril 2.5 MG Oral Tablet","16729037501","NDC","ND"
36699105,"lisinopril 2.5 MG Oral Tablet","16729037516","NDC","ND"
36699106,"lisinopril 2.5 MG Oral Tablet","16729037517","NDC","ND"
44471712,"lisinopril 5mg/1 ORAL TABLET","167290376","NDC","ND"
44443948,"lisinopril 5 MG Oral Tablet","16729037601","NDC","ND"
44416655,"lisinopril 5 MG Oral Tablet","16729037616","NDC","ND"
44415209,"lisinopril 5 MG Oral Tablet","16729037617","NDC","ND"
44471713,"lisinopril 10mg/1 ORAL TABLET","167290377","NDC","ND"
44437185,"lisinopril 10 MG Oral Tablet","16729037701","NDC","ND"
44412524,"lisinopril 10 MG Oral Tablet","16729037716","NDC","ND"
44441171,"lisinopril 10 MG Oral Tablet","16729037717","NDC","ND"
44471714,"lisinopril 20mg/1 ORAL TABLET","167290378","NDC","ND"
44413847,"lisinopril 20 MG Oral Tablet","16729037801","NDC","ND"
44439853,"lisinopril 20 MG Oral Tablet","16729037816","NDC","ND"
44418044,"lisinopril 20 MG Oral Tablet","16729037817","NDC","ND"
44471715,"lisinopril 30mg/1 ORAL TABLET","167290379","NDC","ND"
44439854,"lisinopril 30 MG Oral Tablet","16729037901","NDC","ND"
44412527,"lisinopril 30 MG Oral Tablet","16729037916","NDC","ND"
44416656,"lisinopril 30 MG Oral Tablet","16729037917","NDC","ND"
44471716,"lisinopril 40mg/1 ORAL TABLET","167290380","NDC","ND"
44409808,"lisinopril 40 MG Oral Tablet","16729038001","NDC","ND"
44445310,"lisinopril 40 MG Oral Tablet","16729038016","NDC","ND"
44433007,"lisinopril 40 MG Oral Tablet","16729038017","NDC","ND"
44930068,"Benazepril hydrochloride 5 MG / Hydrochlorothiazide 6.25 MG Oral Tablet [Lotensin HCT 5/6.25]","17088005701","NDC","ND"
44913169,"Benazepril hydrochloride 10 MG / Hydrochlorothiazide 12.5 MG Oral Tablet [Lotensin HCT 10/12.5]","17088007201","NDC","ND"
44997740,"Benazepril hydrochloride 20 MG / Hydrochlorothiazide 12.5 MG Oral Tablet [Lotensin HCT 20/12.5]","17088007401","NDC","ND"
44947020,"Benazepril hydrochloride 20 MG / Hydrochlorothiazide 25 MG Oral Tablet [Lotensin HCT 20/25]","17088007503","NDC","ND"
45253839,"Enalapril Maleate 2.5 MG Oral Tablet","17106100100","NDC","ND"
45100140,"Enalapril Maleate 5 MG Oral Tablet","17106100200","NDC","ND"
44997745,"Enalapril Maleate 10 MG Oral Tablet","17106100300","NDC","ND"
45373084,"Enalapril Maleate 20 MG Oral Tablet","17106100400","NDC","ND"
45083237,"Fosinopril Sodium 10 MG Oral Tablet","17856004102","NDC","ND"
44913232,"ramipril 5mg/1 ORAL CAPSULE","178560108","NDC","ND"
45066198,"ramipril 5 MG Oral Capsule","17856010802","NDC","ND"
45322139,"Amlodipine 5 MG / Benazepril hydrochloride 20 MG Oral Capsule [Lotrel 5/20]","17856040602","NDC","ND"
45288110,"Benazepril hydrochloride 5 MG Oral Tablet","17856050502","NDC","ND"
45032177,"Hydrochlorothiazide 12.5 MG / quinapril 20 MG Oral Tablet","17856099002","NDC","ND"
45168397,"quinapril 10 MG Oral Tablet","17856099302","NDC","ND"
45168409,"Benazepril hydrochloride 5 MG Oral Tablet","18527010111","NDC","ND"
45271039,"Benazepril hydrochloride 5 MG Oral Tablet","18527010112","NDC","ND"
45202524,"Benazepril hydrochloride 10 MG Oral Tablet","18527010121","NDC","ND"
44997818,"Benazepril hydrochloride 10 MG Oral Tablet","18527010122","NDC","ND"
44930162,"Benazepril hydrochloride 20 MG Oral Tablet","18527010131","NDC","ND"
45032187,"Benazepril hydrochloride 20 MG Oral Tablet","18527010132","NDC","ND"
45100217,"Benazepril hydrochloride 40 MG Oral Tablet","18527010141","NDC","ND"
45151145,"Benazepril hydrochloride 40 MG Oral Tablet","18527010142","NDC","ND"
45168427,"Lisinopril 5 MG Oral Tablet","18837027730","NDC","ND"
45811089,"benazepril hydrochloride 10mg/1 ORAL TABLET, FILM COATED","216950326","NDC","ND"
45288261,"Benazepril hydrochloride 10 MG Oral Tablet","21695032630","NDC","ND"
45015078,"Benazepril hydrochloride 10 MG Oral Tablet","21695032660","NDC","ND"
45151272,"Benazepril hydrochloride 10 MG Oral Tablet","21695032690","NDC","ND"
45811090,"benazepril hydrochloride 20mg/1 ORAL TABLET, FILM COATED","216950327","NDC","ND"
45151273,"Benazepril hydrochloride 20 MG Oral Tablet","21695032730","NDC","ND"
45254039,"Benazepril hydrochloride 20 MG Oral Tablet","21695032760","NDC","ND"
44844812,"Benazepril hydrochloride 20 MG Oral Tablet","21695032790","NDC","ND"
45811091,"lisinopril 5mg/1 ORAL TABLET","216950328","NDC","ND"
44981011,"Lisinopril 5 MG Oral Tablet","21695032830","NDC","ND"
45305287,"Lisinopril 5 MG Oral Tablet","21695032890","NDC","ND"
45811092,"lisinopril 10mg/1 ORAL TABLET","216950329","NDC","ND"
44981012,"Lisinopril 10 MG Oral Tablet","21695032915","NDC","ND"
45151274,"Lisinopril 10 MG Oral Tablet","21695032930","NDC","ND"
45100331,"Lisinopril 10 MG Oral Tablet","21695032978","NDC","ND"
45271151,"Lisinopril 10 MG Oral Tablet","21695032990","NDC","ND"
45811093,"lisinopril 20mg/1 ORAL TABLET","216950330","NDC","ND"
45032313,"Lisinopril 20 MG Oral Tablet","21695033020","NDC","ND"
45305288,"Lisinopril 20 MG Oral Tablet","21695033030","NDC","ND"
45254040,"Lisinopril 20 MG Oral Tablet","21695033060","NDC","ND"
44997936,"Lisinopril 20 MG Oral Tablet","21695033090","NDC","ND"
45811094,"lisinopril 40mg/1 ORAL TABLET","216950331","NDC","ND"
45356394,"Lisinopril 40 MG Oral Tablet","21695033130","NDC","ND"
44947240,"Lisinopril 40 MG Oral Tablet","21695033140","NDC","ND"
45049284,"Lisinopril 40 MG Oral Tablet","21695033160","NDC","ND"
45134184,"Lisinopril 40 MG Oral Tablet","21695033190","NDC","ND"
45811108,"lisinopril 2.5mg/1 ORAL TABLET","216950345","NDC","ND"
45373303,"Lisinopril 2.5 MG Oral Tablet","21695034530","NDC","ND"
45219781,"Lisinopril 2.5 MG Oral Tablet","21695034590","NDC","ND"
45811148,"quinapril 5mg/1 ORAL TABLET","216950393","NDC","ND"
44913350,"quinapril 5 MG Oral Tablet","21695039330","NDC","ND"
45811149,"quinapril 10mg/1 ORAL TABLET","216950394","NDC","ND"
45373305,"quinapril 10 MG Oral Tablet","21695039430","NDC","ND"
45811210,"captopril 25mg/1 ORAL TABLET","216950477","NDC","ND"
45083361,"Captopril 25 MG Oral Tablet","21695047730","NDC","ND"
45271157,"Captopril 25 MG Oral Tablet","21695047778","NDC","ND"
45811211,"captopril 50mg/1 ORAL TABLET","216950478","NDC","ND"
45271158,"Captopril 50 MG Oral Tablet","21695047830","NDC","ND"
45811216,"enalapril maleate 5mg/1 ORAL TABLET","216950487","NDC","ND"
45373311,"Enalapril Maleate 5 MG Oral Tablet","21695048730","NDC","ND"
45015084,"Enalapril Maleate 5 MG Oral Tablet","21695048790","NDC","ND"
45811217,"enalapril maleate 10mg/1 ORAL TABLET","216950488","NDC","ND"
45288270,"Enalapril Maleate 10 MG Oral Tablet","21695048830","NDC","ND"
44930289,"Enalapril Maleate 10 MG Oral Tablet","21695048860","NDC","ND"
45049297,"Enalapril Maleate 10 MG Oral Tablet","21695048890","NDC","ND"
45811218,"enalapril maleate 20mg/1 ORAL TABLET","216950489","NDC","ND"
45134196,"Enalapril Maleate 20 MG Oral Tablet","21695048930","NDC","ND"
45134197,"Enalapril Maleate 20 MG Oral Tablet","21695048990","NDC","ND"
45811315,"benazepril hydrochloride 5mg/1 ORAL TABLET, FILM COATED","216950612","NDC","ND"
45305307,"Benazepril hydrochloride 5 MG Oral Tablet","21695061290","NDC","ND"
45811409,"lisinopril and hydrochlorothiazide 10mg/1 / 12.5mg/1 ORAL TABLET","216950733","NDC","ND"
45271170,"Hydrochlorothiazide 12.5 MG / Lisinopril 10 MG Oral Tablet","21695073330","NDC","ND"
45811410,"lisinopril and hydrochlorothiazide 20mg/1 / 12.5mg/1 ORAL TABLET","216950734","NDC","ND"
45254063,"Hydrochlorothiazide 12.5 MG / Lisinopril 20 MG Oral Tablet","21695073430","NDC","ND"
45305312,"Hydrochlorothiazide 12.5 MG / Lisinopril 20 MG Oral Tablet","21695073460","NDC","ND"
45066357,"Hydrochlorothiazide 12.5 MG / Lisinopril 20 MG Oral Tablet","21695073490","NDC","ND"
45811411,"lisinopril and hydrochlorothiazide 20mg/1 / 25mg/1 ORAL TABLET","216950735","NDC","ND"
44963980,"Hydrochlorothiazide 25 MG / Lisinopril 20 MG Oral Tablet","21695073530","NDC","ND"
45185472,"Hydrochlorothiazide 25 MG / Lisinopril 20 MG Oral Tablet","21695073560","NDC","ND"
45083371,"Hydrochlorothiazide 25 MG / Lisinopril 20 MG Oral Tablet","21695073590","NDC","ND"
45811455,"enalapril maleate and hydrochlorothiazide 10mg/1 / 25mg/1 ORAL TABLET","216950780","NDC","ND"
45373334,"Enalapril Maleate 10 MG / Hydrochlorothiazide 25 MG Oral Tablet","21695078030","NDC","ND"
45811492,"ramipril 2.5mg/1 ORAL CAPSULE","216950821","NDC","ND"
45271174,"Ramipril 2.5 MG Oral Capsule","21695082130","NDC","ND"
45083375,"Ramipril 2.5 MG Oral Capsule","21695082190","NDC","ND"
45811493,"ramipril 5mg/1 ORAL CAPSULE","216950822","NDC","ND"
44963985,"Ramipril 5 MG Oral Capsule","21695082230","NDC","ND"
45168574,"Ramipril 5 MG Oral Capsule","21695082260","NDC","ND"
45168575,"Ramipril 5 MG Oral Capsule","21695082278","NDC","ND"
44844839,"Ramipril 5 MG Oral Capsule","21695082290","NDC","ND"
45811494,"ramipril 10mg/1 ORAL CAPSULE","216950823","NDC","ND"
45032348,"Ramipril 10 MG Oral Capsule","21695082330","NDC","ND"
45322320,"Ramipril 10 MG Oral Capsule","21695082360","NDC","ND"
44981046,"Amlodipine 5 MG / Benazepril hydrochloride 10 MG Oral Capsule","21695086690","NDC","ND"
45811537,"benazepril hydrochloride 40mg/1 ORAL TABLET, FILM COATED","216950877","NDC","ND"
45032352,"Benazepril hydrochloride 40 MG Oral Tablet","21695087730","NDC","ND"
45202664,"Benazepril hydrochloride 40 MG Oral Tablet","21695087790","NDC","ND"
44862002,"Amlodipine 10 MG / Benazepril hydrochloride 20 MG Oral Capsule","21695091630","NDC","ND"
45339336,"Amlodipine 10 MG / Benazepril hydrochloride 20 MG Oral Capsule","21695091690","NDC","ND"
45811794,"moexipril hydrochloride and hydrochlorothiazide 7.5mg/1 / 12.5mg/1 ORAL TABLET, FILM COATED","231550035","NDC","ND"
45871409,"Hydrochlorothiazide 12.5 MG / Moexipril hydrochloride 7.5 MG Oral Tablet","23155003501","NDC","ND"
45873509,"Hydrochlorothiazide 12.5 MG / Moexipril hydrochloride 7.5 MG Oral Tablet","23155003505","NDC","ND"
45811795,"moexipril hydrochloride and hydrochlorothiazide 15mg/1 / 12.5mg/1 ORAL TABLET, FILM COATED","231550036","NDC","ND"
45873508,"Hydrochlorothiazide 12.5 MG / Moexipril hydrochloride 15 MG Oral Tablet","23155003601","NDC","ND"
45871408,"Hydrochlorothiazide 12.5 MG / Moexipril hydrochloride 15 MG Oral Tablet","23155003605","NDC","ND"
45811796,"moexipril hydrochloride and hydrochlorothiazide 15mg/1 / 25mg/1 ORAL TABLET, FILM COATED","231550037","NDC","ND"
45863006,"Hydrochlorothiazide 25 MG / Moexipril hydrochloride 15 MG Oral Tablet","23155003701","NDC","ND"
45871410,"Hydrochlorothiazide 25 MG / Moexipril hydrochloride 15 MG Oral Tablet","23155003705","NDC","ND"
45811812,"fosinopril sodium and hydrochlorothiazide 10mg/1 / 12.5mg/1 ORAL TABLET","231550060","NDC","ND"
44862025,"fosinopril sodium 10 MG / hydrochlorothiazide 12.5 MG Oral Tablet","23155006001","NDC","ND"
45271198,"fosinopril sodium 10 MG / hydrochlorothiazide 12.5 MG Oral Tablet","23155006003","NDC","ND"
44896289,"fosinopril sodium 10 MG / hydrochlorothiazide 12.5 MG Oral Tablet","23155006005","NDC","ND"
45811813,"fosinopril sodium and hydrochlorothiazide 20mg/1 / 12.5mg/1 ORAL TABLET","231550061","NDC","ND"
44913404,"fosinopril sodium 20 MG / hydrochlorothiazide 12.5 MG Oral Tablet","23155006101","NDC","ND"
45322341,"fosinopril sodium 20 MG / hydrochlorothiazide 12.5 MG Oral Tablet","23155006103","NDC","ND"
44964004,"fosinopril sodium 20 MG / hydrochlorothiazide 12.5 MG Oral Tablet","23155006105","NDC","ND"
37412218,"enalapril maleate 2.5mg/1 ORAL TABLET","231550704","NDC","ND"
37414788,"enalapril maleate 2.5 MG Oral Tablet","23155070401","NDC","ND"
37414789,"enalapril maleate 2.5 MG Oral Tablet","23155070410","NDC","ND"
37412219,"enalapril maleate 5mg/1 ORAL TABLET","231550705","NDC","ND"
37414790,"enalapril maleate 5 MG Oral Tablet","23155070501","NDC","ND"
37414791,"enalapril maleate 5 MG Oral Tablet","23155070510","NDC","ND"
37412220,"enalapril maleate 10mg/1 ORAL TABLET","231550706","NDC","ND"
37414783,"enalapril maleate 10 MG Oral Tablet","23155070601","NDC","ND"
37414784,"enalapril maleate 10 MG Oral Tablet","23155070610","NDC","ND"
37412221,"enalapril maleate 20mg/1 ORAL TABLET","231550707","NDC","ND"
37414785,"enalapril maleate 20 MG Oral Tablet","23155070701","NDC","ND"
37414786,"enalapril maleate 20 MG Oral Tablet","23155070705","NDC","ND"
37414787,"enalapril maleate 20 MG Oral Tablet","23155070710","NDC","ND"
36385326,"enalapril maleate 10mg/1 ORAL TABLET","231550772","NDC","ND"
36391699,"enalapril maleate 10 MG Oral Tablet","23155077201","NDC","ND"
36391700,"enalapril maleate 10 MG Oral Tablet","23155077210","NDC","ND"
