concept_id,concept_code,concept_name,codeset
3194332,1.016E+16,Poorly controlled type II diabetes with renal complications,diabetes
44793114,3.85051E+14,Pre-existing diabetes mellitus,diabetes
45757079,1.06281E+14,Pre-existing diabetes mellitus in mother complicating childbirth,diabetes
43531007,609563008,Pre-existing diabetes mellitus in pregnancy,diabetes
4062687,199231005,Pre-existing malnutrition-related diabetes mellitus,diabetes
4063042,199229001,Pre-existing type 1 diabetes mellitus,diabetes
43531008,609564002,Pre-existing type 1 diabetes mellitus in pregnancy,diabetes
4063043,199230006,Pre-existing type 2 diabetes mellitus,diabetes
43531010,609567009,Pre-existing type 2 diabetes mellitus in pregnancy,diabetes
43531009,609566000,Pregnancy and type 1 diabetes mellitus,diabetes
4129519,237627000,Pregnancy and type 2 diabetes mellitus,diabetes
4105172,193349004,Preproliferative retinopathy due to diabetes mellitus,diabetes
35626037,769182000,Preproliferative retinopathy of left eye due to diabetes mellitus,diabetes
35626036,769181007,Preproliferative retinopathy of right eye due to diabetes mellitus,diabetes
4265913,62260007,Pretibial pigmental patches due to diabetes mellitus,diabetes
3180411,1.632E+16,Preulcerative calluses,diabetes
37204277,782825008,"Primary microcephaly, epilepsy, permanent neonatal diabetes syndrome",diabetes
37204232,782755007,"Primary microcephaly, mild intellectual disability, young-onset diabetes syndrome",diabetes
380096,59276001,Proliferative retinopathy due to diabetes mellitus,diabetes
45763584,6.0971E+13,Proliferative retinopathy due to type 1 diabetes mellitus,diabetes
43530685,1.501E+12,Proliferative retinopathy due to type 2 diabetes mellitus,diabetes
45757065,1.03981E+14,Proliferative retinopathy following surgery due to diabetes mellitus,diabetes
36674200,770766000,Proliferative retinopathy of left eye due to diabetes mellitus,diabetes
36674199,770765001,Proliferative retinopathy of right eye with diabetes mellitus,diabetes
4195044,312909004,Proliferative retinopathy with iris neovascularization due to diabetes mellitus,diabetes
4336000,232022001,Proliferative retinopathy with neovascularization elsewhere than the optic disc due to diabetes mellitus,diabetes
4338900,232021008,Proliferative retinopathy with optic disc neovascularization due to diabetes mellitus,diabetes
45770831,9.7341E+13,Proliferative retinopathy with retinal edema due to type 2 diabetes mellitus,diabetes
4212631,57886004,Protein-deficient diabetes mellitus,diabetes
45757604,2.43421E+14,Proteinuria due to type 1 diabetes mellitus,diabetes
45757499,1.57141E+14,Proteinuria due to type 2 diabetes mellitus,diabetes
4030664,236500003,Proteinuric nephropathy due to diabetes mellitus,diabetes
4023792,19378003,Pseudotabes due to diabetes mellitus,diabetes
4210129,312908007,Quiescent proliferative retinopathy due to diabetes mellitus,diabetes
4140808,33559001,Rabson-Mendenhall syndrome,diabetes
4189418,39181008,Radiculoplexus neuropathy due to diabetes mellitus,diabetes
200687,421893009,Renal disorder due to type 1 diabetes mellitus,diabetes
443731,420279001,Renal disorder due to type 2 diabetes mellitus,diabetes
36716853,723074006,Renal papillary necrosis due to diabetes mellitus,diabetes
35626904,770323005,Retinal edema due to diabetes mellitus,diabetes
45757266,1.09171E+14,Retinal edema due to type 1 diabetes mellitus,diabetes
45770928,2.8331E+13,Retinal edema due to type 2 diabetes mellitus,diabetes
4174977,4855003,Retinopathy due to diabetes mellitus,diabetes
4227210,420789003,Retinopathy due to type 1 diabetes mellitus,diabetes
4226121,422034002,Retinopathy due to type 2 diabetes mellitus,diabetes
45770986,706894000,Retinopathy due to unstable diabetes mellitus type 1,diabetes
4082348,238984005,Rubeosis faciei due to diabetes mellitus,diabetes
45771533,8.2581E+13,Rubeosis iridis due to type 1 diabetes mellitus,diabetes
45769872,8.2551E+13,Rubeosis iridis due to type 2 diabetes mellitus,diabetes
195771,8801005,Secondary diabetes mellitus,diabetes
4034960,237601000,Secondary endocrine diabetes mellitus,diabetes
4131117,127011001,Sensory neuropathy due to diabetes mellitus,diabetes
45773567,1.02781E+14,Sensory neuropathy due to type 1 diabetes mellitus,diabetes
37312198,789585000,Sensory polyneuropathy due to diabetes mellitus,diabetes
4029420,237621004,Severe hyperglycemia due to diabetes mellitus,diabetes
45769833,7.2031E+13,Severe malnutrition due to type 1 diabetes mellitus,diabetes
45769835,7.2051E+13,Severe malnutrition due to type 2 diabetes mellitus,diabetes
3655913,870420005,Severe nonproliferative diabetic retinopathy with venous beading,diabetes
376114,312905005,Severe nonproliferative retinopathy due to diabetes mellitus,diabetes
765373,1.38901E+14,Severe nonproliferative retinopathy due to diabetes mellitus type 1,diabetes
761053,1.38941E+14,Severe nonproliferative retinopathy due to diabetes mellitus type 2,diabetes
35626044,769188001,Severe nonproliferative retinopathy of left eye due to diabetes mellitus,diabetes
35626043,769187006,Severe nonproliferative retinopathy of right eye due to diabetes mellitus,diabetes
4290822,399872003,Severe nonproliferative retinopathy with clinically significant macular edema due to diabetes mellitus,diabetes
4266637,399873008,Severe nonproliferative retinopathy without macular edema due to diabetes mellitus,diabetes
4227657,422183001,Skin ulcer due to diabetes mellitus,diabetes
36712670,1.02621E+14,Skin ulcer due to type 2 diabetes mellitus,diabetes
46269764,1.06562E+16,Skin ulcer of toe due to diabetes mellitus type 1,diabetes
46274058,1.06563E+16,Skin ulcer of toe due to diabetes mellitus type 2,diabetes
4143689,426907004,Small vessel disease due to type 1 diabetes mellitus,diabetes
4142579,427134009,Small vessel disease due to type 2 diabetes mellitus,diabetes
4162239,398140007,Somogyi phenomenon,diabetes
37311832,816962002,Stable treated proliferative retinopathy of left eye due to diabetes mellitus,diabetes
37311833,816961009,Stable treated proliferative retinopathy of right eye due to diabetes mellitus,diabetes
45770832,9.7621E+13,Stasis ulcer due to type 2 diabetes mellitus,diabetes
4099334,190447002,Steroid-induced diabetes,diabetes
4099653,190416008,Steroid-induced diabetes mellitus without complication,diabetes
37116379,733072002,Stimmler syndrome,diabetes
4307319,39127005,Symmetric proximal motor neuropathy due to diabetes mellitus,diabetes
44805212,7.73001E+14,Symptomatic diabetic peripheral neuropathy,diabetes
4048029,230579006,Thoracic radiculopathy due to diabetes mellitus,diabetes
4338901,232023006,Traction detachment of retina due to diabetes mellitus,diabetes
45769873,8.2571E+13,Traction detachment of retina due to type 1 diabetes mellitus,diabetes
45773064,8.2541E+13,Traction detachment of retina due to type 2 diabetes mellitus,diabetes
4129378,237603002,Transient neonatal diabetes mellitus,diabetes
201254,46635009,Type 1 diabetes mellitus,diabetes
4099215,190372001,Type 1 diabetes mellitus maturity onset,diabetes
4152858,314893005,Type 1 diabetes mellitus with arthropathy,diabetes
443412,313435000,Type 1 diabetes mellitus without complication,diabetes
4099214,190368000,Type 1 diabetes mellitus with ulcer,diabetes
201826,44054006,Type 2 diabetes mellitus,diabetes
4230254,359642000,Type 2 diabetes mellitus in nonobese,diabetes
4304377,81531005,Type 2 diabetes mellitus in obese,diabetes
4193704,313436004,Type 2 diabetes mellitus without complication,diabetes
4200875,314902007,Type 2 diabetes mellitus with peripheral angiopathy,diabetes
4099651,190389009,Type 2 diabetes mellitus with ulcer,diabetes
45766051,703137001,Type I diabetes mellitus in remission,diabetes
45766052,703138006,Type II diabetes mellitus in remission,diabetes
45757507,1.64881E+14,Ulcer of foot due to type 1 diabetes mellitus,diabetes
45769892,8.7491E+13,Ulcer of forefoot due to type 1 diabetes mellitus,diabetes
45769890,8.7461E+13,Ulcer of forefoot due to type 2 diabetes mellitus,diabetes
37312207,789562001,Ulcer of heel due to diabetes mellitus,diabetes
37312201,789571005,Ulcer of heel due to type 1 diabetes mellitus,diabetes
37312205,789567007,Ulcer of heel due to type 2 diabetes mellitus,diabetes
3655383,860978005,Ulcer of left foot due to diabetes mellitus,diabetes
36712686,1.06605E+16,Ulcer of left foot due to type 2 diabetes mellitus,diabetes
45770902,1.10141E+14,Ulcer of lower limb due to type 1 diabetes mellitus,diabetes
45757277,1.10171E+14,Ulcer of lower limb due to type 2 diabetes mellitus,diabetes
37312204,789568002,Ulcer of midfoot due to diabetes mellitus,diabetes
37312200,789572003,Ulcer of midfoot due to type 1 diabetes mellitus,diabetes
3655382,860977000,Ulcer of right foot due to diabetes mellitus,diabetes
36712687,1.06617E+16,Ulcer of right foot due to type 2 diabetes mellitus,diabetes
45757449,1.40391E+14,Ulcer of toe due to type 2 diabetes mellitus,diabetes
36674766,770600002,Venous beading of left retina due to diabetes mellitus,diabetes
4161670,399866003,Venous beading of retina due to diabetes mellitus,diabetes
36674765,770599000,Venous beading of right retina due to diabetes mellitus,diabetes
4269871,399876000,Very severe nonproliferative retinopathy due to diabetes mellitus,diabetes
35626047,769191001,Very severe nonproliferative retinopathy of left eye due to diabetes mellitus,diabetes
35626046,769190000,Very severe nonproliferative retinopathy of right eye due to diabetes mellitus,diabetes
4290823,399877009,Very severe nonproliferative retinopathy with clinically significant macular edema due to diabetes mellitus,diabetes
4221962,399863006,Very severe nonproliferative retinopathy without macular edema due to diabetes mellitus,diabetes
4164632,399865004,Very severe proliferative retinopathy due to diabetes mellitus,diabetes
4266041,399871005,Visually threatening diabetic retinopathy,diabetes
4195045,312910009,Vitreous hemorrhage due to diabetes mellitus,diabetes
45757074,1.04951E+14,Vitreous hemorrhage due to type 1 diabetes mellitus,diabetes
43531608,1.491E+12,Vitreous hemorrhage due to type 2 diabetes mellitus,diabetes
36674652,770362001,Vitreous hemorrhage of left eye due to diabetes mellitus,diabetes
36674651,770361008,Vitreous hemorrhage of right eye due to diabetes mellitus,diabetes
4294429,402864004,Wet gangrene of foot due to diabetes mellitus,diabetes
37116960,734022008,Wolfram-like syndrome,diabetes
37311329,816067005,Woodhouse Sakati syndrome,diabetes
