std_concept_id,std_concept_name,std_concept_code,std_vocabulary_id,ancestor_concept_id,ancestor_concept_name
36530527,Intraductal papillary adenocarcinoma with invasion of overlapping lesion of pancreas,8503/3-C25.8,ICDO3,192963,Disorder of pancreas
36530471,Myeloid or lymphoid neoplasm with PDGFRA rearrangement of body of pancreas,9965/3-C25.1,ICDO3,192963,Disorder of pancreas
36530452,"Comedocarcinoma, noninfiltrating of ampulla of Vater",8501/2-C24.1,ICDO3,192963,Disorder of pancreas
36530427,Noninfiltrating intraductal papillary adenocarcinoma of overlapping lesion of pancreas,8503/2-C25.8,ICDO3,192963,Disorder of pancreas
36530332,"Ductal carcinoma in situ, solid type of tail of pancreas",8230/2-C25.2,ICDO3,192963,Disorder of pancreas
36530282,"Malignant lymphoma, large B-cell, diffuse, immunoblastic, NOS, of head of pancreas",9684/3-C25.0,ICDO3,192963,Disorder of pancreas
36530251,"Carcinosarcoma, embryonal of pancreatic duct",8981/3-C25.3,ICDO3,192963,Disorder of pancreas
36530246,"Small cell carcinoma, fusiform cell of ampulla of Vater",8043/3-C24.1,ICDO3,192963,Disorder of pancreas
36530241,Intraductal micropapillary carcinoma of pancreatic duct,8507/2-C25.3,ICDO3,192963,Disorder of pancreas
36530183,"Squamous cell carcinoma, adenoid of other specified parts of pancreas",8075/3-C25.7,ICDO3,192963,Disorder of pancreas
36530115,Glassy cell carcinoma of overlapping lesion of pancreas,8015/3-C25.8,ICDO3,192963,Disorder of pancreas
36530071,Encapsulated papillary carcinoma with invasion of other specified parts of pancreas,8504/3-C25.7,ICDO3,192963,Disorder of pancreas
36530045,Malignant histiocytosis of body of pancreas,9750/3-C25.1,ICDO3,192963,Disorder of pancreas
36529970,"Burkitt lymphoma, NOS, of pancreatic duct",9687/3-C25.3,ICDO3,192963,Disorder of pancreas
36529968,"Mantle cell lymphoma of pancreas, NOS",9673/3-C25.9,ICDO3,192963,Disorder of pancreas
36529937,"Carcinoma in situ, NOS, of overlapping lesion of pancreas",8010/2-C25.8,ICDO3,192963,Disorder of pancreas
36529918,Glassy cell carcinoma of other specified parts of pancreas,8015/3-C25.7,ICDO3,192963,Disorder of pancreas
36529887,"Giant cell carcinoma of pancreas, NOS",8031/3-C25.9,ICDO3,192963,Disorder of pancreas
36529885,B lymphoblastic leukemia/lymphoma with t(9;22)(q34;q11.2); BCR-ABL1 of other specified parts of pancreas,9812/3-C25.7,ICDO3,192963,Disorder of pancreas
36529877,"Neoplasm, malignant of overlapping lesion of pancreas",8000/3-C25.8,ICDO3,192963,Disorder of pancreas
36529871,Epithelial-myoepithelial carcinoma of other specified parts of pancreas,8562/3-C25.7,ICDO3,192963,Disorder of pancreas
36529808,"Malignant tumor, spindle cell type of other specified parts of pancreas",8004/3-C25.7,ICDO3,192963,Disorder of pancreas
36529707,Cystic hypersecretory carcinoma of body of pancreas,8508/3-C25.1,ICDO3,192963,Disorder of pancreas
36529704,Infiltrating ductular carcinoma of islets of Langerhans,8521/3-C25.4,ICDO3,192963,Disorder of pancreas
36529591,Enterochromaffin cell carcinoid of body of pancreas,8241/3-C25.1,ICDO3,192963,Disorder of pancreas
36529589,"Hodgkin lymphoma, lymphocyte depletion, NOS, of body of pancreas",9653/3-C25.1,ICDO3,192963,Disorder of pancreas
36529584,"Duct carcinoma, desmoplastic type of islets of Langerhans",8514/3-C25.4,ICDO3,192963,Disorder of pancreas
36529572,Epithelioid leiomyosarcoma of overlapping lesion of pancreas,8891/3-C25.8,ICDO3,192963,Disorder of pancreas
36529493,Adenocarcinoma with spindle cell metaplasia of body of pancreas,8572/3-C25.1,ICDO3,192963,Disorder of pancreas
36529474,Intraductal papillary adenocarcinoma with invasion of islets of Langerhans,8503/3-C25.4,ICDO3,192963,Disorder of pancreas
36529459,"Carcinosarcoma, NOS, of overlapping lesion of pancreas",8980/3-C25.8,ICDO3,192963,Disorder of pancreas
36529447,Undifferentiated sarcoma of pancreatic duct,8805/3-C25.3,ICDO3,192963,Disorder of pancreas
36529433,"Superficial spreading adenocarcinoma of pancreas, NOS",8143/3-C25.9,ICDO3,192963,Disorder of pancreas
36529419,Adenocarcinoma in villous adenoma of islets of Langerhans,8261/3-C25.4,ICDO3,192963,Disorder of pancreas
36529380,"Comedocarcinoma, noninfiltrating of pancreatic duct",8501/2-C25.3,ICDO3,192963,Disorder of pancreas
36529379,B-cell chronic lymphocytic leukemia/small lymphocytic lymphoma of overlapping lesion of pancreas,9823/3-C25.8,ICDO3,192963,Disorder of pancreas
36529365,Angiomyosarcoma of body of pancreas,8894/3-C25.1,ICDO3,192963,Disorder of pancreas
36529348,Adenocarcinoma with apocrine metaplasia of islets of Langerhans,8573/3-C25.4,ICDO3,192963,Disorder of pancreas
36529287,B lymphoblastic leukemia/lymphoma with t(5;14)(q31;q32); IL3-IGH of tail of pancreas,9817/3-C25.2,ICDO3,192963,Disorder of pancreas
36529253,"Papillary adenocarcinoma, NOS, of tail of pancreas",8260/3-C25.2,ICDO3,192963,Disorder of pancreas
36529214,Malignant mastocytosis of overlapping lesion of pancreas,9741/3-C25.8,ICDO3,192963,Disorder of pancreas
36529211,Mast cell sarcoma of overlapping lesion of pancreas,9740/3-C25.8,ICDO3,192963,Disorder of pancreas
36529161,"Precursor cell lymphoblastic lymphoma, NOS, of head of pancreas",9727/3-C25.0,ICDO3,192963,Disorder of pancreas
36529147,Adenocarcinoma with cartilaginous and osseous metaplasia of head of pancreas,8571/3-C25.0,ICDO3,192963,Disorder of pancreas
36529138,Glucagonoma of other specified parts of pancreas,8152/3-C25.7,ICDO3,192963,Disorder of pancreas
36529116,Follicular dendritic cell sarcoma of overlapping lesion of pancreas,9758/3-C25.8,ICDO3,192963,Disorder of pancreas
36529103,"Hodgkin lymphoma, mixed cellularity, NOS, of ampulla of Vater",9652/3-C24.1,ICDO3,192963,Disorder of pancreas
36529093,"Plasmacytoma, NOS, of ampulla of Vater",9731/3-C24.1,ICDO3,192963,Disorder of pancreas
36529043,Angiomyosarcoma of head of pancreas,8894/3-C25.0,ICDO3,192963,Disorder of pancreas
36528958,"Follicular lymphoma, NOS, of other specified parts of pancreas",9690/3-C25.7,ICDO3,192963,Disorder of pancreas
36528939,"Carcinosarcoma, embryonal of pancreas, NOS",8981/3-C25.9,ICDO3,192963,Disorder of pancreas
36528927,"Follicular lymphoma, grade 1 of body of pancreas",9695/3-C25.1,ICDO3,192963,Disorder of pancreas
36528822,"B lymphoblastic leukemia/lymphoma, NOS, of pancreas, NOS",9811/3-C25.9,ICDO3,192963,Disorder of pancreas
36528817,"Sarcoma, NOS, of other specified parts of pancreas",8800/3-C25.7,ICDO3,192963,Disorder of pancreas
36528755,"Malignant lymphoma, NOS, of other specified parts of pancreas",9590/3-C25.7,ICDO3,192963,Disorder of pancreas
36528744,Sezary syndrome of head of pancreas,9701/3-C25.0,ICDO3,192963,Disorder of pancreas
36528734,HHV8 positive diffuse large B-cell lymphoma of islets of Langerhans,9738/3-C25.4,ICDO3,192963,Disorder of pancreas
36528717,Noninfiltrating intraductal papillary adenocarcinoma of pancreatic duct,8503/2-C25.3,ICDO3,192963,Disorder of pancreas
36528694,HHV8 positive diffuse large B-cell lymphoma of ampulla of Vater,9738/3-C24.1,ICDO3,192963,Disorder of pancreas
36528633,T-cell/histiocyte rich large B-cell lymphoma of islets of Langerhans,9688/3-C25.4,ICDO3,192963,Disorder of pancreas
36528630,Composite Hodgkin and non-Hodgkin lymphoma of islets of Langerhans,9596/3-C25.4,ICDO3,192963,Disorder of pancreas
36528621,ALK positive large B-cell lymphoma of ampulla of Vater,9737/3-C24.1,ICDO3,192963,Disorder of pancreas
36528549,Mast cell sarcoma of ampulla of Vater,9740/3-C24.1,ICDO3,192963,Disorder of pancreas
36528536,"Myeloproliferative neoplasm, unclassifiable of islets of Langerhans",9975/3-C25.4,ICDO3,192963,Disorder of pancreas
36528511,Systemic EBV positive T-cell lymphoproliferative disease of childhood of body of pancreas,9724/3-C25.1,ICDO3,192963,Disorder of pancreas
36528506,"Follicular lymphoma, grade 2 of overlapping lesion of pancreas",9691/3-C25.8,ICDO3,192963,Disorder of pancreas
36528490,"Mixed adenoneuroendocrine carcinoma of pancreas, NOS",8244/3-C25.9,ICDO3,192963,Disorder of pancreas
36528454,T-cell large granular lymphocytic leukemia of pancreatic duct,9831/3-C25.3,ICDO3,192963,Disorder of pancreas
36528432,"Papillary squamous cell carcinoma, non-invasive of islets of Langerhans",8052/2-C25.4,ICDO3,192963,Disorder of pancreas
36528423,"Spindle cell carcinoma, NOS, of pancreatic duct",8032/3-C25.3,ICDO3,192963,Disorder of pancreas
36528404,Villous adenocarcinoma of head of pancreas,8262/3-C25.0,ICDO3,192963,Disorder of pancreas
36528390,ALK positive large B-cell lymphoma of pancreatic duct,9737/3-C25.3,ICDO3,192963,Disorder of pancreas
36528263,Mast cell sarcoma of islets of Langerhans,9740/3-C25.4,ICDO3,192963,Disorder of pancreas
36528193,"Verrucous carcinoma, NOS, of overlapping lesion of pancreas",8051/3-C25.8,ICDO3,192963,Disorder of pancreas
36528147,Mucinous adenocarcinoma of islets of Langerhans,8480/3-C25.4,ICDO3,192963,Disorder of pancreas
36528105,B lymphoblastic leukemia/lymphoma with t(5;14)(q31;q32); IL3-IGH of other specified parts of pancreas,9817/3-C25.7,ICDO3,192963,Disorder of pancreas
36528094,Adenocarcinoma with cartilaginous and osseous metaplasia of other specified parts of pancreas,8571/3-C25.7,ICDO3,192963,Disorder of pancreas
36528090,B lymphoblastic leukemia/lymphoma with t(5;14)(q31;q32); IL3-IGH of pancreatic duct,9817/3-C25.3,ICDO3,192963,Disorder of pancreas
36528080,"Squamous cell carcinoma in situ, NOS, of tail of pancreas",8070/2-C25.2,ICDO3,192963,Disorder of pancreas
36528070,"NK/T-cell lymphoma, nasal and nasal type of pancreas, NOS",9719/3-C25.9,ICDO3,192963,Disorder of pancreas
36528010,"Neuroendocrine tumor, NOS, of pancreatic duct",8240/3-C25.3,ICDO3,192963,Disorder of pancreas
36528007,"Angioimmunoblastic T-cell lymphoma of pancreas, NOS",9705/3-C25.9,ICDO3,192963,Disorder of pancreas
36527971,Carcinoma with osteoclast-like giant cells of head of pancreas,8035/3-C25.0,ICDO3,192963,Disorder of pancreas
36527937,Composite Hodgkin and non-Hodgkin lymphoma of ampulla of Vater,9596/3-C24.1,ICDO3,192963,Disorder of pancreas
36527912,"Squamous cell carcinoma, microinvasive of head of pancreas",8076/3-C25.0,ICDO3,192963,Disorder of pancreas
36527900,Adenocarcinoma in adenomatous polyp of tail of pancreas,8210/3-C25.2,ICDO3,192963,Disorder of pancreas
36527784,Lymphoplasmacytic lymphoma of pancreatic duct,9671/3-C25.3,ICDO3,192963,Disorder of pancreas
36527718,Adenosquamous carcinoma of other specified parts of pancreas,8560/3-C25.7,ICDO3,192963,Disorder of pancreas
36527663,"NK/T-cell lymphoma, nasal and nasal type of body of pancreas",9719/3-C25.1,ICDO3,192963,Disorder of pancreas
36527614,"Hodgkin lymphoma, nodular sclerosis, NOS, of ampulla of Vater",9663/3-C24.1,ICDO3,192963,Disorder of pancreas
36527601,"Hodgkin lymphoma, NOS, of other specified parts of pancreas",9650/3-C25.7,ICDO3,192963,Disorder of pancreas
36527579,"Marginal zone B-cell lymphoma, NOS, of body of pancreas",9699/3-C25.1,ICDO3,192963,Disorder of pancreas
36527557,"Squamous cell carcinoma, adenoid of tail of pancreas",8075/3-C25.2,ICDO3,192963,Disorder of pancreas
36527537,Adenocarcinoma in villous adenoma of tail of pancreas,8261/3-C25.2,ICDO3,192963,Disorder of pancreas
36527532,B lymphoblastic leukemia/lymphoma with t(12;21)(p13;q22); TEL-AML1 (ETV6-RUNX1) of tail of pancreas,9814/3-C25.2,ICDO3,192963,Disorder of pancreas
36527526,"Diffuse large B-cell lymphoma, NOS, of other specified parts of pancreas",9680/3-C25.7,ICDO3,192963,Disorder of pancreas
36527497,"Serous carcinoma, NOS, of other specified parts of pancreas",8441/3-C25.7,ICDO3,192963,Disorder of pancreas
36527380,Intraductal papillary mucinous adenoma of overlapping lesion of pancreas,8453/0-C25.8,ICDO3,192963,Disorder of pancreas
36527334,"Papillary carcinoma, NOS, of body of pancreas",8050/3-C25.1,ICDO3,192963,Disorder of pancreas
36527321,"Follicular lymphoma, grade 2 of pancreatic duct",9691/3-C25.3,ICDO3,192963,Disorder of pancreas
36527283,"Enteroglucagonoma, malignant of pancreatic duct",8157/3-C25.3,ICDO3,192963,Disorder of pancreas
36527253,Giant cell and spindle cell carcinoma of islets of Langerhans,8030/3-C25.4,ICDO3,192963,Disorder of pancreas
36527242,Large cell carcinoma with rhabdoid phenotype of head of pancreas,8014/3-C25.0,ICDO3,192963,Disorder of pancreas
36527238,"Malignant lymphoma, mixed small and large cell, diffuse of head of pancreas",9675/3-C25.0,ICDO3,192963,Disorder of pancreas
36527147,B lymphoblastic leukemia/lymphoma with hypodiploidy (Hypodiploid ALL) of tail of pancreas,9816/3-C25.2,ICDO3,192963,Disorder of pancreas
36527126,Adenocarcinoma with apocrine metaplasia of head of pancreas,8573/3-C25.0,ICDO3,192963,Disorder of pancreas
36527104,"Malignant tumor, small cell type of pancreatic duct",8002/3-C25.3,ICDO3,192963,Disorder of pancreas
36527068,Adenocarcinoma in adenomatous polyp of pancreatic duct,8210/3-C25.3,ICDO3,192963,Disorder of pancreas
36527033,"Malignant tumor, small cell type of body of pancreas",8002/3-C25.1,ICDO3,192963,Disorder of pancreas
36527005,Cystic hypersecretory carcinoma of pancreatic duct,8508/3-C25.3,ICDO3,192963,Disorder of pancreas
36526979,Mixed type rhabdomyosarcoma of ampulla of Vater,8902/3-C24.1,ICDO3,192963,Disorder of pancreas
36526970,Hodgkin sarcoma of ampulla of Vater,9662/3-C24.1,ICDO3,192963,Disorder of pancreas
36526967,Adenocarcinoma in villous adenoma of pancreatic duct,8261/3-C25.3,ICDO3,192963,Disorder of pancreas
36526955,Scirrhous adenocarcinoma of pancreatic duct,8141/3-C25.3,ICDO3,192963,Disorder of pancreas
36526861,"Follicular lymphoma, grade 2 of ampulla of Vater",9691/3-C24.1,ICDO3,192963,Disorder of pancreas
36526839,Adenocarcinoma in villous adenoma of head of pancreas,8261/3-C25.0,ICDO3,192963,Disorder of pancreas
36526835,"Malignant tumor, clear cell type of body of pancreas",8005/3-C25.1,ICDO3,192963,Disorder of pancreas
36526807,B lymphoblastic leukemia/lymphoma with t(9;22)(q34;q11.2); BCR-ABL1 of body of pancreas,9812/3-C25.1,ICDO3,192963,Disorder of pancreas
36526717,"B lymphoblastic leukemia/lymphoma with hyperdiploidy of pancreas, NOS",9815/3-C25.9,ICDO3,192963,Disorder of pancreas
36526653,"Papillary cystadenocarcinoma, NOS, of tail of pancreas",8450/3-C25.2,ICDO3,192963,Disorder of pancreas
36526634,"Hodgkin lymphoma, nodular sclerosis, grade 1 of pancreatic duct",9665/3-C25.3,ICDO3,192963,Disorder of pancreas
36526630,"Malignant tumor, clear cell type of ampulla of Vater",8005/3-C24.1,ICDO3,192963,Disorder of pancreas
36526586,Adenocarcinoma in adenomatous polyp of islets of Langerhans,8210/3-C25.4,ICDO3,192963,Disorder of pancreas
36526566,"Malignant tumor, giant cell type of overlapping lesion of pancreas",8003/3-C25.8,ICDO3,192963,Disorder of pancreas
36526542,ALK positive large B-cell lymphoma of head of pancreas,9737/3-C25.0,ICDO3,192963,Disorder of pancreas
36526524,"Lipoma, NOS, of other specified parts of pancreas",8850/0-C25.7,ICDO3,192963,Disorder of pancreas
36526485,"Clear cell adenocarcinoma, NOS, of overlapping lesion of pancreas",8310/3-C25.8,ICDO3,192963,Disorder of pancreas
36526473,Somatostatinoma of pancreatic duct,8156/3-C25.3,ICDO3,192963,Disorder of pancreas
36526425,"Malignant tumor, small cell type of pancreas, NOS",8002/3-C25.9,ICDO3,192963,Disorder of pancreas
36526417,"Hodgkin lymphoma, NOS, of pancreas, NOS",9650/3-C25.9,ICDO3,192963,Disorder of pancreas
36526404,Mucinous adenocarcinoma of pancreatic duct,8480/3-C25.3,ICDO3,192963,Disorder of pancreas
36526326,"Squamous cell carcinoma in situ, NOS, of body of pancreas",8070/2-C25.1,ICDO3,192963,Disorder of pancreas
36526312,"Duct carcinoma, desmoplastic type of pancreas, NOS",8514/3-C25.9,ICDO3,192963,Disorder of pancreas
36526291,"Sezary syndrome of pancreas, NOS",9701/3-C25.9,ICDO3,192963,Disorder of pancreas
36526267,"Carcinosarcoma, embryonal of tail of pancreas",8981/3-C25.2,ICDO3,192963,Disorder of pancreas
36526219,"Squamous cell carcinoma, spindle cell of islets of Langerhans",8074/3-C25.4,ICDO3,192963,Disorder of pancreas
36526179,"Scirrhous adenocarcinoma of pancreas, NOS",8141/3-C25.9,ICDO3,192963,Disorder of pancreas
36526177,Hodgkin granuloma of body of pancreas,9661/3-C25.1,ICDO3,192963,Disorder of pancreas
36526143,"Follicular dendritic cell sarcoma of pancreas, NOS",9758/3-C25.9,ICDO3,192963,Disorder of pancreas
36526080,"Lipoma, NOS, of pancreatic duct",8850/0-C25.3,ICDO3,192963,Disorder of pancreas
36526062,"Solid carcinoma, NOS, of head of pancreas",8230/3-C25.0,ICDO3,192963,Disorder of pancreas
36526040,"Squamous cell carcinoma, spindle cell of tail of pancreas",8074/3-C25.2,ICDO3,192963,Disorder of pancreas
36526035,Large cell carcinoma with rhabdoid phenotype of pancreatic duct,8014/3-C25.3,ICDO3,192963,Disorder of pancreas
36526018,"NK/T-cell lymphoma, nasal and nasal type of islets of Langerhans",9719/3-C25.4,ICDO3,192963,Disorder of pancreas
36540674,"Leiomyosarcoma, NOS, of tail of pancreas",8890/3-C25.2,ICDO3,192963,Disorder of pancreas
36540657,Polygonal cell carcinoma of islets of Langerhans,8034/3-C25.4,ICDO3,192963,Disorder of pancreas
36540649,"Hodgkin lymphoma, lymphocyte depletion, NOS, of pancreas, NOS",9653/3-C25.9,ICDO3,192963,Disorder of pancreas
36540640,"Verrucous carcinoma, NOS, of pancreas, NOS",8051/3-C25.9,ICDO3,192963,Disorder of pancreas
36540629,Villous adenocarcinoma of body of pancreas,8262/3-C25.1,ICDO3,192963,Disorder of pancreas
36540617,"Adenocarcinoma in situ, NOS, of islets of Langerhans",8140/2-C25.4,ICDO3,192963,Disorder of pancreas
36540610,"Carcinoma, undifferentiated, NOS, of overlapping lesion of pancreas",8020/3-C25.8,ICDO3,192963,Disorder of pancreas
36540548,Langerhans cell sarcoma of head of pancreas,9756/3-C25.0,ICDO3,192963,Disorder of pancreas
36540547,"Serous carcinoma, NOS, of overlapping lesion of pancreas",8441/3-C25.8,ICDO3,192963,Disorder of pancreas
36540538,B lymphoblastic leukemia/lymphoma with t(v;11q23); MLL rearranged of head of pancreas,9813/3-C25.0,ICDO3,192963,Disorder of pancreas
36540475,"Malignant tumor, spindle cell type of pancreas, NOS",8004/3-C25.9,ICDO3,192963,Disorder of pancreas
36540397,Adenocarcinoma in situ in adenomatous polyp of overlapping lesion of pancreas,8210/2-C25.8,ICDO3,192963,Disorder of pancreas
36540378,"Squamous cell carcinoma in situ with questionable stromal invasion of pancreas, NOS",8076/2-C25.9,ICDO3,192963,Disorder of pancreas
36540366,Pancreatoblastoma of tail of pancreas,8971/3-C25.2,ICDO3,192963,Disorder of pancreas
36540162,Acinar cell cystadenocarcinoma of pancreatic duct,8551/3-C25.3,ICDO3,192963,Disorder of pancreas
36540084,"Tubulovillous adenoma, NOS, of ampulla of Vater",8263/0-C24.1,ICDO3,192963,Disorder of pancreas
36540066,Pancreatic neuroendocrine microadenoma of tail of pancreas,8150/0-C25.2,ICDO3,192963,Disorder of pancreas
36539995,"Rhabdomyosarcoma, NOS, of ampulla of Vater",8900/3-C24.1,ICDO3,192963,Disorder of pancreas
36539994,"Precursor cell lymphoblastic lymphoma, NOS, of other specified parts of pancreas",9727/3-C25.7,ICDO3,192963,Disorder of pancreas
36539894,"Carcinosarcoma, NOS, of tail of pancreas",8980/3-C25.2,ICDO3,192963,Disorder of pancreas
36539831,B-cell chronic lymphocytic leukemia/small lymphocytic lymphoma of head of pancreas,9823/3-C25.0,ICDO3,192963,Disorder of pancreas
36539779,"Large cell neuroendocrine carcinoma of pancreas, NOS",8013/3-C25.9,ICDO3,192963,Disorder of pancreas
36539751,Mucoepidermoid carcinoma of body of pancreas,8430/3-C25.1,ICDO3,192963,Disorder of pancreas
36539666,"Papillary carcinoma in situ, NOS, of islets of Langerhans",8050/2-C25.4,ICDO3,192963,Disorder of pancreas
36539649,Myeloid or lymphoid neoplasm with PDGFRA rearrangement of islets of Langerhans,9965/3-C25.4,ICDO3,192963,Disorder of pancreas
36539592,"Hodgkin lymphoma, nodular sclerosis, cellular phase of head of pancreas",9664/3-C25.0,ICDO3,192963,Disorder of pancreas
36539462,Small cell sarcoma of head of pancreas,8803/3-C25.0,ICDO3,192963,Disorder of pancreas
36539442,"Serous carcinoma, NOS, of tail of pancreas",8441/3-C25.2,ICDO3,192963,Disorder of pancreas
36539389,Giant cell sarcoma of head of pancreas,8802/3-C25.0,ICDO3,192963,Disorder of pancreas
36539383,"Tubular adenocarcinoma of pancreas, NOS",8211/3-C25.9,ICDO3,192963,Disorder of pancreas
36539320,"Malignant tumor, clear cell type of overlapping lesion of pancreas",8005/3-C25.8,ICDO3,192963,Disorder of pancreas
36539294,Enterochromaffin-like cell tumor of tail of pancreas,8242/3-C25.2,ICDO3,192963,Disorder of pancreas
36539281,"Solid carcinoma, NOS, of pancreatic duct",8230/3-C25.3,ICDO3,192963,Disorder of pancreas
36539200,Solid pseudopapillary neoplasm of pancreas of overlapping lesion of pancreas,8452/3-C25.8,ICDO3,192963,Disorder of pancreas
36539091,"Langerhans cell histiocytosis, disseminated of islets of Langerhans",9751/3-C25.4,ICDO3,192963,Disorder of pancreas
36539072,"Malignant tumor, clear cell type of islets of Langerhans",8005/3-C25.4,ICDO3,192963,Disorder of pancreas
36539023,T-cell/histiocyte rich large B-cell lymphoma of other specified parts of pancreas,9688/3-C25.7,ICDO3,192963,Disorder of pancreas
36539018,Desmoplastic small round cell tumor of pancreatic duct,8806/3-C25.3,ICDO3,192963,Disorder of pancreas
36539008,"Malignant tumor, clear cell type of other specified parts of pancreas",8005/3-C25.7,ICDO3,192963,Disorder of pancreas
36538933,Spindle cell sarcoma of ampulla of Vater,8801/3-C24.1,ICDO3,192963,Disorder of pancreas
36538927,Superficial spreading adenocarcinoma of ampulla of Vater,8143/3-C24.1,ICDO3,192963,Disorder of pancreas
36538908,Scirrhous adenocarcinoma of islets of Langerhans,8141/3-C25.4,ICDO3,192963,Disorder of pancreas
36538901,"Carcinoma with osteoclast-like giant cells of pancreas, NOS",8035/3-C25.9,ICDO3,192963,Disorder of pancreas
36538879,"Epithelioid sarcoma, NOS, of ampulla of Vater",8804/3-C24.1,ICDO3,192963,Disorder of pancreas
36538825,"Papillary carcinoma, NOS, of head of pancreas",8050/3-C25.0,ICDO3,192963,Disorder of pancreas
36538810,"Squamous cell carcinoma, adenoid of islets of Langerhans",8075/3-C25.4,ICDO3,192963,Disorder of pancreas
36538809,Precursor T-cell lymphoblastic leukemia of islets of Langerhans,9837/3-C25.4,ICDO3,192963,Disorder of pancreas
36538696,"Anaplastic large cell lymphoma, T-cell and Null-cell type of body of pancreas",9714/3-C25.1,ICDO3,192963,Disorder of pancreas
36538656,"Epithelioma, malignant of pancreas, NOS",8011/3-C25.9,ICDO3,192963,Disorder of pancreas
36538651,Enterochromaffin cell carcinoid of head of pancreas,8241/3-C25.0,ICDO3,192963,Disorder of pancreas
36538638,"Plasmacytoma, NOS, of head of pancreas",9731/3-C25.0,ICDO3,192963,Disorder of pancreas
36538588,"Squamous cell carcinoma, small cell, nonkeratinizing of pancreatic duct",8073/3-C25.3,ICDO3,192963,Disorder of pancreas
36538554,"Myeloproliferative neoplasm, unclassifiable of pancreatic duct",9975/3-C25.3,ICDO3,192963,Disorder of pancreas
36538495,B lymphoblastic leukemia/lymphoma with t(1;19)(q23;p13.3); E2A-PBX1 (TCF3-PBX1) of head of pancreas,9818/3-C25.0,ICDO3,192963,Disorder of pancreas
36538368,Myeloid or lymphoid neoplasm with FGFR1 abnormalities of head of pancreas,9967/3-C25.0,ICDO3,192963,Disorder of pancreas
36538350,Cystic hypersecretory carcinoma of head of pancreas,8508/3-C25.0,ICDO3,192963,Disorder of pancreas
36538348,Myoepithelial carcinoma of pancreatic duct,8982/3-C25.3,ICDO3,192963,Disorder of pancreas
36538302,"Langerhans cell histiocytosis, disseminated of overlapping lesion of pancreas",9751/3-C25.8,ICDO3,192963,Disorder of pancreas
36538299,"Large cell carcinoma, NOS, of pancreatic duct",8012/3-C25.3,ICDO3,192963,Disorder of pancreas
36538255,"Small cell carcinoma, fusiform cell of head of pancreas",8043/3-C25.0,ICDO3,192963,Disorder of pancreas
36538230,Basal cell adenocarcinoma of tail of pancreas,8147/3-C25.2,ICDO3,192963,Disorder of pancreas
36538219,Carcinoma simplex of body of pancreas,8231/3-C25.1,ICDO3,192963,Disorder of pancreas
36538182,Adenocarcinoma with squamous metaplasia of ampulla of Vater,8570/3-C24.1,ICDO3,192963,Disorder of pancreas
36538136,"Pseudosarcomatous carcinoma of pancreas, NOS",8033/3-C25.9,ICDO3,192963,Disorder of pancreas
36538132,"Papillary carcinoma, NOS, of islets of Langerhans",8050/3-C25.4,ICDO3,192963,Disorder of pancreas
36538104,Malignant mastocytosis of tail of pancreas,9741/3-C25.2,ICDO3,192963,Disorder of pancreas
36537903,"Squamous cell carcinoma, small cell, nonkeratinizing of tail of pancreas",8073/3-C25.2,ICDO3,192963,Disorder of pancreas
36537866,Mucin-producing adenocarcinoma of islets of Langerhans,8481/3-C25.4,ICDO3,192963,Disorder of pancreas
36537838,"Polygonal cell carcinoma of pancreas, NOS",8034/3-C25.9,ICDO3,192963,Disorder of pancreas
36537718,"Papillary carcinoma, NOS, of tail of pancreas",8050/3-C25.2,ICDO3,192963,Disorder of pancreas
36537702,"Precursor cell lymphoblastic lymphoma, NOS, of tail of pancreas",9727/3-C25.2,ICDO3,192963,Disorder of pancreas
36537691,"Hodgkin lymphoma, lymphocyte depletion, diffuse fibrosis of tail of pancreas",9654/3-C25.2,ICDO3,192963,Disorder of pancreas
36537663,B lymphoblastic leukemia/lymphoma with t(9;22)(q34;q11.2); BCR-ABL1 of head of pancreas,9812/3-C25.0,ICDO3,192963,Disorder of pancreas
36537618,Mantle cell lymphoma of pancreatic duct,9673/3-C25.3,ICDO3,192963,Disorder of pancreas
36537607,"Solid carcinoma, NOS, of body of pancreas",8230/3-C25.1,ICDO3,192963,Disorder of pancreas
36537604,"B-cell chronic lymphocytic leukemia/small lymphocytic lymphoma of pancreas, NOS",9823/3-C25.9,ICDO3,192963,Disorder of pancreas
36537573,"Spindle cell carcinoma, NOS, of islets of Langerhans",8032/3-C25.4,ICDO3,192963,Disorder of pancreas
36537548,"Solid carcinoma, NOS, of other specified parts of pancreas",8230/3-C25.7,ICDO3,192963,Disorder of pancreas
36537539,"Comedocarcinoma, NOS, of tail of pancreas",8501/3-C25.2,ICDO3,192963,Disorder of pancreas
36537480,Undifferentiated sarcoma of islets of Langerhans,8805/3-C25.4,ICDO3,192963,Disorder of pancreas
36537425,T-cell/histiocyte rich large B-cell lymphoma of ampulla of Vater,9688/3-C24.1,ICDO3,192963,Disorder of pancreas
36537423,Intravascular large B-cell lymphoma of other specified parts of pancreas,9712/3-C25.7,ICDO3,192963,Disorder of pancreas
36537418,"Spindle cell carcinoma, NOS, of other specified parts of pancreas",8032/3-C25.7,ICDO3,192963,Disorder of pancreas
36537397,Intravascular large B-cell lymphoma of islets of Langerhans,9712/3-C25.4,ICDO3,192963,Disorder of pancreas
