Concept Set ID,Name,Concept ID,Concept Code,Concept Name,Concept Class ID,Domain,Vocabulary
374,Cardiac Disorders,40492434,448887003,Common arterial trunk with isolated pulmonary artery,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,40491956,448809003,Common arterial trunk with obstruction of aortic arch,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,40487527,447988007,Common arterial trunk with pulmonary arteries arising from trunk and unobstructed aortic arch,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,42539142,762253006,Common arterial trunk with pulmonary dominance and interrupted aortic arch,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,40491482,448747000,Common arterial trunk with pulmonary origin from truncal valve sinus,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4235784,360481003,Common atrioventricular canal,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,37111410,726335002,Common atrioventricular junction,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,40482921,445294008,Common atrioventricular orifice in double inlet ventricle,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4101175,253447006,Common atrioventricular valve chordae to outlet septum,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4101492,253446002,Common atrioventricular valve chordae too long,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4100260,253445003,Common atrioventricular valve chordae too short,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,40491462,448729006,Common atrioventricular valve in functionally univentricular heart,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4101173,253437008,Common atrioventricular valve leaflet abnormality,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4102993,253434001,Common atrioventricular valve limited to one ventricle,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4101174,253438003,Common atrioventricular valve prolapse,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4102995,253436004,Common atrioventricular valve stenosis,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4069177,204330009,Common atrioventricular-type ventricular septal defect,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4099995,253276007,Common atrium,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,43021574,461359003,Common coronary artery orifice,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,434146,45503006,Common ventricle,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4108244,195112003,Compensated cardiac failure,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,320744,27885002,Complete atrioventricular block,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,46269694,1.02451E+14,Complete atrioventricular block as complication of atrioventricular nodal ablation,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4267892,6180003,Complete left bundle branch block,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4088337,251123001,Complete right bundle branch block,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,316226,26146002,Complete transposition of great vessels,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,40487081,447913009,Completely unroofed coronary sinus defect in left atrium,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,764796,6.3191E+13,Complex congenital heart defect,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,3188631,1020001000004102,Complicated inferolateral MI,Clinical Finding,Condition,Nebraska Lexicon
374,Cardiac Disorders,36536953,9596/3-C38.0,Composite Hodgkin and non-Hodgkin lymphoma of heart,ICDO Condition,Condition,ICDO3
374,Cardiac Disorders,37110248,724437007,Compression of trachea and esophagus co-occurrent and due to congenital anomaly of aortic arch,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4121615,233922008,Concealed accessory pathway,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,46273067,711546000,Concordant ventriculoarterial connection with parallel great arteries,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,316999,44808001,Conduction disorder of the heart,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,40486079,447702004,Confluent aortopulmonary window with minimal superior and inferior rim,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,40486740,449385006,Confluent muscular ventricular septal defect,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4119598,233902009,Congenital His bundle tachycardia,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,37204854,783773000,Congenital abnormal number of coronary ostia,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4245692,92888002,Congenital abnormal shape of aortic valve,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4242177,92923008,Congenital abnormal shape of mitral valve,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4245227,92941000,Congenital abnormal shape of pulmonary valve,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4245803,92944008,Congenital abnormal shape of tricuspid valve,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4109332,253693001,Congenital abnormalities of thoracic aortic branches,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,40487647,449532000,Congenital abnormality of anterior cardiac vein,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,40487107,447937009,Congenital abnormality of aortic valve cusp,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4182328,297218007,Congenital abnormality of arterial duct,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4108723,253578007,Congenital abnormality of arterial valves,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,40489967,448471006,Congenital abnormality of ascending aorta,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,40487037,447874007,Congenital abnormality of atrial septum,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,40486737,449382009,Congenital abnormality of atrioventricular valve leaflet in atrioventricular septal defect,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,40486738,449383004,Congenital abnormality of atrioventricular valve papillary muscle in atrioventricular septal defect,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4100875,253374008,Congenital abnormality of atrioventricular valves in atrioventricular septal defect,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,37312323,788533006,Congenital abnormality of atrium,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4099994,253272009,Congenital abnormality of cardiac connection,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,40487108,447938004,Congenital abnormality of cardiac vein,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,36676316,773139006,Congenital abnormality of cardiac ventricle,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,40487168,449442001,Congenital abnormality of great cardiac vein,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4121799,234132006,Congenital abnormality of great veins and coronary sinus,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,40486609,447823004,Congenital abnormality of hepatic vein,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,44804745,7.59461E+14,Congenital abnormality of leaflet of mitral valve,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,40493430,449098005,Congenital abnormality of left atrioventricular valve chordae tendinae in double inlet ventricle,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,40492501,448947009,Congenital abnormality of left atrioventricular valve in double inlet ventricle,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,44804847,7.59931E+14,Congenital abnormality of left atrioventricular valve papillary muscle,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,40486610,447824005,Congenital abnormality of left atrium,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,40486611,447825006,Congenital abnormality of middle cardiac vein,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,44804855,7.60051E+14,Congenital abnormality of mitral chordae tendinae,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,44804750,7.59521E+14,Congenital abnormality of mitral papillary muscle,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,40492471,448920004,Congenital abnormality of mitral subvalvular apparatus,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,40487968,448063004,Congenital abnormality of posterior cardiac vein of left ventricle,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,40489968,448472004,Congenital abnormality of pulmonary trunk,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,40490515,448604006,Congenital abnormality of pulmonary valve cusp,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4099993,253267000,Congenital abnormality of relationship of cardiac component,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,40486663,449315003,Congenital abnormality of right atrioventricular valve chordae tendinae in double inlet ventricle,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,40486664,449316002,Congenital abnormality of right atrioventricular valve in double inlet ventricle,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,40492982,449031001,Congenital abnormality of right atrioventricular valve leaflet in double inlet ventricle,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,40492983,449032008,Congenital abnormality of right atrioventricular valve papillary muscle in double inlet ventricle,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,40487969,448064005,Congenital abnormality of right atrium,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,43020912,472792009,Congenital abnormality of supraaortic branch of thoracic aorta,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,43021632,461440001,Congenital abnormality of systemic artery,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,40487970,448065006,Congenital abnormality of systemic vein,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4152172,271573009,Congenital abnormality of thoracic aorta and pulmonary arteries,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,40486615,447829000,Congenital abnormality of tricuspid chordae tendinae,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,40486616,447830005,Congenital abnormality of tricuspid leaflet,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,40487979,448073002,Congenital abnormality of tricuspid papillary muscle,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4175582,297222002,Congenital abnormality of vein,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4103130,253511007,Congenital abnormality of ventricles and ventricular septum,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4234866,90383006,Congenital absence of aorta,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4244935,92960007,Congenital absence of aortic valve,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4237238,91605000,Congenital absence of artery,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4242187,92961006,Congenital absence of azygos vein,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4245320,92962004,Congenital absence of carotid artery,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4245321,92963009,Congenital absence of chordae tendineae,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4178750,5230009,Congenital absence of coronary artery,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4224751,40272001,Congenital absence of coronary sinus,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4244936,92965002,Congenital absence of ductus arteriosus,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4187043,413905004,Congenital absence of heart structure,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4326756,74908007,Congenital absence of inferior vena cava,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,35623446,765812004,Congenital absence of innominate vein,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4103292,25559009,Congenital absence of left pulmonary artery,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4242188,92969008,Congenital absence of mitral valve,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4245810,92974000,Congenital absence of papillary muscle,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4133977,128064000,Congenital absence of portal vein,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4289152,6996004,Congenital absence of pulmonary valve,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4220169,39987008,Congenital absence of right pulmonary artery,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4245812,92977007,Congenital absence of subclavian artery,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4098120,26865008,Congenital absence of superior vena cava,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4245811,92976003,Congenital absence of tricuspid valve,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4227417,40627003,Congenital absence of vein,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4100881,2534005,Congenital absence of vena cava,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4243358,590005,Congenital aneurysm of anterior communicating artery,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4061539,16972009,Congenital aneurysm of aorta,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4113290,253646008,Congenital aneurysm of ascending aorta,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,37204744,783629005,Congenital aneurysm of cerebral artery,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4068741,204395001,Congenital aneurysm of heart,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,37204745,783630000,Congenital aneurysm of precerebral artery,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4183844,54160000,Congenital aneurysm of sinus of Valsalva,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,40487039,447876009,Congenital aneurysm of subaortic left ventricle,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,40487560,448016001,Congenital aneurysm of systemic artery,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,37110247,724436003,Congenital anomaly of abdominal aorta,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,314463,59877000,Congenital anomaly of aorta,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,433015,79439001,Congenital anomaly of aortic arch,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4257829,410065004,Congenital anomaly of aortic arch AND/OR descending aorta,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4030224,13689005,Congenital anomaly of aortic valve,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,42537639,737156006,Congenital anomaly of atrioventricular septum,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,42537638,737155005,Congenital anomaly of atrioventricular valve,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4245328,92994009,Congenital anomaly of azygos vein,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,761751,15973181000119106,Congenital anomaly of blood vessel of left lower limb,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,761810,16007591000119106,Congenital anomaly of blood vessel of left upper limb,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,42709998,449870006,Congenital anomaly of blood vessel of limb,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,42709999,449871005,Congenital anomaly of blood vessel of lower limb,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,761752,15973221000119103,Congenital anomaly of blood vessel of right lower limb,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,761811,16007631000119106,Congenital anomaly of blood vessel of right upper limb,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,439133,432293006,Congenital anomaly of blood vessel of upper limb,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,35615056,15964981000119104,Congenital anomaly of cardiac chamber,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4176794,363028003,Congenital anomaly of cardiovascular structure of trunk,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,141124,9904008,Congenital anomaly of cardiovascular system,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4243901,92997002,Congenital anomaly of carotid artery,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4183995,54265003,Congenital anomaly of cerebral artery,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,372721,65587001,Congenital anomaly of cerebrovascular system,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,321109,28574005,Congenital anomaly of coronary artery,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,37110246,724435004,Congenital anomaly of descending thoracic aorta,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,762324,3.2201E+13,Congenital anomaly of gastrointestinal vessel,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,42538528,762250009,Congenital anomaly of great vessel,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4322316,70320004,Congenital anomaly of heart valve,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4218722,81577001,Congenital anomaly of inferior vena cava,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,36687231,16697101000119102,Congenital anomaly of left renal vein,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4326746,75372006,Congenital anomaly of mitral valve,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4069190,204394002,Congenital anomaly of myocardium,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4244950,93018000,Congenital anomaly of pericardium,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,316795,430166008,Congenital anomaly of peripheral blood vessel,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,45771351,9.36271E+14,Congenital anomaly of precerebral vessel,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,435646,36110001,Congenital anomaly of pulmonary artery,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4006984,111322000,Congenital anomaly of pulmonary veins,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,195060,432461000,Congenital anomaly of renal blood vessel,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,36687230,16697021000119105,Congenital anomaly of right renal vein,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4290427,70195006,Congenital anomaly of superior vena cava,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4184499,4374004,Congenital anomaly of tricuspid valve,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4318800,2213002,Congenital anomaly of vena cava,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4085405,282036005,Congenital arterial aneurysm,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4121805,234148007,Congenital arteriovenous fistula,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4124999,234154008,Congenital arteriovenous fistula aneurysm,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4120805,234155009,Congenital arteriovenous fistula hemorrhage,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4124998,234153002,Congenital arteriovenous fistula infection,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4121806,234150004,Congenital arteriovenous fistula occlusion,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4119782,234149004,Congenital arteriovenous fistula of brain,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4176650,361264003,Congenital arteriovenous fistula of kidney,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4121808,234156005,Congenital arteriovenous fistula rupture,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4121807,234151000,Congenital arteriovenous fistula stenosis,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4124997,234152007,Congenital arteriovenous fistula thrombosis,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4119780,234141001,Congenital arteriovenous malformation,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,37311681,822975003,Congenital arteriovenous malformation of duodenum,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,761840,16026071000119107,Congenital arteriovenous malformation of left renal vessel,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,761842,16026231000119100,Congenital arteriovenous malformation of left upper limb,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,761841,16026111000119100,Congenital arteriovenous malformation of right renal vessel,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,761843,16026351000119101,Congenital arteriovenous malformation of right upper limb,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4140729,427199002,Congenital arteriovenous malformation of small intestine,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,764974,9.7761E+13,Congenital arteriovenous malformation of the duodenum and jejunum,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4316228,95471008,Congenital arteriovenous malformation of the gastrointestinal tract,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4253808,7438000,Congenital atresia of aorta,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,43021633,461557000,Congenital atresia of aortic arch,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4197259,51442005,Congenital atresia of aortic valve,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4136345,31570000,Congenital atresia of artery,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4046113,123656005,Congenital atresia of cardiac valve,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4171835,48520006,Congenital atresia of cardiac vein,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,37204188,782698000,Congenital atresia of coronary ostium,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4245823,93031005,Congenital atresia of inferior vena cava,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,43020880,459065005,Congenital atresia of left main stem coronary artery,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4048042,23063005,Congenital atresia of mitral valve,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4031766,10930001,Congenital atresia of pulmonary artery,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,320206,204342004,Congenital atresia of pulmonary valve,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,43021306,460545002,Congenital atresia of right coronary artery orifice,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4244021,93033008,Congenital atresia of superior vena cava,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4269199,63042009,Congenital atresia of tricuspid valve,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4217298,81103005,Congenital atresia of vein,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4236884,405752007,Congenital atrial septal defect,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,40493444,449110001,Congenital billowing of mitral valve leaflet,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,45766101,703197004,Congenital capillary hemangioma,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,37397525,718181001,Congenital cardiac diverticulum,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4071869,206586007,Congenital cardiac failure,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4170062,48121000,Congenital cardiomegaly,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,45757186,10805641000119102,Congenital cardiovascular anomaly in mother complicating childbirth,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,42538522,762228008,Congenital cardiovascular disorder,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,315013,199266007,Congenital cardiovascular disorder during pregnancy - baby delivered,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,314426,199268008,Congenital cardiovascular disorder during pregnancy - baby not yet delivered,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,134425,6636004,"Congenital cardiovascular disorder in mother complicating pregnancy, childbirth AND/OR puerperium",Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,442916,199267003,Congenital cardiovascular disorder in the puerperium - baby delivered during current episode of care,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,319090,199269000,Congenital cardiovascular disorder in the puerperium - baby delivered during previous episode of care,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,443249,267207004,"Congenital cardiovascular disorders during pregnancy, childbirth and the puerperium",Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,36713473,717812000,"Congenital cataract, hypertrophic cardiomyopathy, mitochondrial myopathy syndrome",Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4091512,2495006,Congenital cerebral arteriovenous aneurysm,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4046114,123658006,Congenital cleft of cardiac valve,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4069188,204383001,Congenital complete atrioventricular heart block,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4201023,315027009,Congenital conduction defect,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4069185,204378009,Congenital coronary aneurysm,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4109487,253720000,Congenital coronary arteriovenous fistula,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4108876,253725005,Congenital coronary artery calcification,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4016142,11433004,Congenital coronary artery fistula,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4029827,128555001,Congenital coronary artery fistula to left atrium,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4027245,128556000,Congenital coronary artery fistula to left ventricle,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4030427,129582000,Congenital coronary artery fistula to pulmonary artery,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4029361,128557009,Congenital coronary artery fistula to right atrium,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4029362,128558004,Congenital coronary artery fistula to right ventricle,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4178321,42866003,Congenital coronary artery sclerosis,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4101021,253327004,Congenital coronary sinus stenosis,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,40489995,448497000,Congenital deformity of mitral valve annulus,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,44792297,3.41751E+14,Congenital dextroposition of heart,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4163372,45237002,Congenital dilatation of aorta,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4244959,93050005,Congenital dilatation of aortic arch,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,36716985,7.991E+12,Congenital dilatation of aortic root,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4245347,93051009,Congenital dilatation of atrium,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4245348,93053007,Congenital dilatation of cardiac ventricle,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4244961,93054001,Congenital dilatation of carotid artery,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4244962,93055000,Congenital dilatation of ductus arteriosus,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4245349,93056004,Congenital dilatation of inferior vena cava,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4244025,93057008,Congenital dilatation of innominate artery,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4245433,93059006,Congenital dilatation of pulmonary artery,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4245436,93061002,Congenital dilatation of subclavian artery,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4244963,93062009,Congenital dilatation of superior vena cava,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,40482465,445176007,Congenital dilation of ascending aorta,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,40482073,445106006,Congenital dilation of left pulmonary artery,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,40482455,445167000,Congenital dilation of right pulmonary artery,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4328498,75270000,Congenital diverticulum of left ventricle,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4245437,93064005,Congenital duplication of aorta,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,42599733,3.58741E+14,Congenital dynamic stenosis of pulmonary valve,Clinical Finding,Condition,SNOMED Veterinary
374,Cardiac Disorders,37397481,718128009,Congenital dysplasia of cardiac valve,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,35624346,767029004,Congenital dysplasia of left lobe of lung co-occurrent with congenital vascular malformation,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,35624347,767030009,Congenital dysplasia of right lobe of lung co-occurrent with congenital vascular malformation,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,42538531,762254000,Congenital dysplasia of tricuspid valve,Clinical Finding,Condition,SNOMED
